職業,総数,男,女,正一の職種は,清の職種は,正雄の職種は,正の職種は,茂の職種は,武雄の職種は,正治の職種は,三郎の職種は,正夫の職種は,一郎の職種は,正二の職種は,義雄の職種は,正男の職種は,正三の職種は,勇の職種は,実の職種は,秀雄の職種は,辰雄の職種は,辰男の職種は,博の職種は,弘の職種は,進の職種は,武の職種は,一男の職種は,昭二の職種は,昭の職種は,和夫の職種は,昭一の職種は,昭三の職種は,幸雄の職種は,稔の職種は,明の職種は,昇の職種は,隆の職種は,勉の職種は,勝の職種は,勲の職種は,功の職種は,勝利の職種は,修の職種は,豊の職種は,誠の職種は,浩の職種は,徹の職種は,浩一の職種は,浩二の職種は,浩之の職種は,聡の職種は,剛の職種は,和彦の職種は,秀樹の職種は,哲也の職種は,直樹の職種は,達也の職種は,学の職種は,健一の職種は,淳の職種は,健の職種は,博之の職種は,英樹の職種は,崇の職種は,大輔の職種は,大介の職種は,亮の職種は,竜也の職種は,健太郎の職種は,洋平の職種は,健太の職種は,和也の職種は,翔の職種は,拓也の職種は,祐介の職種は,雄太の職種は,優の職種は,翔太の職種は,大樹の職種は,翔平の職種は,駿の職種は,大貴の職種は,貴大の職種は,大輝の職種は,翼の職種は,大地の職種は,亮太の職種は,拓哉の職種は,雄大の職種は,拓海の職種は,直人の職種は,康平の職種は,陸の職種は,海斗の職種は,一輝の職種は,涼太の職種は,匠の職種は,蓮の職種は,優斗の職種は,優太の職種は,颯太の職種は,大翔の職種は,太陽の職種は,悠斗の職種は,颯の職種は,輝の職種は,大和の職種は,空の職種は,陽向の職種は,悠人の職種は,悠太の職種は,瑛太の職種は,悠真の職種は,陽斗の職種は,颯真の職種は,歩夢の職種は,蒼空の職種は,大雅の職種は,樹の職種は,陽翔の職種は,陸斗の職種は,太一の職種は,海翔の職種は,湊の職種は,龍生の職種は,陽太の職種は,朝陽の職種は,悠の職種は,新の職種は,蒼の職種は,陽大の職種は,律の職種は,凪の職種は,碧の職種は
介護サービス職業従事者,1634740,389720,1245020,-6.156962871551514,-5.375576019287109,-5.781017303466797,-5.961101531982422,-5.781993865966797,-6.602160453796387,-7.341365814208984,-5.807708740234375,-5.321170330047607,-6.869414329528809,-6.578359603881836,-6.606975555419922,-6.500199794769287,-5.675120830535889,-5.255023002624512,-5.664375305175781,-6.5838303565979,-6.617392539978027,-5.45404052734375,-6.1363525390625,-6.603133201599121,-6.1292338371276855,-6.1185688972473145,-5.0842742919921875,-6.045583724975586,-6.4297404289245605,-4.834400177001953,-6.016345024108887,-6.518454074859619,-6.789508819580078,-5.238178730010986,-7.8001933097839355,-4.449909210205078,-6.543402194976807,-6.0659074783325195,-5.395378112792969,-5.483447551727295,-6.355491638183594,-6.154499053955078,-4.2277069091796875,-6.912250518798828,-5.802177429199219,-4.07527494430542,-4.031707286834717,-4.0284223556518555,-4.029162883758545,-3.9915647506713867,-5.394245147705078,-3.848602294921875,-6.120819091796875,-6.304228782653809,-5.837286949157715,-5.24959135055542,-4.655910491943359,-6.424636363983154,-5.030998229980469,-5.131129741668701,-5.667778015136719,-5.9653778076171875,-5.6413116455078125,-6.5669097900390625,-5.680889129638672,-4.159034729003906,-4.300750732421875,-6.450412750244141,-4.032401084899902,-6.757636547088623,-5.932548522949219,-5.826549530029297,-6.023460388183594,-5.583584308624268,-6.377569675445557,-6.160704612731934,-5.6963605880737305,-6.348419189453125,-5.6486053466796875,-3.984668731689453,-6.179635047912598,-4.812187194824219,-7.535579681396484,-5.622637748718262,-5.723701477050781,-6.647911548614502,-3.874354839324951,-5.597202777862549,-7.4900898933410645,-5.206459045410156,-5.269347667694092,-8.248424530029297,-6.694786071777344,-6.246784210205078,-5.791324138641357,-5.176304340362549,-6.175922393798828,-5.205928802490234,-4.892168998718262,-4.777110576629639,-6.625014305114746,-4.902026653289795,-5.5524444580078125,-6.048633098602295,-5.759166717529297,-5.748939514160156,-7.2706451416015625,-5.885082244873047,-6.163672924041748,-5.4119720458984375,-6.368163585662842,-5.445169925689697,-5.1245574951171875,-5.891547679901123,-5.520990371704102,-7.579978942871094,-6.364398002624512,-5.7081522941589355,-6.433672904968262,-6.303572654724121,-6.391616344451904,-4.043765068054199,-6.830418109893799,-6.245696067810059,-6.699374675750732,-4.5790019035339355,-6.6808695793151855,-5.948005676269531,-6.067150115966797,-5.768302917480469,-6.461947917938232,-5.542593955993652,-5.366600513458252,-6.087249755859375
介護職員（医療・福祉施設等）,1358960,357800,1001160,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-6.3930158615112305,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
訪問介護従事者,275770,31920,243860,-6.672275543212891,-7.468216896057129,-6.403491497039795,-7.3373565673828125,-7.720752716064453,-7.49976110458374,-9.545228004455566,-7.191402435302734,-7.628159523010254,-6.998622894287109,-8.178515434265137,-7.046318054199219,-7.629643440246582,-7.254528999328613,-8.024486541748047,-7.498522758483887,-7.568980693817139,-8.191895484924316,-8.218507766723633,-6.6447601318359375,-8.003151893615723,-9.198345184326172,-7.929358959197998,-7.835654258728027,-7.372813701629639,-6.941699504852295,-6.94012451171875,-7.39258337020874,-7.903085231781006,-7.325954437255859,-7.484463691711426,-8.077896118164062,-6.939629554748535,-8.134272575378418,-8.151352882385254,-7.915777206420898,-7.165903091430664,-7.724334716796875,-7.016075134277344,-6.9142680168151855,-7.222628593444824,-7.585260391235352,-8.482131004333496,-8.4124116897583,-8.523831367492676,-8.477238655090332,-8.488336563110352,-7.069419860839844,-8.21262264251709,-6.783485412597656,-7.659103870391846,-7.277552604675293,-7.516746520996094,-8.11954116821289,-8.145791053771973,-7.424430847167969,-7.442754745483398,-8.720800399780273,-6.504014015197754,-6.977889537811279,-7.073195457458496,-7.24500846862793,-8.271716117858887,-7.92241096496582,-8.290796279907227,-8.175355911254883,-8.217324256896973,-8.620975494384766,-6.847720623016357,-8.709372520446777,-8.979771614074707,-8.23848819732666,-7.493505477905273,-7.964375019073486,-8.809893608093262,-6.747332572937012,-8.604637145996094,-7.549955368041992,-7.4706315994262695,-6.7286834716796875,-7.037820339202881,-7.569187164306641,-7.644744873046875,-8.819753646850586,-7.361801624298096,-6.026250839233398,-7.320865154266357,-7.847957134246826,-9.363872528076172,-8.409289360046387,-7.944286346435547,-7.897059440612793,-8.583487510681152,-7.940681457519531,-7.1652021408081055,-7.715127468109131,-7.701315879821777,-7.259522438049316,-7.561280727386475,-7.122248649597168,-8.174745559692383,-8.523323059082031,-7.920252799987793,-8.390772819519043,-7.5180206298828125,-7.456842422485352,-7.060919761657715,-8.782209396362305,-9.039783477783203,-6.601156711578369,-7.606837749481201,-8.20860481262207,-8.792611122131348,-7.824985980987549,-6.6874494552612305,-7.448511123657227,-7.431876182556152,-7.349948406219482,-9.034942626953125,-6.88046407699585,-8.662927627563477,-6.9455413818359375,-7.9002180099487305,-7.092106819152832,-7.789668083190918,-8.415576934814453,-7.687136650085449,-7.522621154785156,-8.340631484985352,-8.000147819519043,-7.600154399871826
保健医療サービス職業従事者,305500,18150,287350,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
看護助手,138040,10400,127640,-11.536327362060547,-11.869773864746094,-11.953453063964844,-11.484431266784668,-12.284339904785156,-10.623869895935059,-12.18725299835205,-9.835723876953125,-11.615106582641602,-11.355477333068848,-12.179354667663574,-11.018070220947266,-12.526415824890137,-10.832749366760254,-12.56035327911377,-12.640083312988281,-12.994500160217285,-14.736722946166992,-13.858163833618164,-10.555774688720703,-14.431750297546387,-12.646305084228516,-10.980658531188965,-11.770724296569824,-12.549458503723145,-11.695775032043457,-12.679835319519043,-12.551453590393066,-14.490921974182129,-13.515207290649414,-12.971080780029297,-13.413203239440918,-12.408333778381348,-14.70205307006836,-14.669693946838379,-12.474660873413086,-11.174580574035645,-10.995161056518555,-10.28847599029541,-12.257661819458008,-10.393341064453125,-12.27707290649414,-12.884970664978027,-13.013031959533691,-12.918401718139648,-13.067343711853027,-12.997926712036133,-12.227487564086914,-13.021756172180176,-11.380583763122559,-13.101893424987793,-11.663429260253906,-13.024942398071289,-13.015705108642578,-10.388191223144531,-12.541505813598633,-12.533430099487305,-13.3702974319458,-11.355816841125488,-13.306559562683105,-11.489081382751465,-13.175470352172852,-12.830055236816406,-12.883909225463867,-13.57929801940918,-13.007058143615723,-12.476044654846191,-13.989943504333496,-11.60761547088623,-13.025979995727539,-13.05135440826416,-14.861001014709473,-12.749731063842773,-13.942031860351562,-13.211030960083008,-12.735533714294434,-13.332476615905762,-12.69773006439209,-12.707476615905762,-11.810997009277344,-13.905702590942383,-12.36844253540039,-11.708694458007812,-13.489389419555664,-10.320305824279785,-10.60766887664795,-5.926743507385254,-13.437243461608887,-14.253867149353027,-10.383502006530762,-14.058128356933594,-14.002935409545898,-15.700838088989258,-13.26527214050293,-10.803898811340332,-14.153299331665039,-14.106012344360352,-11.841856956481934,-12.73421859741211,-11.65499210357666,-13.66419506072998,-10.895623207092285,-14.05704402923584,-10.820369720458984,-12.472574234008789,-12.60229206085205,-13.357139587402344,-13.335467338562012,-14.862228393554688,-11.301240921020508,-13.143927574157715,-11.668807983398438,-13.783148765563965,-12.20989990234375,-12.911520957946777,-12.580806732177734,-12.242511749267578,-12.926301956176758,-13.403545379638672,-11.43754768371582,-11.790372848510742,-11.806736946105957,-12.61410903930664,-9.981886863708496,-13.192159652709961,-11.156631469726562,-9.987898826599121,-12.862613677978516,-11.513967514038086,-12.104108810424805,-11.688282012939453
生活衛生サービス職業従事者,750420,227520,522900,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-10.903557777404785,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
理容師,140770,82700,58080,-6.864545822143555,-9.802475929260254,-8.315153121948242,-9.219148635864258,-9.73291015625,-7.770732879638672,-9.360815048217773,-9.396589279174805,-8.134464263916016,-7.622254371643066,-6.597241401672363,-8.545266151428223,-9.695396423339844,-7.537171363830566,-10.266437530517578,-10.552325248718262,-11.541142463684082,-11.056611061096191,-10.168341636657715,-7.041201114654541,-11.26159381866455,-9.418782234191895,-6.9891510009765625,-8.59922981262207,-7.315919876098633,-7.910074234008789,-8.786260604858398,-7.465519428253174,-10.693716049194336,-8.689589500427246,-9.286759376525879,-9.113666534423828,-9.590317726135254,-11.631413459777832,-12.075695991516113,-10.33912181854248,-9.198573112487793,-8.164504051208496,-11.11150074005127,-8.915924072265625,-5.800686359405518,-8.83013916015625,-10.225486755371094,-10.368301391601562,-10.137090682983398,-10.74384880065918,-10.282136917114258,-10.419605255126953,-10.14015007019043,-8.083884239196777,-9.188243865966797,-8.123741149902344,-10.207184791564941,-10.033844947814941,-7.650511264801025,-10.45926284790039,-9.52353286743164,-10.844624519348145,-9.443367958068848,-9.612531661987305,-8.313406944274902,-9.932337760925293,-10.428763389587402,-9.729314804077148,-10.227807998657227,-10.711793899536133,-8.63450813293457,-11.329296112060547,-8.886341094970703,-10.878472328186035,-9.606620788574219,-11.550332069396973,-10.463895797729492,-10.73361587524414,-11.172140121459961,-10.312031745910645,-10.707565307617188,-10.245285034179688,-10.745766639709473,-9.271463394165039,-9.253066062927246,-13.399466514587402,-10.016918182373047,-11.061894416809082,-9.327597618103027,-7.677890777587891,-7.07789421081543,-10.978667259216309,-8.906377792358398,-6.6990227699279785,-9.708722114562988,-10.559585571289062,-12.137943267822266,-10.872244834899902,-7.460640907287598,-9.846402168273926,-10.29859733581543,-9.006937980651855,-10.7868070602417,-9.093802452087402,-10.69055461883545,-7.000170707702637,-10.609134674072266,-6.506218910217285,-10.14953327178955,-10.399452209472656,-10.741870880126953,-10.847556114196777,-13.480801582336426,-9.875112533569336,-10.591767311096191,-8.198928833007812,-12.678703308105469,-9.936026573181152,-9.7498779296875,-11.305662155151367,-10.00197982788086,-8.894420623779297,-11.015801429748535,-9.021363258361816,-10.341156005859375,-9.275968551635742,-9.593924522399902,-9.210539817810059,-10.747639656066895,-7.574446678161621,-7.014232635498047,-9.959451675415039,-7.266478061676025,-8.879683494567871,-6.421085357666016
美容師,351060,88440,262630,-6.451520919799805,-8.501325607299805,-8.679100036621094,-7.472678184509277,-8.180549621582031,-7.335031509399414,-8.501557350158691,-8.024064064025879,-7.937055587768555,-5.938166618347168,-7.4270195960998535,-8.161214828491211,-9.133867263793945,-5.367056846618652,-8.520692825317383,-7.654517650604248,-8.921091079711914,-10.533191680908203,-9.980995178222656,-7.554449558258057,-10.003739356994629,-9.269129753112793,-7.424746990203857,-8.145008087158203,-7.500638961791992,-7.766623020172119,-8.748522758483887,-7.566249847412109,-10.17428970336914,-7.274315357208252,-8.112005233764648,-9.458622932434082,-8.146117210388184,-10.113421440124512,-9.69775104522705,-8.43560791015625,-8.705970764160156,-7.333691120147705,-9.25171947479248,-7.845347881317139,-7.584222793579102,-8.228963851928711,-9.370954513549805,-9.609153747558594,-9.290420532226562,-9.804417610168457,-9.35799789428711,-8.575359344482422,-9.52127742767334,-6.748075485229492,-8.211762428283691,-7.093652248382568,-7.905794143676758,-8.417447090148926,-5.53745174407959,-8.1253023147583,-7.892396926879883,-8.682268142700195,-7.200754165649414,-8.583292961120605,-8.571401596069336,-8.415847778320312,-9.565128326416016,-8.692435264587402,-8.451337814331055,-9.664507865905762,-6.5506205558776855,-8.681435585021973,-7.348689079284668,-8.138864517211914,-8.61526107788086,-9.924466133117676,-8.53603744506836,-8.81731128692627,-8.215986251831055,-7.842607021331787,-9.718040466308594,-8.649103164672852,-7.206960678100586,-7.059983253479004,-8.227746963500977,-8.580427169799805,-9.006065368652344,-9.97939395904541,-5.543148040771484,-7.248513698577881,-7.685495853424072,-7.6291680335998535,-11.374236106872559,-6.5116071701049805,-8.145522117614746,-8.257890701293945,-10.287088394165039,-9.562151908874512,-8.130399703979492,-9.633843421936035,-9.550352096557617,-8.250165939331055,-7.251544952392578,-7.410020351409912,-8.26822280883789,-7.943364143371582,-8.423165321350098,-6.998533725738525,-8.296907424926758,-8.738515853881836,-8.811062812805176,-8.708503723144531,-11.022924423217773,-6.196715831756592,-8.631797790527344,-7.558408260345459,-8.660911560058594,-8.784610748291016,-7.631558418273926,-7.797733306884766,-8.296377182006836,-7.726207733154297,-9.839789390563965,-7.975107192993164,-9.638466835021973,-7.924585342407227,-8.027047157287598,-7.4897871017456055,-7.6121392250061035,-7.860724925994873,-7.512151718139648,-8.314590454101562,-8.212841987609863,-9.051473617553711,-7.981483459472656
美容サービス従事者（美容師を除く）,119220,5310,113910,-8.772350311279297,-9.078224182128906,-9.785956382751465,-9.270648956298828,-9.223587036132812,-8.894351959228516,-9.813214302062988,-7.395156383514404,-8.531051635742188,-9.391551971435547,-8.812277793884277,-8.701534271240234,-9.122347831726074,-10.090435981750488,-7.831403732299805,-10.208179473876953,-7.700563430786133,-9.439213752746582,-8.763487815856934,-8.38302230834961,-9.723198890686035,-8.556376457214355,-8.865931510925293,-8.806926727294922,-9.008590698242188,-7.7286057472229,-8.119837760925293,-9.047391891479492,-9.513776779174805,-8.811363220214844,-8.793560028076172,-10.582103729248047,-7.213954448699951,-9.660087585449219,-9.107874870300293,-7.687978267669678,-8.925986289978027,-10.848220825195312,-9.664127349853516,-7.045219898223877,-8.825916290283203,-11.245837211608887,-7.577428817749023,-8.292375564575195,-7.509363651275635,-8.043706893920898,-7.41073751449585,-10.82663631439209,-7.763301372528076,-7.84541654586792,-9.139080047607422,-8.344650268554688,-8.185009002685547,-7.941112041473389,-8.757044792175293,-8.645716667175293,-8.581064224243164,-8.140152931213379,-8.037138938903809,-10.94644832611084,-10.378006935119629,-8.575080871582031,-8.594115257263184,-8.517341613769531,-8.421098709106445,-8.062663078308105,-8.506539344787598,-8.122188568115234,-7.557681083679199,-8.018871307373047,-8.16691780090332,-9.045309066772461,-8.957618713378906,-8.354145050048828,-8.027770042419434,-10.605799674987793,-7.475204944610596,-8.820446014404297,-7.441069602966309,-13.519301414489746,-7.48349666595459,-8.887710571289062,-9.682086944580078,-7.960245132446289,-6.053901672363281,-13.329421997070312,-7.654231548309326,-6.689444065093994,-9.70456314086914,-8.81433391571045,-7.653041839599609,-8.59667682647705,-8.497688293457031,-9.515487670898438,-8.694595336914062,-8.236376762390137,-8.224973678588867,-8.44648265838623,-7.5201945304870605,-8.990127563476562,-8.234733581542969,-9.65777587890625,-8.533957481384277,-9.348727226257324,-9.414264678955078,-9.080428123474121,-10.91083812713623,-8.073066711425781,-8.417202949523926,-12.203742980957031,-8.366962432861328,-9.118583679199219,-9.025415420532227,-8.943946838378906,-10.419654846191406,-8.378913879394531,-8.397457122802734,-8.183767318725586,-8.28056526184082,-8.04532241821289,-8.336185455322266,-8.331019401550293,-7.729394912719727,-8.57748794555664,-8.729423522949219,-9.435527801513672,-8.646724700927734,-8.882904052734375,-8.872491836547852,-8.773826599121094,-8.240713119506836
浴場従事者,34540,12610,21930,-8.025115966796875,-8.489533424377441,-6.354988098144531,-6.8636932373046875,-7.927307605743408,-6.668941020965576,-8.825000762939453,-7.384829998016357,-6.948703765869141,-6.480716705322266,-6.534404754638672,-6.813602447509766,-6.550077438354492,-6.779025077819824,-7.918067932128906,-9.69012451171875,-6.959720611572266,-6.873785018920898,-8.54008674621582,-7.320104122161865,-6.71568489074707,-9.109259605407715,-6.842012405395508,-7.038591384887695,-7.653106212615967,-8.288139343261719,-7.940544128417969,-7.681754112243652,-6.885593414306641,-7.368927001953125,-8.34859848022461,-8.006233215332031,-8.307577133178711,-6.874378204345703,-7.319194793701172,-7.906610488891602,-7.120857238769531,-7.371021270751953,-7.864372253417969,-8.550745010375977,-7.712070465087891,-8.187146186828613,-8.830368041992188,-9.969362258911133,-8.298656463623047,-9.074356079101562,-8.766185760498047,-8.131671905517578,-9.034074783325195,-7.212181091308594,-8.01822280883789,-7.150674819946289,-7.248798370361328,-7.819488525390625,-6.622931957244873,-6.755466461181641,-8.193464279174805,-8.645626068115234,-7.403473377227783,-7.730552673339844,-7.744907379150391,-8.224979400634766,-9.617057800292969,-8.422245025634766,-8.90451431274414,-9.185562133789062,-6.925346374511719,-8.607685089111328,-7.696158409118652,-8.710594177246094,-8.893177032470703,-7.373632431030273,-8.223823547363281,-7.797196388244629,-9.871334075927734,-7.519207000732422,-9.222747802734375,-8.423797607421875,-9.633857727050781,-7.18145751953125,-7.977427959442139,-8.7409029006958,-8.24307632446289,-8.8577880859375,-9.467853546142578,-8.269882202148438,-8.873125076293945,-8.205448150634766,-7.703144073486328,-6.960292816162109,-9.214777946472168,-7.8465423583984375,-8.923274993896484,-8.132789611816406,-8.025714874267578,-7.776735305786133,-7.985710144042969,-7.27059268951416,-13.764155387878418,-9.110860824584961,-8.624285697937012,-6.951910018920898,-8.000185012817383,-6.400287628173828,-9.646038055419922,-8.47878646850586,-7.588397979736328,-8.632204055786133,-7.793449401855469,-8.985747337341309,-8.528152465820312,-6.652345657348633,-9.750204086303711,-9.415962219238281,-7.527835845947266,-8.555240631103516,-8.405929565429688,-8.22234058380127,-9.372939109802246,-8.29372787475586,-7.481555461883545,-8.359443664550781,-7.661043167114258,-7.6772847175598145,-8.271864891052246,-7.237611770629883,-7.642223358154297,-8.3602933883667,-6.937225341796875,-9.412931442260742,-8.452807426452637
クリーニング職，洗張職,104820,38460,66360,-13.053825378417969,-11.140976905822754,-12.10489273071289,-12.14404010772705,-13.095287322998047,-13.137713432312012,-12.874571800231934,-12.57228946685791,-11.837349891662598,-11.562461853027344,-12.82148551940918,-13.1253023147583,-12.008659362792969,-11.447035789489746,-13.700141906738281,-12.909603118896484,-14.210661888122559,-14.601507186889648,-12.1448974609375,-12.389609336853027,-13.962059020996094,-13.307860374450684,-13.93427848815918,-12.086597442626953,-13.059684753417969,-14.113410949707031,-11.973926544189453,-13.064334869384766,-13.973016738891602,-13.77753734588623,-12.820751190185547,-12.60565185546875,-11.382911682128906,-14.251998901367188,-13.578106880187988,-13.415088653564453,-14.098209381103516,-11.909137725830078,-12.128345489501953,-11.438770294189453,-13.487407684326172,-11.582367897033691,-12.22999095916748,-11.707610130310059,-12.220763206481934,-12.322601318359375,-12.283597946166992,-13.031864166259766,-12.497345924377441,-12.304937362670898,-13.581928253173828,-11.910491943359375,-11.550848007202148,-11.829402923583984,-12.513567924499512,-11.939329147338867,-12.093585968017578,-12.867843627929688,-12.567360877990723,-14.225738525390625,-13.856658935546875,-12.877582550048828,-12.19843578338623,-11.633296966552734,-13.699356079101562,-12.197507858276367,-13.356263160705566,-13.47632884979248,-12.439640998840332,-13.549612045288086,-12.874210357666016,-14.197498321533203,-13.386547088623047,-12.715264320373535,-13.60075569152832,-13.624183654785156,-12.397374153137207,-12.814949035644531,-10.990623474121094,-11.3766450881958,-11.221046447753906,-13.92559814453125,-12.411938667297363,-12.586793899536133,-11.459861755371094,-9.358689308166504,-12.5603666305542,-12.647780418395996,-14.159440040588379,-13.963116645812988,-12.571148872375488,-12.335795402526855,-13.961817741394043,-14.368552207946777,-13.244109153747559,-12.24033260345459,-12.473490715026855,-13.015325546264648,-11.548164367675781,-13.728911399841309,-13.619625091552734,-13.021646499633789,-12.596634864807129,-14.452958106994629,-13.329034805297852,-13.645339965820312,-13.317540168762207,-13.230311393737793,-13.682589530944824,-12.900714874267578,-13.436355590820312,-11.502885818481445,-13.587282180786133,-14.106407165527344,-13.27127456665039,-14.307884216308594,-13.301371574401855,-13.595911979675293,-12.580416679382324,-13.367874145507812,-15.133743286132812,-13.477874755859375,-13.164482116699219,-12.950533866882324,-12.675834655761719,-11.55409049987793,-11.150202751159668,-13.449352264404297,-13.31013011932373,-13.6328763961792,-12.514251708984375
飲食物調理従事者,1829800,708530,1121260,-9.032161712646484,-9.037818908691406,-10.451377868652344,-9.395373344421387,-10.392143249511719,-10.447834014892578,-10.478209495544434,-11.333678245544434,-10.588260650634766,-9.622306823730469,-8.448160171508789,-10.544971466064453,-8.927299499511719,-9.147563934326172,-11.276702880859375,-10.15100383758545,-9.083783149719238,-9.162766456604004,-9.449005126953125,-8.969768524169922,-9.055743217468262,-11.146682739257812,-8.36709213256836,-9.912919998168945,-9.855758666992188,-10.071155548095703,-9.869941711425781,-9.934894561767578,-8.693493843078613,-10.412837028503418,-10.406302452087402,-9.75693416595459,-10.735305786132812,-9.130525588989258,-9.541338920593262,-11.207320213317871,-9.044970512390137,-9.214018821716309,-10.618793487548828,-10.665961265563965,-8.219077110290527,-9.932064056396484,-10.620932579040527,-10.653289794921875,-10.660247802734375,-10.7904691696167,-10.64233684539795,-9.570531845092773,-10.634529113769531,-10.965635299682617,-10.669753074645996,-10.610580444335938,-9.739643096923828,-10.225242614746094,-10.186117172241211,-9.48397445678711,-10.357115745544434,-10.914047241210938,-10.845916748046875,-9.43696403503418,-10.807029724121094,-10.455619812011719,-10.71595287322998,-10.515151977539062,-12.494148254394531,-11.0237455368042,-10.377374649047852,-13.186616897583008,-11.307727813720703,-11.91900634765625,-11.870716094970703,-9.577791213989258,-11.019451141357422,-10.858904838562012,-11.93796443939209,-9.630518913269043,-11.18476676940918,-10.979133605957031,-9.644023895263672,-10.584339141845703,-9.852920532226562,-11.511226654052734,-10.672286033630371,-10.995383262634277,-11.629894256591797,-11.074359893798828,-11.00714111328125,-9.352347373962402,-11.187922477722168,-8.660391807556152,-12.720260620117188,-12.572272300720215,-12.282832145690918,-10.342063903808594,-8.969303131103516,-10.278438568115234,-10.307917594909668,-11.227306365966797,-10.001216888427734,-9.966944694519043,-11.730597496032715,-9.173465728759766,-11.292835235595703,-8.09664535522461,-9.006698608398438,-10.745430946350098,-9.406683921813965,-11.209423065185547,-11.715924263000488,-10.250720977783203,-11.321471214294434,-10.134038925170898,-13.127466201782227,-9.989794731140137,-9.716039657592773,-11.449682235717773,-11.013751029968262,-12.270355224609375,-10.980361938476562,-12.383295059204102,-11.987237930297852,-11.73727035522461,-11.245890617370605,-10.629600524902344,-10.910110473632812,-9.791614532470703,-10.073738098144531,-10.593092918395996,-8.222789764404297,-10.623991966247559,-8.973804473876953
