職業,総数,男,女,正一の職業は,清の職業は,正雄の職業は,正の職業は,茂の職業は,武雄の職業は,正治の職業は,三郎の職業は,正夫の職業は,一郎の職業は,正二の職業は,義雄の職業は,正男の職業は,正三の職業は,勇の職業は,実の職業は,秀雄の職業は,辰雄の職業は,辰男の職業は,博の職業は,弘の職業は,進の職業は,武の職業は,一男の職業は,昭二の職業は,昭の職業は,和夫の職業は,昭一の職業は,昭三の職業は,幸雄の職業は,稔の職業は,明の職業は,昇の職業は,隆の職業は,勉の職業は,勝の職業は,勲の職業は,功の職業は,勝利の職業は,修の職業は,豊の職業は,誠の職業は,浩の職業は,徹の職業は,浩一の職業は,浩二の職業は,浩之の職業は,聡の職業は,剛の職業は,和彦の職業は,秀樹の職業は,哲也の職業は,直樹の職業は,達也の職業は,学の職業は,健一の職業は,淳の職業は,健の職業は,博之の職業は,英樹の職業は,崇の職業は,大輔の職業は,大介の職業は,亮の職業は,竜也の職業は,健太郎の職業は,洋平の職業は,健太の職業は,和也の職業は,翔の職業は,拓也の職業は,祐介の職業は,雄太の職業は,優の職業は,翔太の職業は,大樹の職業は,翔平の職業は,駿の職業は,大貴の職業は,貴大の職業は,大輝の職業は,翼の職業は,大地の職業は,亮太の職業は,拓哉の職業は,雄大の職業は,拓海の職業は,直人の職業は,康平の職業は,陸の職業は,海斗の職業は,一輝の職業は,涼太の職業は,匠の職業は,蓮の職業は,優斗の職業は,優太の職業は,颯太の職業は,大翔の職業は,太陽の職業は,悠斗の職業は,颯の職業は,輝の職業は,大和の職業は,空の職業は,陽向の職業は,悠人の職業は,悠太の職業は,瑛太の職業は,悠真の職業は,陽斗の職業は,颯真の職業は,歩夢の職業は,蒼空の職業は,大雅の職業は,樹の職業は,陽翔の職業は,陸斗の職業は,太一の職業は,海翔の職業は,湊の職業は,龍生の職業は,陽太の職業は,朝陽の職業は,悠の職業は,新の職業は,蒼の職業は,陽大の職業は,律の職業は,凪の職業は,碧の職業は
美容サービス従事者（美容師を除く）,119220,5310,113910,-8.17389965057373,-9.12042236328125,-8.407574653625488,-8.626840591430664,-8.486679077148438,-8.310213088989258,-7.124896049499512,-9.76480770111084,-8.08621597290039,-7.9420084953308105,-8.342860221862793,-7.859321117401123,-8.13983154296875,-7.1105194091796875,-7.561893463134766,-8.034014701843262,-8.46212387084961,-8.207992553710938,-6.518740653991699,-6.9159345626831055,-7.944103240966797,-8.161017417907715,-7.583272933959961,-8.201393127441406,-8.221088409423828,-8.484317779541016,-6.513126373291016,-8.261112213134766,-9.418807029724121,-9.592166900634766,-6.9085845947265625,-8.39175033569336,-8.74246883392334,-8.004813194274902,-8.685836791992188,-9.656126976013184,-8.155841827392578,-8.47972583770752,-7.666482925415039,-7.900343894958496,-8.783340454101562,-7.1778364181518555,-8.013941764831543,-6.894740581512451,-7.87102746963501,-8.6768217086792,-8.082060813903809,-7.614349842071533,-7.781810760498047,-6.733504295349121,-8.068584442138672,-7.931994438171387,-8.007172584533691,-7.648040294647217,-7.841108798980713,-8.277667045593262,-7.93231725692749,-8.581195831298828,-6.510298728942871,-8.051811218261719,-8.011018753051758,-7.089140892028809,-7.82045316696167,-7.324717044830322,-6.548332214355469,-8.066847801208496,-8.021689414978027,-8.17950439453125,-6.774345397949219,-7.953710079193115,-6.521552085876465,-7.740939140319824,-9.500886917114258,-7.138079643249512,-6.55657434463501,-7.9548468589782715,-6.235767364501953,-8.190993309020996,-7.9710235595703125,-6.999793529510498,-7.95993185043335,-8.302671432495117,-9.843355178833008,-8.176227569580078,-6.737719535827637,-7.108171463012695,-6.7329206466674805,-8.03948974609375,-9.490160942077637,-8.975428581237793,-6.691600322723389,-7.906014919281006,-8.127178192138672,-9.02471923828125,-8.29666805267334,-7.4835734367370605,-7.645347595214844,-8.2101411819458,-7.79389762878418,-8.483111381530762,-8.038751602172852,-8.8402099609375,-7.921639919281006,-8.144454956054688,-8.67451286315918,-8.418784141540527,-8.135713577270508,-8.169071197509766,-4.805670738220215,-8.414212226867676,-6.336673259735107,-8.294849395751953,-8.386824607849121,-7.174045085906982,-6.676375389099121,-7.621078014373779,-7.0278239250183105,-6.3071393966674805,-6.898432731628418,-6.992502689361572,-8.686279296875,-7.14607572555542,-6.807075023651123,-6.688891887664795,-8.906654357910156,-8.333606719970703,-7.160060882568359,-6.507327079772949,-8.61571216583252,-7.922484397888184,-9.228450775146484
浴場従事者,34540,12610,21930,-6.69543981552124,-8.330986022949219,-6.898160457611084,-7.036773681640625,-8.203357696533203,-8.391820907592773,-7.307775497436523,-8.210514068603516,-7.833301544189453,-8.112197875976562,-8.327719688415527,-8.532203674316406,-8.05941390991211,-7.902217864990234,-9.023117065429688,-10.048881530761719,-9.060446739196777,-8.801193237304688,-8.502479553222656,-8.727849960327148,-7.840648174285889,-8.713558197021484,-9.091072082519531,-7.8492431640625,-8.512683868408203,-8.588188171386719,-8.288625717163086,-8.185245513916016,-8.370059967041016,-8.289058685302734,-8.92550277709961,-7.3948822021484375,-8.74627685546875,-7.982955455780029,-8.239959716796875,-8.858978271484375,-7.495265960693359,-7.680202484130859,-7.353602886199951,-8.769939422607422,-8.735305786132812,-7.586065292358398,-8.942107200622559,-8.786056518554688,-9.07827377319336,-9.24570083618164,-8.773382186889648,-8.411426544189453,-7.634014129638672,-8.745450973510742,-7.677450180053711,-8.042469024658203,-9.579204559326172,-8.41269302368164,-6.901857376098633,-7.283523082733154,-8.867424011230469,-9.162850379943848,-8.81916332244873,-8.296526908874512,-8.198938369750977,-9.261656761169434,-8.309432983398438,-8.663280487060547,-9.019087791442871,-9.159046173095703,-8.329882621765137,-9.35821533203125,-8.891456604003906,-9.028902053833008,-8.86670207977295,-8.314425468444824,-9.3214111328125,-9.543269157409668,-9.28023910522461,-9.131686210632324,-9.198108673095703,-7.681476593017578,-9.030879020690918,-9.386470794677734,-9.100066184997559,-9.0594482421875,-9.392894744873047,-9.187679290771484,-8.904411315917969,-8.972122192382812,-9.230554580688477,-9.123553276062012,-8.364784240722656,-8.507057189941406,-9.12511920928955,-9.071102142333984,-8.925983428955078,-7.634250640869141,-8.344612121582031,-9.01410961151123,-8.992259979248047,-8.727989196777344,-9.255989074707031,-7.123126983642578,-8.947578430175781,-7.679435729980469,-9.116653442382812,-8.579727172851562,-9.78680419921875,-8.5411958694458,-8.938200950622559,-9.168567657470703,-8.862292289733887,-8.323883056640625,-9.062755584716797,-7.255983352661133,-8.581561088562012,-8.717453002929688,-8.03586196899414,-8.588957786560059,-9.764694213867188,-8.926276206970215,-8.348864555358887,-9.012672424316406,-9.59830093383789,-9.401599884033203,-9.01144027709961,-7.844867706298828,-9.56119155883789,-7.591442108154297,-10.148048400878906,-9.73907470703125,-8.096904754638672,-10.16843032836914,-9.89633560180664
クリーニング職，洗張職,104820,38460,66360,-10.356067657470703,-13.336128234863281,-10.717735290527344,-10.541483879089355,-12.2413969039917,-12.313952445983887,-10.963800430297852,-13.157451629638672,-10.204044342041016,-10.957862854003906,-9.688732147216797,-11.6046142578125,-10.233570098876953,-11.692724227905273,-11.408268928527832,-12.739734649658203,-11.597334861755371,-13.086158752441406,-11.948576927185059,-9.728388786315918,-10.875633239746094,-11.745833396911621,-12.242332458496094,-10.264870643615723,-12.01398754119873,-12.315387725830078,-11.653517723083496,-12.108116149902344,-12.667445182800293,-12.938677787780762,-11.00210189819336,-11.479721069335938,-12.52038860321045,-10.958370208740234,-12.655844688415527,-12.655696868896484,-11.133365631103516,-9.504451751708984,-10.639548301696777,-12.325106620788574,-12.580841064453125,-9.650413513183594,-12.713996887207031,-9.58670711517334,-10.985243797302246,-12.349581718444824,-12.777998924255371,-13.104681968688965,-10.16512680053711,-11.316734313964844,-11.369620323181152,-10.372730255126953,-12.59307861328125,-12.932408332824707,-9.161937713623047,-10.80544662475586,-12.460713386535645,-12.493976593017578,-11.545191764831543,-11.170567512512207,-9.7578763961792,-11.635368347167969,-11.170393943786621,-11.840590476989746,-11.924406051635742,-12.769874572753906,-10.909930229187012,-12.845495223999023,-11.046889305114746,-12.719863891601562,-11.440980911254883,-11.158281326293945,-14.03530216217041,-11.6142578125,-11.206792831420898,-12.8092679977417,-11.360673904418945,-10.026450157165527,-12.583125114440918,-11.60937786102295,-12.725669860839844,-12.086467742919922,-12.856830596923828,-12.841910362243652,-10.1968994140625,-10.446205139160156,-10.434207916259766,-12.712783813476562,-12.588909149169922,-13.550458908081055,-11.351595878601074,-12.821788787841797,-12.60361385345459,-10.886649131774902,-10.709396362304688,-13.353236198425293,-13.392157554626465,-11.347885131835938,-12.517233848571777,-11.867905616760254,-12.816776275634766,-10.241606712341309,-12.817882537841797,-13.239386558532715,-11.809371948242188,-11.351043701171875,-12.881930351257324,-12.822470664978027,-10.946846008300781,-13.384146690368652,-11.326991081237793,-9.54709529876709,-13.728769302368164,-10.360797882080078,-9.990211486816406,-12.467055320739746,-11.465190887451172,-11.258925437927246,-11.543787956237793,-11.800355911254883,-13.000807762145996,-11.8970365524292,-11.310149192810059,-10.88126277923584,-12.71977710723877,-9.944908142089844,-10.104591369628906,-11.806143760681152,-10.797142028808594,-10.057914733886719,-11.348884582519531
飲食物調理従事者,1829800,708530,1121260,-9.35445785522461,-11.311592102050781,-9.73044204711914,-9.988637924194336,-11.084575653076172,-11.298072814941406,-10.145713806152344,-11.229278564453125,-11.485877990722656,-10.148197174072266,-9.415401458740234,-10.285378456115723,-10.905876159667969,-10.016803741455078,-11.665992736816406,-12.85517406463623,-11.209728240966797,-11.496760368347168,-11.483055114746094,-10.410980224609375,-9.960620880126953,-11.996989250183105,-11.551283836364746,-11.21023178100586,-10.87420654296875,-11.063457489013672,-12.30832290649414,-11.040225982666016,-11.305984497070312,-11.149192810058594,-11.074774742126465,-10.851314544677734,-11.289573669433594,-10.115862846374512,-11.521441459655762,-11.645286560058594,-10.321273803710938,-10.161510467529297,-9.456581115722656,-12.416595458984375,-11.834338188171387,-10.342803955078125,-12.27130126953125,-10.62472915649414,-12.096484184265137,-11.46762752532959,-12.264042854309082,-12.694114685058594,-10.322181701660156,-11.599407196044922,-12.355022430419922,-11.098407745361328,-12.606212615966797,-12.529542922973633,-8.099777221679688,-10.27231216430664,-12.470470428466797,-11.48843002319336,-10.983226776123047,-12.075648307800293,-10.510631561279297,-11.985458374023438,-12.167632102966309,-12.048956871032715,-12.693382263183594,-12.848880767822266,-12.180534362792969,-13.22549819946289,-11.683058738708496,-12.831770896911621,-12.2778959274292,-12.147346496582031,-12.245585441589355,-12.74715805053711,-13.139422416687012,-12.333736419677734,-12.167045593261719,-10.934120178222656,-12.212177276611328,-10.627452850341797,-12.544845581054688,-10.530160903930664,-12.040064811706543,-12.784319877624512,-12.094612121582031,-11.411544799804688,-11.08694076538086,-12.70999813079834,-11.818168640136719,-12.120955467224121,-12.936729431152344,-12.497771263122559,-13.229053497314453,-10.499141693115234,-12.015837669372559,-12.967764854431152,-13.169734954833984,-11.885883331298828,-12.595619201660156,-9.748241424560547,-12.846098899841309,-9.42282485961914,-12.818724632263184,-11.267706871032715,-9.639971733093262,-12.113380432128906,-12.657249450683594,-12.989151000976562,-12.346824645996094,-13.215849876403809,-12.313236236572266,-10.419597625732422,-13.540160179138184,-11.235103607177734,-10.369837760925293,-10.123924255371094,-12.27939510345459,-11.96548843383789,-12.273551940917969,-12.674338340759277,-12.858678817749023,-12.176933288574219,-12.455646514892578,-11.501659393310547,-13.437186241149902,-11.323333740234375,-11.301902770996094,-12.1452054977417,-11.861251831054688,-11.838156700134277,-12.489273071289062
調理人,1822470,702590,1119870,-10.164266586303711,-12.926912307739258,-10.432451248168945,-10.635598182678223,-11.278196334838867,-10.544081687927246,-10.39514446258545,-13.289113998413086,-11.206872940063477,-12.154714584350586,-10.677067756652832,-9.095035552978516,-11.926798820495605,-10.444775581359863,-11.306594848632812,-11.165701866149902,-11.231901168823242,-11.547799110412598,-12.226383209228516,-12.316327095031738,-10.283851623535156,-11.66921615600586,-11.141529083251953,-11.849845886230469,-10.778166770935059,-11.070574760437012,-12.467071533203125,-10.94132137298584,-12.003880500793457,-12.964476585388184,-10.145980834960938,-10.987985610961914,-11.5996675491333,-10.808844566345215,-11.901591300964355,-13.909797668457031,-11.081920623779297,-11.308698654174805,-9.87406063079834,-11.549480438232422,-12.600019454956055,-10.453876495361328,-11.495186805725098,-12.532748222351074,-11.348857879638672,-13.844254493713379,-11.479742050170898,-12.084589004516602,-10.938419342041016,-12.254594802856445,-10.183463096618652,-11.073745727539062,-12.043340682983398,-12.026850700378418,-7.732991695404053,-11.004998207092285,-11.929213523864746,-11.458017349243164,-11.852949142456055,-11.351969718933105,-10.639434814453125,-11.722953796386719,-11.396796226501465,-11.97558307647705,-12.286723136901855,-12.150501251220703,-11.33460807800293,-12.492937088012695,-10.17812442779541,-11.998659133911133,-11.799318313598633,-11.291976928710938,-13.600275039672852,-12.057841300964355,-11.205549240112305,-10.443255424499512,-11.90633487701416,-13.397652626037598,-11.69134521484375,-9.478338241577148,-11.732963562011719,-11.173125267028809,-11.739763259887695,-12.03403377532959,-9.13263988494873,-11.960150718688965,-11.68700122833252,-11.647117614746094,-13.290843963623047,-12.961090087890625,-11.252654075622559,-11.76259994506836,-11.989174842834473,-10.479630470275879,-11.912429809570312,-12.084192276000977,-12.30986499786377,-10.938287734985352,-11.635644912719727,-8.226168632507324,-11.828836441040039,-9.79645824432373,-11.807843208312988,-11.7207670211792,-10.799657821655273,-11.3168363571167,-11.739373207092285,-11.999829292297363,-11.889835357666016,-12.289584159851074,-11.968689918518066,-10.07284164428711,-12.574869155883789,-9.851404190063477,-11.977987289428711,-11.273975372314453,-11.060714721679688,-11.901712417602539,-11.599699974060059,-9.298906326293945,-12.791333198547363,-11.029162406921387,-11.98717212677002,-9.671073913574219,-12.736379623413086,-11.593415260314941,-10.309657096862793,-12.08539867401123,-12.801682472229004,-11.336875915527344,-12.596303939819336
バーテンダー,7330,5940,1390,-8.120903015136719,-10.17470645904541,-8.137697219848633,-8.61982250213623,-8.897245407104492,-9.192094802856445,-8.948469161987305,-9.347414016723633,-9.0030517578125,-8.320205688476562,-8.39616584777832,-8.588516235351562,-9.379350662231445,-7.958330154418945,-8.801067352294922,-9.054056167602539,-8.397388458251953,-9.435745239257812,-8.336759567260742,-7.51495361328125,-8.287025451660156,-9.567692756652832,-8.884275436401367,-9.379112243652344,-8.61051082611084,-8.999805450439453,-9.13271427154541,-8.759350776672363,-8.589910507202148,-9.492597579956055,-8.685772895812988,-9.522124290466309,-9.269403457641602,-8.28951358795166,-9.84273624420166,-10.311410903930664,-8.521522521972656,-8.823486328125,-8.003890037536621,-8.944926261901855,-10.302565574645996,-8.282058715820312,-9.086301803588867,-7.803603172302246,-8.970102310180664,-9.081576347351074,-9.218694686889648,-9.218274116516113,-7.99677038192749,-8.725205421447754,-8.827566146850586,-9.129024505615234,-9.0172700881958,-9.405594825744629,-7.914397716522217,-8.193717956542969,-9.264017105102539,-9.135041236877441,-8.553622245788574,-8.819543838500977,-9.227167129516602,-8.146303176879883,-8.87557601928711,-8.268627166748047,-8.46965217590332,-9.131061553955078,-9.017904281616211,-9.201340675354004,-8.317648887634277,-8.940309524536133,-8.2421236038208,-8.941970825195312,-9.555268287658691,-8.597869873046875,-8.020854949951172,-8.80628776550293,-8.270559310913086,-9.551855087280273,-8.85653305053711,-8.355379104614258,-8.814258575439453,-8.063552856445312,-9.390387535095215,-9.084012031555176,-8.109271049499512,-5.01639461517334,-8.367849349975586,-9.053647994995117,-9.52736759185791,-10.11589527130127,-7.824084281921387,-8.87220573425293,-8.982664108276367,-7.8437604904174805,-9.274057388305664,-9.303586959838867,-9.560098648071289,-8.05916976928711,-8.819429397583008,-7.464925765991211,-9.262895584106445,-8.245716094970703,-8.782663345336914,-9.268630981445312,-7.778898239135742,-9.172945976257324,-9.559944152832031,-9.378284454345703,-8.775922775268555,-10.640045166015625,-7.977766513824463,-9.21226978302002,-10.59891128540039,-8.098587036132812,-7.279621601104736,-8.144752502441406,-8.989795684814453,-7.6230645179748535,-9.029046058654785,-7.643364429473877,-9.654467582702637,-9.013031005859375,-7.979175567626953,-8.226539611816406,-10.102672576904297,-9.138830184936523,-8.304849624633789,-8.720195770263672,-9.661160469055176,-8.157938003540039,-9.702038764953613
接客・給仕職業従事者,1452570,453280,999290,-7.521846771240234,-7.97517204284668,-7.588053226470947,-7.871918201446533,-7.892292499542236,-8.227089881896973,-8.031517028808594,-7.919282913208008,-7.945072650909424,-7.931689262390137,-8.147560119628906,-7.706716537475586,-8.026495933532715,-7.367748737335205,-7.894855976104736,-8.933934211730957,-7.648731231689453,-8.181173324584961,-8.695472717285156,-8.13700008392334,-7.526437759399414,-8.306696891784668,-7.959802627563477,-8.097965240478516,-7.727162837982178,-7.872464179992676,-8.040722846984863,-7.753061771392822,-7.614041805267334,-7.913388729095459,-7.898916244506836,-7.531355381011963,-7.660089015960693,-7.5779290199279785,-8.793968200683594,-8.137321472167969,-7.649823188781738,-8.027288436889648,-7.222503662109375,-8.349388122558594,-8.850016593933105,-7.978311538696289,-8.594792366027832,-8.277022361755371,-8.520713806152344,-8.117630004882812,-8.678847312927246,-8.434407234191895,-7.678332328796387,-8.301017761230469,-8.532819747924805,-7.929664611816406,-8.55606460571289,-8.359314918518066,-7.887702941894531,-7.890275001525879,-8.40496826171875,-7.89634895324707,-8.115645408630371,-7.574248313903809,-6.946841239929199,-8.083401679992676,-7.544527530670166,-8.285795211791992,-8.422270774841309,-8.601570129394531,-8.518887519836426,-8.616682052612305,-8.56734561920166,-8.571369171142578,-8.56368350982666,-9.10649585723877,-7.9810590744018555,-7.978738307952881,-8.6517333984375,-8.622200965881348,-8.257140159606934,-9.161897659301758,-8.447747230529785,-8.165400505065918,-8.61650562286377,-8.206490516662598,-8.164674758911133,-8.641193389892578,-8.55334758758545,-8.948495864868164,-8.613151550292969,-8.450644493103027,-8.305150032043457,-8.839158058166504,-8.165823936462402,-8.617822647094727,-8.690518379211426,-7.118963718414307,-8.323440551757812,-8.195331573486328,-8.38078498840332,-7.902974605560303,-8.599372863769531,-8.441208839416504,-8.645238876342773,-7.297727584838867,-8.578712463378906,-7.99889612197876,-8.189895629882812,-6.843919277191162,-8.613540649414062,-8.69884967803955,-8.620864868164062,-8.368914604187012,-8.201197624206543,-7.880211353302002,-8.474421501159668,-7.755620002746582,-6.84724760055542,-7.707586765289307,-7.173764705657959,-7.9081854820251465,-8.055912971496582,-7.693328857421875,-8.804756164550781,-7.849673271179199,-8.620370864868164,-7.423403739929199,-8.159424781799316,-8.149654388427734,-7.838225364685059,-8.059803009033203,-8.012999534606934,-7.829753398895264,-8.283523559570312
飲食店主・店長,114270,54020,60250,-9.655077934265137,-11.407492637634277,-9.773578643798828,-10.360413551330566,-10.848776817321777,-10.63300895690918,-9.943708419799805,-11.998186111450195,-9.631755828857422,-10.75280475616455,-9.864239692687988,-9.5198974609375,-9.932085037231445,-11.290205955505371,-9.675554275512695,-11.383323669433594,-9.76333999633789,-11.561613082885742,-9.739519119262695,-9.754051208496094,-9.57805347442627,-11.221125602722168,-9.77396297454834,-9.997041702270508,-10.647730827331543,-10.76570987701416,-10.262989044189453,-10.771775245666504,-11.10811996459961,-11.612792015075684,-8.777287483215332,-9.633834838867188,-11.387301445007324,-9.731586456298828,-12.33478832244873,-12.08411979675293,-9.945795059204102,-9.96854305267334,-8.96945571899414,-10.661111831665039,-12.109713554382324,-8.159008026123047,-10.816701889038086,-9.805991172790527,-10.423784255981445,-11.12646198272705,-10.853757858276367,-11.969202041625977,-9.571389198303223,-10.161617279052734,-10.589394569396973,-9.721468925476074,-11.024741172790527,-12.305038452148438,-9.841672897338867,-10.177276611328125,-10.490519523620605,-11.06895637512207,-9.643716812133789,-10.409043312072754,-9.219521522521973,-10.250561714172363,-10.187697410583496,-10.183915138244629,-9.65672492980957,-10.879504203796387,-10.4679594039917,-10.89622974395752,-10.063676834106445,-10.846691131591797,-9.443532943725586,-9.98553466796875,-12.028010368347168,-10.271726608276367,-9.400089263916016,-10.825421333312988,-9.866337776184082,-11.372380256652832,-10.714077949523926,-10.034360885620117,-10.742459297180176,-9.905630111694336,-11.597710609436035,-10.906732559204102,-9.330428123474121,-9.995404243469238,-10.04055404663086,-10.717399597167969,-12.249663352966309,-11.601093292236328,-9.383617401123047,-10.763364791870117,-10.5768461227417,-8.091002464294434,-10.942869186401367,-12.106378555297852,-12.177751541137695,-8.479541778564453,-10.791190147399902,-9.94002914428711,-10.517950057983398,-8.844600677490234,-10.733490943908691,-10.12818717956543,-10.06773853302002,-9.688716888427734,-10.598750114440918,-10.607672691345215,-10.87796401977539,-10.848388671875,-9.167482376098633,-10.555500984191895,-11.085906982421875,-8.428628921508789,-9.640630722045898,-9.14974308013916,-10.393659591674805,-9.653432846069336,-10.217546463012695,-9.64041519165039,-10.473058700561523,-9.908968925476074,-9.250364303588867,-9.655067443847656,-4.455526351928711,-10.033708572387695,-8.481053352355957,-10.22016716003418,-11.750639915466309,-8.551146507263184,-8.976452827453613
旅館主・支配人,24510,17060,7450,-5.949765682220459,-9.605891227722168,-6.181788444519043,-7.7270660400390625,-8.019091606140137,-7.929531097412109,-6.542473793029785,-8.248773574829102,-5.739316463470459,-7.38756799697876,-8.24147891998291,-7.550429821014404,-8.199457168579102,-6.670558929443359,-9.254534721374512,-10.211509704589844,-10.855020523071289,-8.056374549865723,-7.439164161682129,-9.477280616760254,-6.682913780212402,-8.988722801208496,-9.38141918182373,-6.400307655334473,-8.27961254119873,-9.1419095993042,-7.490220546722412,-8.161094665527344,-8.289985656738281,-8.551546096801758,-10.516056060791016,-10.5462646484375,-10.65190601348877,-6.955837249755859,-11.320352554321289,-10.934416770935059,-7.578165531158447,-9.876677513122559,-9.611446380615234,-9.991921424865723,-10.999856948852539,-5.902458190917969,-11.515555381774902,-10.497491836547852,-11.018914222717285,-9.535964012145996,-10.424460411071777,-11.450485229492188,-6.660484313964844,-8.15245246887207,-9.249038696289062,-6.100614547729492,-11.112711906433105,-11.878626823425293,-8.560981750488281,-6.773475646972656,-9.547236442565918,-9.17469596862793,-8.517982482910156,-8.552908897399902,-7.863521099090576,-8.487516403198242,-8.490466117858887,-8.62252426147461,-8.65046501159668,-11.317122459411621,-8.485694885253906,-11.493067741394043,-8.608224868774414,-10.530877113342285,-8.896537780761719,-8.615656852722168,-9.555452346801758,-8.675395965576172,-9.150138854980469,-11.360413551330566,-9.024955749511719,-10.682218551635742,-11.304533004760742,-8.767948150634766,-11.283480644226074,-10.380370140075684,-11.17670726776123,-11.3978910446167,-8.858409881591797,-8.872329711914062,-9.772807121276855,-9.152694702148438,-9.287734985351562,-8.634408950805664,-8.83316421508789,-11.138110160827637,-9.438053131103516,-8.47400951385498,-9.869675636291504,-9.229887962341309,-8.880361557006836,-8.021134376525879,-11.250456809997559,-7.051513671875,-10.717379570007324,-7.565492630004883,-11.422280311584473,-12.948563575744629,-10.112674713134766,-8.817464828491211,-11.426204681396484,-11.290837287902832,-9.902423858642578,-10.59166145324707,-9.167364120483398,-7.687285900115967,-10.872553825378418,-7.911027908325195,-10.289687156677246,-9.714266777038574,-10.012709617614746,-9.17928695678711,-8.702327728271484,-9.053600311279297,-11.16955852508545,-9.449821472167969,-8.861902236938477,-8.851547241210938,-10.111507415771484,-7.808448314666748,-8.0246000289917,-9.914495468139648,-8.587102890014648,-8.267101287841797,-9.739360809326172
飲食物給仕・身の回り世話従事者,887020,199290,687730,-13.242759704589844,-13.333155632019043,-13.241744995117188,-13.284719467163086,-13.407373428344727,-13.440451622009277,-13.343829154968262,-13.224299430847168,-13.640381813049316,-12.969359397888184,-13.43596363067627,-13.014287948608398,-13.426288604736328,-13.347962379455566,-12.800936698913574,-14.443598747253418,-13.791731834411621,-13.616602897644043,-13.74637508392334,-13.265528678894043,-13.164362907409668,-13.85593318939209,-12.58942699432373,-13.470796585083008,-13.363020896911621,-13.410712242126465,-9.3578462600708,-13.397716522216797,-13.524130821228027,-13.33995246887207,-13.884294509887695,-13.021746635437012,-13.72696590423584,-13.111804962158203,-13.657687187194824,-13.686844825744629,-13.61109447479248,-13.450516700744629,-13.813490867614746,-13.18859577178955,-13.562264442443848,-13.289142608642578,-13.150453567504883,-13.201151847839355,-13.958525657653809,-13.520142555236816,-13.293792724609375,-13.436409950256348,-13.379070281982422,-9.170326232910156,-13.677488327026367,-13.591399192810059,-13.73212718963623,-13.581526756286621,-11.936007499694824,-13.231085777282715,-13.554625511169434,-13.690988540649414,-8.691069602966309,-14.164328575134277,-12.89975643157959,-14.102381706237793,-14.117213249206543,-14.01354694366455,-9.296563148498535,-13.499493598937988,-14.148184776306152,-13.547905921936035,-14.02942180633545,-13.628523826599121,-14.406659126281738,-14.198996543884277,-13.922688484191895,-13.408896446228027,-14.595523834228516,-13.451099395751953,-9.035696983337402,-13.695712089538574,-13.465630531311035,-13.9384765625,-13.392681121826172,-14.347887992858887,-13.623503684997559,-13.541969299316406,-14.311572074890137,-15.207633018493652,-13.574915885925293,-13.380208015441895,-13.337084770202637,-13.590899467468262,-14.227156639099121,-13.262773513793945,-13.680071830749512,-12.625761985778809,-14.020853996276855,-13.614017486572266,-13.660025596618652,-13.719852447509766,-13.66781997680664,-13.95098876953125,-13.480134010314941,-13.0588960647583,-13.355960845947266,-13.392632484436035,-13.852156639099121,-13.97269344329834,-13.276846885681152,-13.500457763671875,-14.466887474060059,-13.527661323547363,-14.252927780151367,-13.22122859954834,-13.804354667663574,-13.57519245147705,-13.315695762634277,-13.351924896240234,-14.23781681060791,-14.204817771911621,-14.197094917297363,-14.081904411315918,-13.639233589172363,-13.796260833740234,-14.1868896484375,-13.740405082702637,-13.634188652038574,-13.618631362915039,-13.720834732055664,-8.658190727233887,-13.860278129577637,-14.408122062683105,-14.54648494720459
