occ_code,occ_en,occ_jpn,total,male,female,male_pct,female_pct
256,Telephone receptionists,電話応接事務員,292540,64130,228410,0.219217884733712,0.780782115266288
145,"Certified orthoptists, speech therapists",視能訓練士，言語聴覚士,26930,5570,21360,0.206832528778314,0.793167471221686
24a,Librarians and curators,図書館司書，学芸員,31080,6220,24850,0.2001287001287,0.79954954954955
575,"Spinning, weaving, apparel and fiber product inspection workers",紡織・衣服・繊維製品検査従事者,24020,4470,19550,0.186094920899251,0.813905079100749
16,Social welfare specialist professionals,社会福祉専門職業従事者,1166790,197650,969140,0.169396378097173,0.830603621902827
312,Data entry device operators,データ・エントリー装置操作員,155710,26050,129660,0.167298182518785,0.832701817481215
429,Service workers not classified elsewhere,他に分類されないサービス職業従事者,456590,71160,385430,0.155850982281697,0.844149017718303
254,Reception and guidance clerical workers,受付・案内事務員,369800,47960,321840,0.129691725256896,0.870308274743104
40c,Customer entertainment workers,接客社交従事者,18460,2370,16090,0.128385698808234,0.871614301191766
24n,Private tutors (for music),個人教師（音楽）,70110,8860,61250,0.126372842675795,0.873627157324205
362,Home visiting care workers,訪問介護従事者,275770,31920,243860,0.115748631105632,0.884287630996845
133,Nurses (including assistant nurses),看護師（准看護師を含む）,1385950,106810,1279140,0.077066272232043,0.922933727767957
359,Other domestic support service workers,その他の家庭生活支援サービス職業従事者,13570,1030,12540,0.0759027266028,0.9240972733972
371,Care assistants,看護助手,138040,10400,127640,0.075340481019994,0.924659518980006
37,Healthcare service workers,保健医療サービス職業従事者,305500,18150,287350,0.059410801963994,0.940589198036007
35,Domestic support service workers,家庭生活支援サービス職業従事者,20820,1160,19660,0.055715658021134,0.944284341978866
191,Kindergarten teachers,幼稚園教員,143310,7680,135620,0.05359011932175,0.94634010187705
37a,Other healthcare service workers,その他の保健医療サービス職業従事者,167460,7750,159710,0.046279708587125,0.953720291412875
151,Nutritionists,栄養士,121310,5540,115770,0.045668122990685,0.954331877009315
383,Cosmetic service workers (except beauticians),美容サービス従事者（美容師を除く）,119220,5310,113910,0.044539506794162,0.955460493205838
131,Public health nurses,保健師,49110,1570,47550,0.031969049073509,0.968234575442883
163,Childcare workers,保育士,634080,19930,614150,0.031431365127429,0.968568634872571
351,"Housekeepers, home helpers",家政婦（夫），家事手伝い,7250,140,7120,0.019310344827586,0.982068965517241
146,Dental hygienists,歯科衛生士,128740,230,128510,0.001786546527886,0.998213453472114
132,Midwives,助産師,27550,0,27550,0.0,1.0
