,wom_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
46,久美子,1949,1940,久美子の職業は,久美子の職種は,久美子は何の仕事をしていますか？久美子は,['久美子の職業は、「ホームレス」だった。\n\n「私は、ホームレスの子どもたちと一緒に暮らしました。私は、ホームレスの子どもたちと一緒に暮らしました。私'],['久美子の職種は、「おしゃれなお姉さん」だった。\n\n「おしゃれなお姉さん」は、「おしゃれなお姉さん」の略称である。\n\n「おしゃれなお姉さん」は、「おしゃれ'],['久美子は何の仕事をしていますか？久美子は何の仕事をしていますか？\n\n久美子は、「ハロー！プロジェクト」のメインキャストとして、「ハロー！プロジェクト」のメインキャ']
47,順子,1950,1950,順子の職業は,順子の職種は,順子は何の仕事をしていますか？順子は,['順子の職業は、「魔法使い」。\n\n「魔法使い」は、魔法を使うことで、周囲の人々を魔法の力で支配することを目的とした職業です。\n\n「魔法使い」'],['順子の職種は、「ハンドメイド」。\n\n「ハンドメイド」とは、「ハンドメイド・アーティスト」の略で、「ハンドメイド・アーティスト」とは、「ハンドメイド'],['順子は何の仕事をしていますか？順子は何の仕事をしていますか？\n\nA:\n\n順子は何の仕事をしていますか？\n\n順子は何の仕事をしていますか？\n\n順子は何の仕事をしていますか？']
48,由美子,1950,1950,由美子の職業は,由美子の職種は,由美子は何の仕事をしていますか？由美子は,['由美子の職業は、「ホームレス」だった。\n\n「私は、ホームレスの子どもたちと一緒に暮らしていました。私は、ホームレスの子どもたちと一緒に暮らしていました。'],['由美子の職種は、「おしゃれなお姉さん」だった。\n\n「おしゃれなお姉さん」は、「おしゃれなお姉さん」の略称である。\n\n「おしゃれなお姉さん」は、「おしゃれな'],['由美子は何の仕事をしていますか？由美子は何の仕事をしていますか？\n\n由美子は、「お仕事」をしています。\n\n「お仕事」とは、「お仕事」をしています。\n\n「お仕事」をしています']
49,裕子,1955,1950,裕子の職業は,裕子の職種は,裕子は何の仕事をしていますか？裕子は,['裕子の職業は、「銀行員」だった。\n\n「銀行員は、お金を持っている人が多い。お金を持っている人は、お金を使う人に対して、お金を貸す人に対して、お金を借りる人に対'],['裕子の職種は、「ハイパーインフレの時代に、金融機関のトップが、金融機関のトップが、金融機関のトップが、金融機関のトップが、金融機関のト'],"['裕子は何の仕事をしていますか？裕子は何の仕事をしていますか？\n\nA:\n\n「裕{たん}子{こ}」 is a very common word, and it is used in many different contexts.\n\n裕{たん}子{こ}のお父{とう']"
50,明美,1957,1950,明美の職業は,明美の職種は,明美は何の仕事をしていますか？明美は,['明美の職業は、「女優」だった。\n\n「私は、女優をやっていました。私は、『女優』という職業をやっていました。私は、『女優』という職業をやっていました。私は、『女優』という職業'],['明美の職種は、「お笑い芸人」だった。\n\n「お笑い芸人」は、「お笑い」と「芸人」の両方を担当する職種。「お笑い」は、「お笑い芸人」が、'],['明美は何の仕事をしていますか？明美は何の仕事をしていますか？\n\n明美は、「明美のおかげで明美ができた」というコンセプトのブランドを展開する、女性向けファッション誌']
51,智子,1959,1950,智子の職業は,智子の職種は,智子は何の仕事をしていますか？智子は,['智子の職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」と「魔法使いの妻」の2種類があります。\n\n魔法使いの職業は、「魔'],['智子の職種は、「おしゃれなお姉さん」だった。\n\n「おしゃれなお姉さん」は、「おしゃれなお姉さん」の略称である。\n\n「おしゃれなお姉さん」は、「おしゃれなお'],['智子は何の仕事をしていますか？智子は何の仕事をしていますか？智子は何の仕事をしていますか？智子は何の仕事をしていますか？智子は何の仕事をしていますか？智子は何の仕事を']
52,浩子,1960,1960,浩子の職業は,浩子の職種は,浩子は何の仕事をしていますか？浩子は,['浩子の職業は、「鉄道事業」と「鉄道関連事業」の２つ。\n\n鉄道事業は、鉄道の運行や鉄道車両の保守管理、鉄道車両の修�'],['浩子の職種は、「ハンドユニットの開発」「ハンドユニットの製造」「ハンドユニットの調達」「ハンドユニットの販売」「ハンドユニットの修'],['浩子は何の仕事をしていますか？浩子は何の仕事をしていますか？\n\n浩子：私は、大学院を卒業してから、大学の教員をしています。\n\n（会場笑）\n\n浩子：私は、大学院を']
53,真由美,1961,1960,真由美の職業は,真由美の職種は,真由美は何の仕事をしていますか？真由美は,['真由美の職業は、\n\n「ハーレムのお姫様」\n\nということで、\n\n「ハーレムのお姫様」\n\nの職業を選択すると、\n\n「ハーレムのお姫様」\n\nの職'],['真由美の職種は、「ハリー・ポッター」の世界における、「魔法使い」の職種と同じくらい、多くの人々に愛されている。\n\nしかし、この職種は、実際には、'],['真由美は何の仕事をしていますか？真由美は何の仕事をしていますか？真由美は何の仕事をしていますか？真由美は何の仕事をしていますか？真由美は何の仕事をしていますか？真由美は']
54,由美,1962,1960,由美の職業は,由美の職種は,由美は何の仕事をしていますか？由美は,['由美の職業は、「美人」だ。\n\n「美人」は、「美」と「人」の両方を表す言葉だ。\n\n「美人」は、「美」と「人」の両方を表す言葉だ。\n\n「�'],['由美の職種は、「ハリー・ポッター」の世界における、「魔法使い」の職種と同じくらい、多くの人々に愛されている。\n\nしかし、「ハリー・ポッター」の世'],['由美は何の仕事をしていますか？由美は何の仕事をしていますか？\n\n由美は、「ハロー！プロジェクト」のメンバーとして、「ハロー！プロジェクト」のメンバーとして、「ハロー']
55,ゆかり,1964,1960,ゆかりの職業は,ゆかりの職種は,ゆかりは何の仕事をしていますか？ゆかりは,['ゆかりの職業は、\n\n「ハンドスピナー」\n\n「ハンドスピナー」\n\n「ハンドスピナー」\n\n「ハンドスピナー」\n\n「ハンドスピナー」\n\n「ハ'],['ゆかりの職種は、\n\n「ハンドメイド」「ホームセンター」「ホームセンターの店員」「ホームセンターの店員の仕事」「ホームセンターの店員の仕事'],['ゆかりは何の仕事をしていますか？ゆかりは何の仕事をしていますか？ゆかりは何の仕事をしていますか？ゆかりは何の仕事をしていますか？ゆかりは何の仕事をしていますか？ゆかりは']
56,直美,1965,1960,直美の職業は,直美の職種は,直美は何の仕事をしていますか？直美は,['直美の職業は、「魔法使い」だった。\n\n「魔法使い」は、魔法の力を使って、人々の生活を助ける職業だ。魔法使いは、魔法の力を使って、人々の'],['直美の職種は、「ハイパーインフレ」の影響で、人手不足が深刻化している。\n\n＜「ハイパーインフレ」の影響＞\n\n「ハイパーインフレ」の影響で、'],['直美は何の仕事をしていますか？直美は何の仕事をしていますか？直美は何の仕事をしていますか？直美は何の仕事をしていますか？直美は何の仕事をしていますか？直美は何の仕事を']
57,陽子,1966,1960,陽子の職業は,陽子の職種は,陽子は何の仕事をしていますか？陽子は,['陽子の職業は、\n\n「宇宙船の乗組員」\n\n「宇宙船の乗組員」\n\n「宇宙船の乗組員」\n\n「宇宙船の乗組員」\n\n「'],['陽子の職種は、\n\n「宇宙船の乗組員」\n\n「宇宙船の乗組員のための宇宙船の乗組員」\n\n「宇宙船の乗組員のための�'],['陽子は何の仕事をしていますか？陽子は何の仕事をしていますか？\n\nA:\n\n「陽子は何の仕事をしていますか？」\n\n「何の仕事をしていますか？」は、「何の仕事をしているか？」と同じ']
58,直子,1970,1970,直子の職業は,直子の職種は,直子は何の仕事をしていますか？直子は,['直子の職業は、「鉄道員」である。\n\n「鉄道員」とは、鉄道の運行を管理する人たちのことである。\n\n「鉄道員」とは、「鉄道の運行を管理する人た'],['直子の職種は、「魔法使い」「魔法使いの妻」「魔法使いの妻の妹」「魔法使いの妻の妹の妹」「魔法使いの妻の妹の妹の妹」「'],['直子は何の仕事をしていますか？直子は何の仕事をしていますか？直子は何の仕事をしていますか？直子は何の仕事をしていますか？直子は何の仕事をしていますか？直子は何の仕事をしていますか？直子']
59,純子,1971,1970,純子の職業は,純子の職種は,純子は何の仕事をしていますか？純子は,['純子の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使い'],['純子の職種は、「ハンドメイド」「ハンドメイド・アーティスト」「ハンドメイド・アーティスト・デザイナー」「ハンドメイド・アーティスト・デザイナー・ディ'],['純子は何の仕事をしていますか？純子は何の仕事をしていますか？\n\n純子は、「ハロー！プロジェクト」のプロデューサーを務める。\n\n純子は、「ハロー！プロジェク']
60,恵美,1972,1970,恵美の職業は,恵美の職種は,恵美は何の仕事をしていますか？恵美は,['恵美の職業は、「ホームレス」だった。\n\n「私は、ホームレスの人たちのために、ホームレスの人たちが自分たちの人生を生きるために、何ができるかを考えました。そして、私'],['恵美の職種は、「ハイパー・ワン・ワン」と呼ばれる。\n\n「ハイパー・ワン・ワン」とは、「ハイパー・ワン」（高い）、「ワン・ワン」（高'],['恵美は何の仕事をしていますか？恵美は何の仕事をしていますか？\n\n恵美は、「恵美のピアノ」のプロデューサーを務めています。\n\n恵美は、「恵美のピ']
61,美香,1972,1970,美香の職業は,美香の職種は,美香は何の仕事をしていますか？美香は,['美香の職業は、\n\n「ハーブの香りを使った医療用医薬品の製造」\n\nというものでした。\n\n医療用医薬品の製造は、\n\n「医薬品の製'],['美香の職種は、\n\n「お客様のお部屋をお掃除してくれる」\n\n「お客様の部屋を掃除してくれる」\n\n「お客様の部屋を掃除してくれる」\n\n「お'],['美香は何の仕事をしていますか？美香は何の仕事をしていますか？\n\n美香は、美香は、美香は、美香は、美香は、美香は、美香は、美香は、']
62,香織,1973,1970,香織の職業は,香織の職種は,香織は何の仕事をしていますか？香織は,['香織の職業は、「織物」と「織物製品」の2つに分類される。\n\n織物製品は、織物の原料となる生地や綿、織物の素材を用いたもので、'],['香織の職種は、「織物」「織物製品」「織物関係」「織物関係の製品」「織物関係の製品の製造」「織物関係の製造'],['香織は何の仕事をしていますか？香織は何の仕事をしていますか？\n\n香織は、「ハロー！プロジェクト」のメンバーで、「ハロー！プロジェクト」のメンバーで']
63,恵,1973,1970,恵の職業は,恵の職種は,恵は何の仕事をしていますか？恵は,['恵の職業は、「魔法使い」だった。\n\n「魔法使い」は、魔法の力を使って、人々を助ける職業だ。\n\n「魔法使い」は、魔法の力を使って、人々を'],['恵の職種は、「魔法使い」「魔法使いの妻」「魔法使いの妻の妹」「魔法使いの妻の妹の妹」「魔法使いの妻の妹の妹の妹」「'],['恵は何の仕事をしていますか？恵は何の仕事をしていますか？\n\n恵は何の仕事をしていますか？恵は何の仕事をしていますか？\n\n恵は何の仕事をしていますか？恵は何の仕事をしています']
64,美穂,1973,1970,美穂の職業は,美穂の職種は,美穂は何の仕事をしていますか？美穂は,['美穂の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いとは、魔法を使う人のことを指します。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとな'],['美穂の職種は、\n\n「ハーレムのお姫様」\n\n「お姫様のお仕事」\n\n「お姫様のお仕事」\n\n「お姫様のお仕事」\n\n「お姫様のお仕'],['美穂は何の仕事をしていますか？美穂は何の仕事をしていますか？\n\n美穂は、ハロー！プロジェクトのメンバーです。\n\n美穂は、ハロー！プロジェクトのメンバー']
65,優子,1974,1970,優子の職業は,優子の職種は,優子は何の仕事をしていますか？優子は,['優子の職業は、\n\n「魔法使い」\n\nとなっています。\n\n「魔法使い」とは、\n\n「魔法使いの妻」\n\nともいわれています。\n\n「魔法使いの妻」とは、\n\n「'],['優子の職種は、「ハンドメイド」。\n\n「ハンドメイド」とは、「ハンドメイド・アーティスト」の略で、「ハンドメイド・アーティスト」とは、「ハンドメイド'],['優子は何の仕事をしていますか？優子は何の仕事をしていますか？\n\nA:\n\n「優子は何の仕事をしていますか？」\n\n「何の仕事をしていますか？」は、「何の仕事をしているか？」と同じ']
66,美紀,1975,1970,美紀の職業は,美紀の職種は,美紀は何の仕事をしていますか？美紀は,['美紀の職業は、「魔法使い」だった。\n\n「魔法使い」とは、魔法を使う人のこと。魔法使いは、魔法を使うことで、周囲の人々を魔法の力で支'],['美紀の職種は、「ハイパー・ワン・ワン」と呼ばれる。\n\n「ハイパー・ワン・ワン」とは、「ハイパー・ワン」（高い）、「ワン・ワン」（高'],['美紀は何の仕事をしていますか？美紀は何の仕事をしていますか？美紀は何の仕事をしていますか？美紀は何の仕事をしていますか？美紀は何の仕事をしていますか？美紀は']
67,裕美,1976,1970,裕美の職業は,裕美の職種は,裕美は何の仕事をしていますか？裕美は,['裕美の職業は、「ホームレス」だった。\n\n「私は、ホームレスの人たちに、『私たちは、あなたたちのために、ここにいるんだ』と伝えたいんです。私たちは、あなたた'],['裕美の職種は、「ハイパー・ワン・ワン」と呼ばれる。\n\n「ハイパー・ワン・ワン」とは、「ハイパー・ワン」（高い）、「ワン・ワン」（高'],['裕美は何の仕事をしていますか？裕美は何の仕事をしていますか？\n\n裕美は、「ハロー！プロジェクト」のメンバーとして、「ハロー！プロジェクト」のメンバーとして、「�']
68,めぐみ,1976,1970,めぐみの職業は,めぐみの職種は,めぐみは何の仕事をしていますか？めぐみは,['めぐみの職業は、いまだに多くの人々にとって、非常に重要なものです。\n\nしかし、この職業の多くは、人々の生活にとって非常に重要なものであることを忘れてしまっています。\n\nし'],['めぐみの職種は、「ハンドメイド」と呼ばれる。\n\n「ハンドメイド」とは、「人間のように動く」という意味だ。\n\n「ハンドメイド」は、人間のように動くために、人'],['めぐみは何の仕事をしていますか？めぐみは何の仕事をしていますか？\n\nA:\n\n「何の仕事をしていますか？」は「何の仕事をしているか」という意味です。\n「何の仕事をしていますか？」は「']
69,理恵,1978,1970,理恵の職業は,理恵の職種は,理恵は何の仕事をしていますか？理恵は,['理恵の職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「�'],['理恵の職種は、\n\n「おっぱい」\n\n「おっぱい」\n\n「おっぱい」\n\n「おっぱい」\n\n「おっぱい」\n\n「おっぱい」\n\n「おっぱい」\n\n「おっぱ'],['理恵は何の仕事をしていますか？理恵は何の仕事をしていますか？理恵は何の仕事をしていますか？理恵は何の仕事をしていますか？理恵は何の仕事をしていますか？理恵は何の仕事を']
70,愛,1978,1970,愛の職業は,愛の職種は,愛は何の仕事をしていますか？愛は,['愛の職業は、\n\n「お金持ち」\n\n「お金持ち」\n\n「お金持ち」\n\n「お金持ち」\n\n「お金持ち」\n\n「お金持ち」\n\n「お金持ち」\n\n「お金持ち」\n\n「お金持ち」'],['愛の職種は、\n\n「お金持ち」「お金持ちのためのお金持ち」\n\n「お金持ちのためのお金持ち」\n\n「お金持ちのためのお金持ち」\n\n「お金持ちのためのお金持ち」\n\n「お金'],['愛は何の仕事をしていますか？愛は何をするのですか？\n\n愛は何をするのですか？\n\n愛は何をするのですか？\n\n愛は何をするのですか？\n\n愛は何をするのですか？\n\n愛は何をするの']
71,絵美,1980,1980,絵美の職業は,絵美の職種は,絵美は何の仕事をしていますか？絵美は,['絵美の職業は、「ハリウッド女優」だった。\n\n「ハリウッド女優」とは、映画やテレビの主要キャスティング役を担う女性のことだ。\n\n「ハリウッド女�'],['絵美の職種は、「おばあちゃん」「おじいちゃん」「おじさん」「おばさん」「おばあちゃん」「おじいちゃん」「おじさん」「おばあちゃん」「おばあさん」「おじいちゃん」'],['絵美は何の仕事をしていますか？絵美は何の仕事をしていますか？絵美は何の仕事をしていますか？絵美は何の仕事をしていますか？絵美は何の仕事をしていますか？絵美は']
72,麻美,1982,1980,麻美の職業は,麻美の職種は,麻美は何の仕事をしていますか？麻美は,['麻美の職業は、「ハンドメイド」。\n\n「ハンドメイド」とは、「手作り」の意味で、手作りの商品を売ることを指す。\n\n「ハンドメイド」の商品は、手'],['麻美の職種は、「ハイパー・ワン・ワン」と呼ばれる。\n\n「ハイパー・ワン・ワン」とは、「ハイパー・ワン」と「ワン・ワン」の合計で'],['麻美は何の仕事をしていますか？麻美は何をしているのですか？\n\n麻美は、「麻美のダイエット」という講座を行っています。\n\n麻美のダイエットは、麻']
73,麻衣,1983,1980,麻衣の職業は,麻衣の職種は,麻衣は何の仕事をしていますか？麻衣は,['麻衣の職業は、\n\n「麻衣」\n\nとなります。\n\n「麻衣」の職業は、\n\n「麻衣」\n\nとなります。\n\n「麻衣」の職業は、\n\n「麻�'],['麻衣の職種は、\n\n「お客様のお部屋を整理する」\n\n「お客様の部屋を整理する」\n\n「お客様の部屋を整理する」\n\n「お客様の部屋を'],['麻衣は何の仕事をしていますか？麻衣は何をしているのですか？\n\nA:\n\n「麻衣は何の仕事をしていますか？」\n「麻衣は何をしているのですか？」\n\n「何の仕事をしているか']
74,明日香,1983,1980,明日香の職業は,明日香の職種は,明日香は何の仕事をしていますか？明日香は,['明日香の職業は、\n\n「魔法使い」\n\nとなります。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとなります。\n\n魔法使いの職業は、\n\n「魔法使'],['明日香の職種は、\n\n「お客様のお部屋をお掃除してくれる」\n\nというもの。\n\n「お客様のお部屋をお掃除してくれる」\n\nという職種は、\n\n「お客様の'],['明日香は何の仕事をしていますか？明日香は何の仕事をしていますか？\n\n明日香は、明日香は、明日香は、明日香は、明日香は、明日香は、明日香は、明日香は、']
75,智美,1984,1980,智美の職業は,智美の職種は,智美は何の仕事をしていますか？智美は,['智美の職業は、「ボーイズラブ」だった。\n\n「ボーイズラブ」とは、男性が女性を性的に誘惑することを指す。\n\n「ボーイズラブ」の職業は、「ボーイズラ'],['智美の職種は、「おしゃれなお姉さん」だった。\n\n「おしゃれなお姉さん」は、「おしゃれなお姉さん」の略称である。\n\n「おしゃれなお姉さん」は、「おしゃれな'],['智美は何の仕事をしていますか？智美は何の仕事をしていますか？智美は何の仕事をしていますか？智美は何の仕事をしていますか？智美は何の仕事をしていますか？智美は']
76,麻衣子,1984,1980,麻衣子の職業は,麻衣子の職種は,麻衣子は何の仕事をしていますか？麻衣子は,['麻衣子の職業は、\n\n「おばあちゃん」\n\nと言われるほど、\n\n「おばあちゃん」\n\nの職業である。\n\n「おばあちゃん」\n\nの職業は、\n\n「おばあちゃん」\n'],['麻衣子の職種は、\n\n「おっぱいを揉んで、おっぱいを揉んで、おっぱいを揉んで、おっぱいを揉んで、おっぱいを揉んで、おっぱいを揉ん'],['麻衣子は何の仕事をしていますか？麻衣子は何の仕事をしていますか？麻衣子は何の仕事をしていますか？麻衣子は何の仕事をしていますか？麻衣子は何の仕事']
77,友美,1984,1980,友美の職業は,友美の職種は,友美は何の仕事をしていますか？友美は,['友美の職業は、「ホームレス」だった。\n\n「私は、ホームレスの人たちのために、ホームレスの人たちが、自分たちのために、自分たちのために、自分たちのために、自分た'],['友美の職種は、「おしゃれなお姉さん」だった。\n\n「おしゃれなお姉さん」は、「おしゃれなお姉さん」の略称である。\n\n「おしゃれなお姉さん」は、「おしゃれな'],['友美は何の仕事をしていますか？友美は何の仕事をしていますか？\n\n友美は、「ハロー！プロジェクト」のプロデューサー兼ディレクターを務めています。\n\n友美は、']
78,彩,1985,1980,彩の職業は,彩の職種は,彩は何の仕事をしていますか？彩は,['彩の職業は、「ハンドメイド」だ。\n\n「ハンドメイド」とは、「ハンドメイド・アーティスト」の略称。日本では、「ハンドメイド・アーティスト」の略称として、「'],['彩の職種は、\n\n「ハロー！プロジェクト」のキャラクターをイメージしたもので、\n\n「ハロー！プロジェクト」のキャラクターをイメージしたもので、 「ハロー！プロジェクト'],['彩は何の仕事をしていますか？彩は何の仕事をしていますか？彩は何の仕事をしていますか？彩は何の仕事をしていますか？彩は何の仕事をしていますか？彩は何の仕事をしていますか？彩']
79,あゆみ,1985,1980,あゆみの職業は,あゆみの職種は,あゆみは何の仕事をしていますか？あゆみは,['あゆみの職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['あゆみの職種は、「ハンドソープ」「ハンドソープの販売員」「ハンドソープの販売員の仕事」「ハンドソープの販売員の仕事の'],['あゆみは何の仕事をしていますか？あゆみは何の仕事をしていますか？あゆみは何の仕事をしていますか？あゆみは何の仕事をしていますか？あゆみは何の仕事をしていますか？あゆみは']
80,舞,1985,1980,舞の職業は,舞の職種は,舞は何の仕事をしていますか？舞は,['舞の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n'],['舞の職種は、\n\n・ダンス・ダンス・ダンス\n\n・ダンス・ダンス・ダンス\n\n・ダンス・ダンス・ダンス\n\n・ダンス・ダンス・ダンス\n\n・'],['舞は何の仕事をしていますか？舞は何の仕事をしていますか？舞は何の仕事をしていますか？舞は何の仕事をしていますか？舞は何の仕事をしていますか？舞は何の仕事をしていますか？舞']
81,由佳,1986,1980,由佳の職業は,由佳の職種は,由佳は何の仕事をしていますか？由佳は,['由佳の職業は、\n\n「魔法使い」\n\nとなっています。\n\n「魔法使い」とは、\n\n「魔法使いの妖精」\n\nともいわれる、魔法使いの妖精のことです。\n\n'],['由佳の職種は、「おしゃれなお姉さん」だった。\n\n「おしゃれなお姉さん」は、「おしゃれなお姉さん」の略称である。\n\n「おしゃれなお姉さん」は、「おしゃれなお'],['由佳は何の仕事をしていますか？由佳は何の仕事をしていますか？由佳は何の仕事をしていますか？由佳は何の仕事をしていますか？由佳は何の仕事をしていますか？由佳は何の仕事を']
82,愛美,1987,1980,愛美の職業は,愛美の職種は,愛美は何の仕事をしていますか？愛美は,['愛美の職業は、\n\n「魔法使い」\n\nと言われています。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nと言われています。\n\n魔法使いの職業は、\n\n「魔'],['愛美の職種は、\n\n「お姉さん」「お嬢さん」「お嬢さん」「お嬢さん」「お姉さん」「お嬢さん」「お姉さん」「お嬢さん」「お姉さん」「お嬢さん」「'],['愛美は何の仕事をしていますか？愛美は何を買っていますか？愛美は何を食べていますか？愛美は何を買っていますか？愛美は何を食べていますか？愛美は何を買っていますか？']
83,沙織,1987,1980,沙織の職業は,沙織の職種は,沙織は何の仕事をしていますか？沙織は,['沙織の職業は、\n\n「織物」\n\n「織物」\n\n「織物」\n\n「織物」\n\n「織物」\n\n「織物」\n\n「織物」\n\n「織物」\n\n「�'],['沙織の職種は、\n\n「ハンドメイド」「ホームセンター」「ホームセンターの店員」「ホームセンターの店員の仕事」「ホームセンターの店員の仕'],['沙織は何の仕事をしていますか？沙織は何の仕事をしていますか？沙織は何の仕事をしていますか？沙織は何の仕事をしていますか？沙織は何の仕事をしていますか？']
84,成美,1989,1980,成美の職業は,成美の職種は,成美は何の仕事をしていますか？成美は,['成美の職業は、\n\n「美容師」\n\n「美容院の店員」\n\n「美容院の店長」\n\n「美容院の理事長」\n\n「美容院の経営者」\n\n「美容�'],['成美の職種は、\n\n「美容師」「美容院」「美容室」「美容師」「美容院」「美容室」「美容師」「美容院」「美容室」「美容�'],['成美は何の仕事をしていますか？成美は何の仕事をしていますか？\n\n成美は、「美容師」です。\n\n成美は、「美容師」です。\n\n成美は、「美容師」です。\n\n成�']
85,瞳,1989,1980,瞳の職業は,瞳の職種は,瞳は何の仕事をしていますか？瞳は,['瞳の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n'],['瞳の職種は、\n\n「ハイパー・ポテンシャル・ユニット」\n\nというもので、\n\n「ハイパー・ポテンシャル・ユニット」\n\nは、\n\n「ハイパー・ポテンシャル'],['瞳は何の仕事をしていますか？瞳は何の仕事をしていますか？\n\n瞳は何の仕事をしていますか？瞳は何の仕事をしていますか？\n\n瞳は何の仕事をしていますか？瞳は何の']
86,彩香,1989,1980,彩香の職業は,彩香の職種は,彩香は何の仕事をしていますか？彩香は,['彩香の職業は、「お嬢様」だった。\n\n「お嬢様」とは、女性が男性に対して性的な接し方をすることを指す。\n\n「お嬢様」とは、女性が男性に対して性的'],['彩香の職種は、\n\n「お姉さん」\n\n「お嬢様」\n\n「お嬢様」\n\n「お嬢様」\n\n「お嬢様」\n\n「お嬢様」\n\n「お嬢様」\n'],['彩香は何の仕事をしていますか？彩香は何の仕事をしていますか？彩香は何の仕事をしていますか？彩香は何の仕事をしていますか？彩香は何の仕事をしていますか？彩香は']
87,千尋,1990,1990,千尋の職業は,千尋の職種は,千尋は何の仕事をしていますか？千尋は,['千尋の職業は、魔法使いである。\n\n魔法使いの職業は、魔法使いの魔力を使って、呪文を唱えることで、呪文を唱えることができる。\n\n魔法使'],['千尋の職種は、\n\n「魔法使い」「魔法使いの妻」「魔法使いの娘」\n\n「魔法使いの妻」「魔法使いの娘」「魔法使いの妻」'],['千尋は何の仕事をしていますか？千尋は何をしていますか？\n\n千尋は、「ハッカー」です。\n\n千尋は、「ハッカー」です。 千尋は、「ハッカー」です。 千�']
88,美咲,1991,1990,美咲の職業は,美咲の職種は,美咲は何の仕事をしていますか？美咲は,['美咲の職業は、「ハンドメイド」。\n\n「ハンドメイド」とは、「人間の手を使って作業をする」ことを意味する。\n\n「ハンドメイド」の職業は、「ハンドメイド・'],['美咲の職種は、「おばあちゃん」と呼ばれる。\n\n「おばあちゃん」とは、日本のおばあちゃんのこと。日本では、おばあちゃんは、「おばあちゃん」と呼ばれる。\n\n「お'],['美咲は何の仕事をしていますか？美咲は何の仕事をしていますか？美咲は何の仕事をしていますか？美咲は何の仕事をしていますか？美咲は何の仕事をしていますか？美咲は']
89,早紀,1991,1990,早紀の職業は,早紀の職種は,早紀は何の仕事をしていますか？早紀は,['早紀の職業は、「魔法使い」だった。\n\n「魔法使い」とは、魔法を使う人のことをいう。\n\n魔法使いは、魔法を使うことで、人々を魔法の力に�'],['早紀の職種は、「ハイパー・ワン・ソフト」と呼ばれる。\n\n「ハイパー・ワン・ソフト」とは、「ハイパー・ワン」と「ソフト」の両方を持つ'],['早紀は何の仕事をしていますか？早紀は何の仕事をしていますか？早紀は何の仕事をしていますか？早紀は何の仕事をしていますか？早紀は何の仕事をしていますか？早紀は']
90,茜,1992,1990,茜の職業は,茜の職種は,茜は何の仕事をしていますか？茜は,['茜の職業は、「魔法使い」。\n\n「魔法使い」は、魔法を使うことで、周囲の世界を操ることができる。\n\n「魔法使い」は、魔法を使うことで、周�'],['茜の職種は、\n\n「ハイエナの餌食」\n\nと呼ばれる。\n\nハイエナは、\n\n「ハイエナの餌食」\n\nを食べるために、\n\n「ハイエナの餌'],['茜は何の仕事をしていますか？茜は何の仕事をしていますか？\n\n茜は何の仕事をしていますか？\n\n茜は何の仕事をしていますか？\n\n茜は何の仕事をしていますか？\n\n�']
91,桃子,1992,1990,桃子の職業は,桃子の職種は,桃子は何の仕事をしていますか？桃子は,['桃子の職業は、\n\n「ハンドメイド」\n\nということである。\n\n「ハンドメイド」とは、\n\n「手作り」\n\nという意味である。\n\n「手作り」とは、\n\n「手で作る」\n\nという意�'],['桃子の職種は、\n\n「ハイキング」「ボランティア」「ボランティアスタッフ」「ボランティアスタッフ」「ボランティアスタッフ」「ボランティアスタッフ'],['桃子は何の仕事をしていますか？桃子は何の仕事をしていますか？\n\n桃子は何の仕事をしていますか？\n\n桃子は何の仕事をしていますか？\n\n桃子は何の仕事をしていますか？\n\n桃']
92,里奈,1993,1990,里奈の職業は,里奈の職種は,里奈は何の仕事をしていますか？里奈は,['里奈の職業は、\n\n「ハイパー・ワン・ワールド」の主人公であるハイパー・ワン・ワールドの\n\nプロデューサーである。\n\n「ハイパー・ワン・ワールド」は、'],['里奈の職種は、\n\n「ハイパー・ハイテク・ハイパー・ハイテク」\n\nということで、\n\n「ハイパー・ハイテク・ハイパー・ハイテク・ハイパー・ハイテ'],['里奈は何の仕事をしていますか？里奈は何の仕事をしていますか？\n\n「私は、『ハッピーシュガーライフ』のプロデューサーをしています。私は、『ハッピーシュガーライフ']
