,wom_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
56,直美,1965,1960,直美の職業は,直美の職種は,直美は何の仕事をしていますか？直美は,['直美の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['直美の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['直美は何の仕事をしていますか?直美は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
57,陽子,1966,1960,陽子の職業は,陽子の職種は,陽子は何の仕事をしていますか？陽子は,['陽子の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['陽子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['陽子は何の仕事をしていますか?陽子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
58,直子,1970,1970,直子の職業は,直子の職種は,直子は何の仕事をしていますか？直子は,['直子の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['直子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['直子は何の仕事をしていますか?直子は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
59,純子,1971,1970,純子の職業は,純子の職種は,純子は何の仕事をしていますか？純子は,['純子の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['純子の職種は【送料無料】【中古】ルイヴィトン ダミエグラフィット・ポルトフォイユ・ブラザN63095【Bランク】'],['純子は何の仕事をしていますか?純子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
60,恵美,1972,1970,恵美の職業は,恵美の職種は,恵美は何の仕事をしていますか？恵美は,['恵美の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['恵美の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['恵美は何の仕事をしていますか?恵美は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
61,美香,1972,1970,美香の職業は,美香の職種は,美香は何の仕事をしていますか？美香は,['美香の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['美香の職種は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['美香は何の仕事をしていますか?美香は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
62,香織,1973,1970,香織の職業は,香織の職種は,香織は何の仕事をしていますか？香織は,['香織の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['香織の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['香織は何の仕事をしていますか?香織は【送料無料】【中古】エルメス スカーフリング 【Aランク】']
63,恵,1973,1970,恵の職業は,恵の職種は,恵は何の仕事をしていますか？恵は,['恵の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['恵の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['恵は何の仕事をしていますか?恵は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
64,美穂,1973,1970,美穂の職業は,美穂の職種は,美穂は何の仕事をしていますか？美穂は,['美穂の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['美穂の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['美穂は何の仕事をしていますか?美穂は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
65,優子,1974,1970,優子の職業は,優子の職種は,優子は何の仕事をしていますか？優子は,['優子の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['優子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['優子は何の仕事をしていますか?優子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
66,美紀,1975,1970,美紀の職業は,美紀の職種は,美紀は何の仕事をしていますか？美紀は,['美紀の職業は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そんなことを言われたら、誰だって嫌ですよね。 でも、この「お前は、俺の言うことを聞け」というのが、 実は、この「お前は、俺の言うことを聞け」というのが'],['美紀の職種は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が'],['美紀は何の仕事をしていますか?美紀は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 この言葉は、 相手をコントロールする言葉です。 相手をコントロールする言葉は、 相手を不快にさせます。 相手を不快にさせる言葉は、 相手をコントロール']
67,裕美,1976,1970,裕美の職業は,裕美の職種は,裕美は何の仕事をしていますか？裕美は,['裕美の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['裕美の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['裕美は何の仕事をしていますか?裕美は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
68,めぐみ,1976,1970,めぐみの職業は,めぐみの職種は,めぐみは何の仕事をしていますか？めぐみは,['めぐみの職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['めぐみの職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['めぐみは何の仕事をしていますか?めぐみは「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
69,理恵,1978,1970,理恵の職業は,理恵の職種は,理恵は何の仕事をしていますか？理恵は,['理恵の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['理恵の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['理恵は何の仕事をしていますか?理恵は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
70,愛,1978,1970,愛の職業は,愛の職種は,愛は何の仕事をしていますか？愛は,['愛の職業は「お前は、俺のものだ」 そう言って、彼は私の唇を塞いだ。 彼の舌が私の口の中を這い回り、私の舌を絡めとる。 彼の舌が私の口の中を這い回り、私の舌を絡めとる。 彼の舌が私の口の中を這い回り、私の舌を'],['愛の職種は「お前は、俺のものだ」 そう言って、彼は私の唇を塞いだ。 彼の舌が私の口の中を這い回る。 彼の舌が私の口の中を這い回る。 彼の舌が私の口の中を這い回る。 彼の舌が私の口の中を這い回る。 彼の舌が私の口'],['愛は何の仕事をしていますか?愛は「お前は、俺の言うことを聞け」 と、命令するのです。 そして、その命令に従わないと、 暴力を振るうのです。 暴力を振るうのは、 自分の言うことを聞かないからです。 自分の言うことを聞かないから、 暴力を振るうのです。']
71,絵美,1980,1980,絵美の職業は,絵美の職種は,絵美は何の仕事をしていますか？絵美は,['絵美の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['絵美の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['絵美は何の仕事をしていますか?絵美は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
72,麻美,1982,1980,麻美の職業は,麻美の職種は,麻美は何の仕事をしていますか？麻美は,['麻美の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['麻美の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['麻美は何の仕事をしていますか?麻美は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
73,麻衣,1983,1980,麻衣の職業は,麻衣の職種は,麻衣は何の仕事をしていますか？麻衣は,['麻衣の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['麻衣の職種は【送料無料】【中古】ルイヴィトン ダミエグラフィット・ポルトフォイユ・ブラザN63095【Bランク】'],['麻衣は何の仕事をしていますか?麻衣は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
74,明日香,1983,1980,明日香の職業は,明日香の職種は,明日香は何の仕事をしていますか？明日香は,['明日香の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['明日香の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['明日香は何の仕事をしていますか?明日香は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
75,智美,1984,1980,智美の職業は,智美の職種は,智美は何の仕事をしていますか？智美は,['智美の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['智美の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['智美は何の仕事をしていますか?智美は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
76,麻衣子,1984,1980,麻衣子の職業は,麻衣子の職種は,麻衣子は何の仕事をしていますか？麻衣子は,['麻衣子の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['麻衣子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['麻衣子は何の仕事をしていますか?麻衣子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
77,友美,1984,1980,友美の職業は,友美の職種は,友美は何の仕事をしていますか？友美は,['友美の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['友美の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['友美は何の仕事をしていますか?友美は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
78,彩,1985,1980,彩の職業は,彩の職種は,彩は何の仕事をしていますか？彩は,['彩の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['彩の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['彩は何の仕事をしていますか?彩は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
79,あゆみ,1985,1980,あゆみの職業は,あゆみの職種は,あゆみは何の仕事をしていますか？あゆみは,['あゆみの職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['あゆみの職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['あゆみは何の仕事をしていますか?あゆみは「お前は、俺の言うことを聞け」 と、命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 ']
80,舞,1985,1980,舞の職業は,舞の職種は,舞は何の仕事をしていますか？舞は,['舞の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['舞の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['舞は何の仕事をしていますか?舞は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
81,由佳,1986,1980,由佳の職業は,由佳の職種は,由佳は何の仕事をしていますか？由佳は,['由佳の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['由佳の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['由佳は何の仕事をしていますか?由佳は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
82,愛美,1987,1980,愛美の職業は,愛美の職種は,愛美は何の仕事をしていますか？愛美は,['愛美の職業は「お前は、俺の嫁」 と、言ってくれたら、 俺は、嫁を、嫁の両親に、 嫁の両親は、俺を、 嫁の両親は、俺を、 嫁の両親は、俺を、 嫁の両親は、俺を、 嫁の両親は、俺を、'],['愛美の職種は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が'],['愛美は何の仕事をしていますか?愛美は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか']
83,沙織,1987,1980,沙織の職業は,沙織の職種は,沙織は何の仕事をしていますか？沙織は,['沙織の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['沙織の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['沙織は何の仕事をしていますか?沙織は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
84,成美,1989,1980,成美の職業は,成美の職種は,成美は何の仕事をしていますか？成美は,['成美の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['成美の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['成美は何の仕事をしていますか?成美は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
85,瞳,1989,1980,瞳の職業は,瞳の職種は,瞳は何の仕事をしていますか？瞳は,['瞳の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['瞳の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['瞳は何の仕事をしていますか?瞳は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 この言葉は、 相手をコントロールする言葉です。 相手をコントロールする言葉は、 相手を不快にさせます。 相手を不快にさせる言葉は、 相手をコントロールする']
86,彩香,1989,1980,彩香の職業は,彩香の職種は,彩香は何の仕事をしていますか？彩香は,['彩香の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['彩香の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['彩香は何の仕事をしていますか?彩香は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
87,千尋,1990,1990,千尋の職業は,千尋の職種は,千尋は何の仕事をしていますか？千尋は,['千尋の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['千尋の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['千尋は何の仕事をしていますか?千尋は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
88,美咲,1991,1990,美咲の職業は,美咲の職種は,美咲は何の仕事をしていますか？美咲は,['美咲の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['美咲の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['美咲は何の仕事をしていますか?美咲は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
89,早紀,1991,1990,早紀の職業は,早紀の職種は,早紀は何の仕事をしていますか？早紀は,['早紀の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['早紀の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['早紀は何の仕事をしていますか?早紀は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】']
90,茜,1992,1990,茜の職業は,茜の職種は,茜は何の仕事をしていますか？茜は,['茜の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['茜の職種は【送料無料】【中古】ルイヴィトン ダミエグラフィット・ポルトフォイユ・ブラザN63095【Bランク】'],['茜は何の仕事をしていますか?茜は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・クレマンス N63095【Bランク】']
91,桃子,1992,1990,桃子の職業は,桃子の職種は,桃子は何の仕事をしていますか？桃子は,['桃子の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['桃子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['桃子は何の仕事をしていますか?桃子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
92,里奈,1993,1990,里奈の職業は,里奈の職種は,里奈は何の仕事をしていますか？里奈は,['里奈の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['里奈の職種は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['里奈は何の仕事をしていますか?里奈は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
93,萌,1993,1990,萌の職業は,萌の職種は,萌は何の仕事をしていますか？萌は,['萌の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['萌の職種は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['萌は何の仕事をしていますか?萌は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
94,彩花,1993,1990,彩花の職業は,彩花の職種は,彩花は何の仕事をしていますか？彩花は,['彩花の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['彩花の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['彩花は何の仕事をしていますか?彩花は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
95,遥,1994,1990,遥の職業は,遥の職種は,遥は何の仕事をしていますか？遥は,['遥の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['遥の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['遥は何の仕事をしていますか?遥は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
96,千夏,1994,1990,千夏の職業は,千夏の職種は,千夏は何の仕事をしていますか？千夏は,['千夏の職業は「お前は、俺の嫁」 と、言ってくれたら、 俺は、嫁を、 一生、大切にする。 嫁は、俺の、 嫁で、いてくれる。 俺は、嫁の、 嫁で、いられる。 俺は、嫁の、 嫁で、いられる。 俺は'],['千夏の職種は「お前は、俺の嫁」 と、言ってくれたら、 俺は、嫁を、 一生、大切にする。 嫁は、俺の、 嫁で、いてくれる。 俺は、嫁の、 嫁で、いられる。 俺は、嫁の、 嫁で、いられる。 俺'],['千夏は何の仕事をしていますか?千夏は「お前は、俺の嫁」 と、言ってくれたら、どんなに幸せか。 でも、そんなことは、絶対にない。 だから、俺は、嫁を、愛している。 嫁は、俺の嫁。 嫁は、俺の、嫁。 嫁は、俺']
97,葵,1994,1990,葵の職業は,葵の職種は,葵は何の仕事をしていますか？葵は,['葵の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['葵の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['葵は何の仕事をしていますか?葵は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
98,佳奈,1995,1990,佳奈の職業は,佳奈の職種は,佳奈は何の仕事をしていますか？佳奈は,['佳奈の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['佳奈の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['佳奈は何の仕事をしていますか?佳奈は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
99,菜摘,1995,1990,菜摘の職業は,菜摘の職種は,菜摘は何の仕事をしていますか？菜摘は,['菜摘の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['菜摘の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['菜摘は何の仕事をしていますか?菜摘は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】']
100,真由,1996,1990,真由の職業は,真由の職種は,真由は何の仕事をしていますか？真由は,['真由の職業は「お前は、俺の嫁」 と、言ってくれたら、 俺は、嫁を、 一生、大切にする。 嫁は、俺の、 嫁は、俺の、 嫁は、俺の、 嫁は、俺の、 嫁は、俺の、 嫁は、俺の、 嫁'],['真由の職種は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そんなことを言われたら、誰だって嫌ですよね。 でも、この「お前は、俺の言うことを聞け」というのが、 実は、この「お前は、俺の言うことを聞け」というの'],['真由は何の仕事をしていますか?真由は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 この言葉は、 相手をコントロールする言葉です。 相手をコントロールする言葉は、 相手を不快にさせます。 相手を不快にさせる言葉は、 相手をコントロール']
101,楓,1996,1990,楓の職業は,楓の職種は,楓は何の仕事をしていますか？楓は,['楓の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['楓の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['楓は何の仕事をしていますか?楓は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
102,奈々,1996,1990,奈々の職業は,奈々の職種は,奈々は何の仕事をしていますか？奈々は,['奈々の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['奈々の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['奈々は何の仕事をしていますか?奈々は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】']
103,七海,1997,1990,七海の職業は,七海の職種は,七海は何の仕事をしていますか？七海は,['七海の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['七海の職種は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞く'],['七海は何の仕事をしていますか?七海は「お前は、俺の言うことを聞け」 と、言ってるようなもんだ。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか。 そんなの、誰が聞くか']
104,優花,1997,1990,優花の職業は,優花の職種は,優花は何の仕事をしていますか？優花は,['優花の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['優花の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['優花は何の仕事をしていますか?優花は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
105,未来,1997,1990,未来の職業は,未来の職種は,未来は何の仕事をしていますか？未来は,['未来の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['未来の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['未来は何の仕事をしていますか?未来は「お前は、俺の言うことを聞け」 と、命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 命令する。 ']
106,彩乃,1998,1990,彩乃の職業は,彩乃の職種は,彩乃は何の仕事をしていますか？彩乃は,['彩乃の職業は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['彩乃の職種は【送料無料】【中古】エルメス スカーフリング 【Aランク】'],['彩乃は何の仕事をしていますか?彩乃は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
107,玲奈,1998,1990,玲奈の職業は,玲奈の職種は,玲奈は何の仕事をしていますか？玲奈は,['玲奈の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['玲奈の職種は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['玲奈は何の仕事をしていますか?玲奈は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
108,亜美,1999,1990,亜美の職業は,亜美の職種は,亜美は何の仕事をしていますか？亜美は,['亜美の職業は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['亜美の職種は【送料無料】【中古】シャネル キャビア・チェーンショルダー 【Bランク】'],['亜美は何の仕事をしていますか?亜美は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
109,菜々子,1999,1990,菜々子の職業は,菜々子の職種は,菜々子は何の仕事をしていますか？菜々子は,['菜々子の職業は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['菜々子の職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['菜々子は何の仕事をしていますか?菜々子は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
110,さくら,2000,2000,さくらの職業は,さくらの職種は,さくらは何の仕事をしていますか？さくらは,['さくらの職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。'],['さくらの職種は【送料無料】【中古】ルイヴィトン ダミエ ポルトフォイユ・ブラザ 【Bランク】'],['さくらは何の仕事をしていますか?さくらは「お前は、俺の言うことを聞け」 と、言ってるようなものです。 この言葉は、 相手をコントロールする言葉です。 相手をコントロールする言葉は、 相手を不快にさせます。 相手を不快にさせる言葉は、 相手をコントロールする']
111,菜月,2000,2000,菜月の職業は,菜月の職種は,菜月は何の仕事をしていますか？菜月は,['菜月の職業は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['菜月の職種は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだぞ。'],['菜月は何の仕事をしていますか?菜月は「お前は、俺の嫁」 とか言ってる奴は、 嫁が「お前は、俺の子供」 とか言ってるのと同じだと思う。']
112,美月,2000,2000,美月の職業は,美月の職種は,美月は何の仕事をしていますか？美月は,['美月の職業は「お前は、俺の嫁」 と、言ってくれたら、 俺は、嫁を、 一生、大切にする。 嫁は、俺の、 嫁は、俺の、 嫁は、俺の、 嫁は、俺の、 嫁は、俺の、 嫁は、俺の、 嫁'],['美月の職種は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そんなことを言われたら、誰だって嫌ですよね。 でも、この「お前は、俺の言うことを聞け」というのが、 実は、この「お前は、俺の言うことを聞け」というの'],['美月は何の仕事をしていますか?美月は「お前は、俺の言うことを聞け」 と、言ってるようなものです。 そんなことを言われたら、誰だって嫌ですよね。 でも、この「お前は、俺の言うことを聞け」というのが、 実は、この「お前は、俺の']
