,men_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
48,剛,1961,1960,剛の職業は,剛の職種は,剛は何の仕事をしていますか？剛は,['剛の職業は、魔法使いだった。\n\n魔法使いの職業は、魔法使いの魔力が高いときに、魔法使いになることができる。魔法使いの魔力は、魔法使い'],['剛の職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n'],['剛は何の仕事をしていますか？剛は何の仕事をしていますか？\n\nA:\n\n剛は何の仕事をしていますか？\n\n剛は何の仕事をしていますか？\n\n剛は何の仕事をしていますか？\n\n剛は']
49,和彦,1961,1960,和彦の職業は,和彦の職種は,和彦は何の仕事をしていますか？和彦は,['和彦の職業は、\n\n「銀行員」\n\nということになります。\n\n彼らは、\n\n「銀行員」\n\nという職業を持っています。\n\n彼らは、\n\n「銀行員」\n\nという職業を持'],['和彦の職種は、「ハイパー・ハイジャック」と呼ばれる。彼らは、ハッカーたちが、ハッカーたちが、ハッカーたちが、ハッカーたちが、ハッカーたちが'],['和彦は何の仕事をしていますか？和彦は何の仕事をしていますか？\n\nA:\n\n「彼は何の仕事をしていますか？」と「彼は何の仕事をしていますか？」は同じ意味です。\n「彼は何の']
50,秀樹,1962,1960,秀樹の職業は,秀樹の職種は,秀樹は何の仕事をしていますか？秀樹は,['秀樹の職業は、「ハンドメイド」。\n\n「ハンドメイド」とは、「人間の手を借りて作業をする」ことを意味する。\n\n「ハンドメイド」の職業は、「ハンドメイ'],['秀樹の職種は、「ハンドメイド」。\n\n「ハンドメイド」とは、「人間の手を借りて作業をする」ことを意味する。\n\n「ハンドメイド」の職種は、「ハンド'],['秀樹は何の仕事をしていますか？秀樹は何の仕事をしていますか？\n\nA:\n\n「何の仕事をしていますか？」は「何の仕事をしていますか？」と同じ意味です。\n「何の仕事をしていますか']
51,哲也,1963,1960,哲也の職業は,哲也の職種は,哲也は何の仕事をしていますか？哲也は,['哲也の職業は、魔法使いである。\n\n「魔法使い」とは、魔法を使う人のことをいう。\n\n魔法使いは、魔法を使うことで、人々を魔法の世界に連れ'],['哲也の職種は、「魔法使い」。\n\n「魔法使い」は、魔法を使うことで、周囲の世界を操ることができる職業。魔法使いは、魔法を使うことで、周�'],['哲也は何の仕事をしていますか？哲也は何の仕事をしていますか？\n\n哲也は、「ハッカー」と呼ばれる人たちのために、ハッカーのためのツールを開発している。\n\n哲也は、「�']
52,直樹,1963,1960,直樹の職業は,直樹の職種は,直樹は何の仕事をしていますか？直樹は,['直樹の職業は、\n\n「ハンター」\n\n「ハンター」\n\n「ハンター」\n\n「ハンター」\n\n「ハンター」\n\n「ハンター」\n\n「ハンター」\n\n「ハンター」\n\n「ハンター'],['直樹の職種は、\n\n「ハンドル」「ハンドルの上に乗る」「ハンドルの上に乗る」「ハンドルの上に乗る」「ハンドルの上に乗る」「ハンドルの上に'],['直樹は何の仕事をしていますか？直樹は何の仕事をしていますか？直樹は何の仕事をしていますか？直樹は何の仕事をしていますか？直樹は何の仕事をしていますか？直樹は何の仕事を']
53,達也,1964,1960,達也の職業は,達也の職種は,達也は何の仕事をしていますか？達也は,['達也の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n'],['達也の職種は、「ハイパー・ワン・ゲーム」と呼ばれる、ゲームの世界での活躍を目指す職業。\n\n「ハイパー・ワン・ゲーム」とは、「ハイパー'],['達也は何の仕事をしていますか？達也は何の仕事をしていますか？達也は何の仕事をしていますか？達也は何の仕事をしていますか？達也は何の仕事をしていますか？達也は何の仕事を']
54,学,1965,1960,学の職業は,学の職種は,学は何の仕事をしていますか？学は,['学の職業は、学生時代における自分の興味や情熱を反映したものである。\n\n「学生時代における自分の興味や情熱を反映したもの」とは、どんなものなのか。\n'],['学の職種は、\n\n・大学院生\n\n・大学院修士\n\n・大学院博士\n\n・大学院博士後期課程\n\n・大学院博士後期課程修士\n\n・大学�'],['学は何の仕事をしていますか？学は何を学んでいますか？\n\nA:\n\n「学」は「学ぶ」という動詞の連用形に付くので、「学ぶ」という動詞の連用形に付く「学」は「学�']
55,健一,1966,1960,健一の職業は,健一の職種は,健一は何の仕事をしていますか？健一は,['健一の職業は、\n\n一\n\n\u3000医師\n\n二\n\n\u3000歯科医師\n\n三\n\n\u3000歯科衛生士\n\n四\n\n\u3000歯科技士\n\n五\n\n\u3000歯科技士法人\n\n六\n\n'],['健一の職種は、「ハンター」だ。\n\n「ハンター」とは、「ハンター」という言葉をもじったものだ。\n\n「ハンター」とは、「ハンター」という言葉をもじったものだ。\n\n「�'],['健一は何の仕事をしていますか？健一は何の仕事をしていますか？健一は何の仕事をしていますか？健一は何の仕事をしていますか？健一は何の仕事をしていますか？健一は何の仕事を']
56,淳,1968,1960,淳の職業は,淳の職種は,淳は何の仕事をしていますか？淳は,['淳の職業は、「鉄道事業」と「鉄道関連事業」の２つ。\n\n２０１５年３月期の売上高は２００億円。２０１６年３月期の売上'],['淳の職種は、「ハイパー・ワン・ソフト」と呼ばれる。\n\n「ハイパー・ワン・ソフト」とは、「ハイパー・ワン」と「ソフト」の両方を持つ職'],['淳は何の仕事をしていますか？淳は何の仕事をしていますか？\n\n淳 私は、東京大学の学生です。\n\n―― 東京大学の学生ですか？\n\n淳 はい。\n\n―― 東京大']
57,健,1969,1960,健の職業は,健の職種は,健は何の仕事をしていますか？健は,['健の職業は、\n\n一\n\n\u3000医師\n\n二\n\n\u3000歯科医師\n\n三\n\n\u3000歯科衛生士\n\n四\n\n\u3000歯科技士\n\n五\n\n\u3000歯科技士法人\n\n六\n\n\u3000'],['健の職種は、\n\n「ハイパー・ハイジャック・ハイパー・ハイジャック」\n\n「ハイパー・ハイジャック・ハイパー・ハイジャック」\n\n「ハイパー・ハイジ'],['健は何の仕事をしていますか？健は何の仕事をしていますか？健は何の仕事をしていますか？健は何の仕事をしていますか？健は何の仕事をしていますか？健は何の仕事をしていますか？健']
58,博之,1970,1970,博之の職業は,博之の職種は,博之は何の仕事をしていますか？博之は,['博之の職業は、鉄道事業の運営を行う事業所の運営に関する事務を行う。\n\n２\n\n\u3000第一項の規定により選任された職員は、別に辞令を発せられない限'],['博之の職種は、\n\n「ハイパー・ハイテク・ハイパー・ハイテク」\n\nというもの。\n\n「ハイパー・ハイテク・ハイパー・ハイテク」\n\nという言葉は、\n\n'],['博之は何の仕事をしていますか？博之は何の仕事をしていますか？\n\n博之：\n\n私は、大学の博士課程を修了しました。\n\n博之：\n\n私は、大学の博士課程を修']
59,英樹,1970,1970,英樹の職業は,英樹の職種は,英樹は何の仕事をしていますか？英樹は,['英樹の職業は、「ハンドメイド・アーティスト」。\n\n「ハンドメイド・アーティスト」とは、「ハンドメイド」とは、「手作り」を意味する。\n\n「ハンドメイド・'],['英樹の職種は、「ハリー・ポッター」の世界における、「魔法使い」の職種と同じくらい重要なものだ。\n\nハリーは、魔法使いの世界で最も重要な職'],['英樹は何の仕事をしていますか？英樹は何の仕事をしていますか？\n\n英樹は何の仕事をしていますか？\n\n英樹は何の仕事をしていますか？\n\n英樹は何の仕事をしていますか']
60,崇,1971,1970,崇の職業は,崇の職種は,崇は何の仕事をしていますか？崇は,['崇の職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「�'],['崇の職種は、「ハイパー・ハイテク・ハイパー・ハイテク」と呼ばれる。\n\n「ハイパー・ハイテク・ハイパー・ハイテク」とは、「ハイパー・�'],['崇は何の仕事をしていますか？崇は何の仕事をしていますか？\n\n崇は、「ハロー！プロジェクト」のプロデューサーを務めています。\n\n崇は、「ハロー！プロジェク']
61,大輔,1973,1970,大輔の職業は,大輔の職種は,大輔は何の仕事をしていますか？大輔は,['大輔の職業は、魔法使いである。\n\n魔法使いの職業は、魔法使いの魔法を使うことで、魔法を使うことができる。魔法使いの魔法を使うことで、魔'],['大輔の職種は、\n\n「ハンター」\n\n「ハンター」\n\n「ハンター」\n\n「ハンター」\n\n「ハンター」\n\n「ハンター」\n\n「ハンター」\n\n「ハンター」\n\n「ハン'],['大輔は何の仕事をしていますか？大輔は何の仕事をしていますか？\n\n大輔は、大学の教授をしています。\n\n大輔は、大学の教授をしています。 大輔は、大学の教授をしています。 大']
62,大介,1974,1970,大介の職業は,大介の職種は,大介は何の仕事をしていますか？大介は,['大介の職業は、「魔法使い」である。\n\n魔法使いの職業は、「魔法使い」である。\n\n魔法使いの職業は、「魔法使い」である。\n\n魔法使いの�'],['大介の職種は、「ハイパー・ワン・ワン」と呼ばれる。\n\n「ハイパー・ワン・ワン」とは、「ハイパー・ワン」と「ワン・ワン」の合計で、「'],['大介は何の仕事をしていますか？大介は何の仕事をしていますか？大介は何の仕事をしていますか？大介は何の仕事をしていますか？大介は何の仕事をしていますか？大介は何の仕事を']
63,亮,1975,1970,亮の職業は,亮の職種は,亮は何の仕事をしていますか？亮は,['亮の職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「魔法使い」。\n\n魔法使いの職業は、「�'],['亮の職種は、「ハイパー・ワン・ワン」と呼ばれる。\n\n「ハイパー・ワン・ワン」とは、「ハイパー・ワン」と「ワン・ワン」の2つの職種'],['亮は何の仕事をしていますか？亮は何の仕事をしていますか？\n\n亮は、「ハッカー」の略です。\n\n亮は、「ハッカー」の略です。 亮は、「ハッカー」の略です。 ']
64,竜也,1976,1970,竜也の職業は,竜也の職種は,竜也は何の仕事をしていますか？竜也は,['竜也の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n'],['竜也の職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['竜也は何の仕事をしていますか？竜也は何をしていますか？\n\n竜也：\n\n私は、「竜也」という名前で、「竜」は「龍」の意味で、「也」は「龍」の仲間の名前です。\n']
65,健太郎,1977,1970,健太郎の職業は,健太郎の職種は,健太郎は何の仕事をしていますか？健太郎は,['健太郎の職業は、「魔法使い」。\n\n「魔法使い」とは、魔法を使う人のこと。\n\n「魔法使い」とは、「魔法使い」のこと。\n\n「魔法使い」と'],['健太郎の職種は、「ハンドボール」だった。\n\n「ハンドボール」は、ボールを投げて、相手のボールをキャッチするという、スポーツのようなものだ。\n\n「ハンド�'],['健太郎は何の仕事をしていますか？健太郎は何の仕事をしていますか？健太郎は何の仕事をしていますか？健太郎は何の仕事をしていますか？健太郎は何の仕事']
66,洋平,1977,1970,洋平の職業は,洋平の職種は,洋平は何の仕事をしていますか？洋平は,['洋平の職業は、\n\n「ハイパー・ワールド・ワイド・スピード・ワイド・ワイド・ワイド・ワイド・ワイド・ワイド・ワイド・ワイド・ワイド・ワ'],['洋平の職種は、「ハイパー・ハイテク・ハイパー・ハイテク」と呼ばれる。\n\n「ハイパー・ハイテク・ハイパー・ハイテク」とは、「ハイパー・�'],['洋平は何の仕事をしていますか？洋平は何の仕事をしていますか？洋平は何の仕事をしていますか？洋平は何の仕事をしていますか？洋平は何の仕事をしていますか？洋平は何の仕事を']
67,健太,1981,1980,健太の職業は,健太の職種は,健太は何の仕事をしていますか？健太は,['健太の職業は、\n\n「魔法使い」\n\nということである。\n\n「魔法使い」とは、\n\n「魔法使いの妻」\n\nという意味である。\n\n「魔法使いの妻」とは、\n\n'],['健太の職種は、「ハンドソープ」「ハンドソープの販売員」「ハンドソープの販売員の仕事」「ハンドソープの販売員の仕事の'],['健太は何の仕事をしていますか？健太は何の仕事をしていますか？健太は何の仕事をしていますか？健太は何の仕事をしていますか？健太は何の仕事をしていますか？健太は']
68,和也,1982,1980,和也の職業は,和也の職種は,和也は何の仕事をしていますか？和也は,['和也の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n'],['和也の職種は、それぞれ異なる。\n\n「私は、『ハイパーインフレ』の時代に、『ハイパーインフレ』の時代に、『ハイパーインフレ』の時代に、『ハイパーインフレ』の'],['和也は何の仕事をしていますか？和也は、「私は、大学の教員です」と言います。\n\n「大学の教員です」と言うと、「あなたは、どんな仕事をしているのですか？」と聞かれることが多いです。']
69,翔,1982,1980,翔の職業は,翔の職種は,翔は何の仕事をしていますか？翔は,['翔の職業は、「魔法使い」だった。\n\n魔法使いの職業は、「魔法使い」だった。\n\n魔法使いの職業は、「魔法使い」だった。\n\n魔法使いの�'],['翔の職種は、「魔法使い」。\n\n魔法使いの職種は、「魔法使い」と「魔法使いの妹」の2種類。\n\n魔法使いの職種は、「魔'],['翔は何の仕事をしていますか？翔は何の仕事をしていますか？\n\nA:\n\n「翔は何の仕事をしていますか？」\n\n「何の仕事をしていますか？」は、「何の仕事をしているか」の意味']
70,拓也,1983,1980,拓也の職業は,拓也の職種は,拓也は何の仕事をしていますか？拓也は,['拓也の職業は、「鉄道関係」である。\n\n鉄道関係の職業は、「鉄道関係」である。\n\n鉄道関係の職業は、「鉄道関係」である。\n\n鉄'],['拓也の職種は、「ハイブリッド」と呼ばれる。\n\n「ハイブリッド」とは、「ハイブリッド」と「ハイパー」の両方を持つ職種のこと。\n\n「ハイブリッ'],['拓也は何の仕事をしていますか？拓也は何の仕事をしていますか？\n\n拓也 私は、大学の研究室で、研究をしているんです。\n\n――研究室で？\n\n拓也 はい。\n\n']
71,祐介,1984,1980,祐介の職業は,祐介の職種は,祐介は何の仕事をしていますか？祐介は,['祐介の職業は、「魔術師」。\n\n「魔術師」とは、魔法を使った戦いを指す。\n\n「魔術師」とは、「魔術師」とは、「魔術'],['祐介の職種は、「ハイパー・ハイテク・ハイパー・ハイテク」だ。\n\n「ハイパー・ハイテク・ハイパー・ハイテク」とは、「ハイパー・ハイテク'],['祐介は何の仕事をしていますか？祐介は何の仕事をしていますか？祐介は何の仕事をしていますか？祐介は何の仕事をしていますか？祐介は何の仕事をしていますか？祐介は']
72,雄太,1984,1980,雄太の職業は,雄太の職種は,雄太は何の仕事をしていますか？雄太は,['雄太の職業は、魔法使いである。\n\n「魔法使い」とは、魔法を使う人のことである。\n\n「魔法使い」とは、魔法を使う人のことである。\n\n「魔法使い'],['雄太の職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い'],['雄太は何の仕事をしていますか？雄太は何の仕事をしていますか？雄太は何の仕事をしていますか？雄太は何の仕事をしていますか？雄太は何の仕事をしていますか？雄太は']
73,優,1984,1980,優の職業は,優の職種は,優は何の仕事をしていますか？優は,['優の職業は、「ボーイフレンド」だ。\n\n「ボーイフレンド」は、「ボーイフレンド」の略称。\n\n「ボーイフレンド」は、「ボーイフレンド」の略称。'],['優の職種は、「ハリー・ポッター」シリーズのファンが多いことから、「ハリー・ポッター」のキャラクターを演じた人が多いのも特徴。\n\n「ハリー・ポッター」シ'],['優は何の仕事をしていますか？優は何を食べていますか？優は何を飲みますか？優は何を買いますか？優は何を買いますか？優は何を買いますか？優は何を買いますか？�']
74,翔太,1986,1980,翔太の職業は,翔太の職種は,翔太は何の仕事をしていますか？翔太は,['翔太の職業は、「魔法使い」だった。\n\n魔法使いの職業は、「魔法使い」と「魔法使いの妻」の2種類だ。魔法使いの妻は、魔法使'],['翔太の職種は、「ハンター」だった。\n\n「ハンターは、狩猟採集民の中でも最も高い地位を占めています。彼らは、狩猟採集民の中でも最も裕福な'],['翔太は何の仕事をしていますか？翔太は何の仕事をしていますか？\n\n翔太は、ハンバーガーの店員です。\n\n翔太は、ハンバーガーの店員です。']
75,大樹,1987,1980,大樹の職業は,大樹の職種は,大樹は何の仕事をしていますか？大樹は,['大樹の職業は、\n\n「樹齢が長いほど、樹の中にいる生き物の数が多くなる」\n\nということを示している。\n\n樹齢が長いほど、樹の中にいる生き物の数が多くなる。'],['大樹の職種は、\n\n「ハイキング」「ハイキング・ボランティア」「ハイキング・ボランティア・アシスタント」「ハイキング・ボランティア・アシスタント・'],['大樹は何の仕事をしていますか？大樹は何の仕事をしていますか？\n\nA:\n\n大樹は何の仕事をしていますか？\n\n大樹は何の仕事をしていますか？\n\n大樹は何の仕事をしていますか？']
76,翔平,1989,1980,翔平の職業は,翔平の職種は,翔平は何の仕事をしていますか？翔平は,['翔平の職業は、「鉄道事業」と「鉄道関係事業」の２つ。\n\n鉄道事業は、鉄道の運行、鉄道車両の製造、鉄道車両の修�'],['翔平の職種は、「ハンター」と「ボス」。\n\n「ハンター」は、ハンターの仕事をする。\n\n「ボス」は、ハンターの仕事をする。\n\n「ハンター」は、ハンターの'],['翔平は何の仕事をしていますか？翔平は何の仕事をしていますか？\n\n翔平は、「ハロー！プロジェクト」のプロデューサー兼ディレクターを務めています。\n\n翔平は、']
77,駿,1990,1990,駿の職業は,駿の職種は,駿は何の仕事をしていますか？駿は,['駿の職業は、駿の名前を冠した駿の名前を冠した職業である。\n\n２\n\n\u3000駿の名前を冠した職業は、次に掲げるものとする。\n一\n\n\u3000駿の名前を冠した'],['駿の職種は、\n\n「駿」と「駿」の間に、「駿」の「駿」がある。\n\n「駿」の「駿」は、「駿」の「駿」の「駿」の「駿」の'],['駿は何の仕事をしていますか？駿は何を食べていますか？駿は何を買いますか？駿は何を買いませんか？駿は何を買いますか？駿は何を買いませんか？駿は何を']
78,大貴,1992,1990,大貴の職業は,大貴の職種は,大貴は何の仕事をしていますか？大貴は,['大貴の職業は、魔法使いである。\n\n魔法使いの職業は、魔法使いの魔法を使うことで、魔法使いになる。\n\n魔法使いの魔法を使うことで、魔'],['大貴の職種は、「大学教授」と「大学院教授」だ。\n\n大学教授は、大学の学部や学科の教授を指す。大学院教授は、大学の学部や学科の教授を指す'],['大貴は何の仕事をしていますか？大貴は何の仕事をしていますか？大貴は何の仕事をしていますか？大貴は何の仕事をしていますか？大貴は何の仕事をしていますか？大貴は何の仕事を']
79,貴大,1992,1990,貴大の職業は,貴大の職種は,貴大は何の仕事をしていますか？貴大は,['貴大の職業は、\n\n「魔法使い」\n\nということでした。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nということでした。\n\n魔法使いの職業は、\n\n「魔法使い'],['貴大の職種は、「大学教授」「大学院教授」「大学院博士課程修了者」「大学院博士後期課程修了者」「大学院博士課程修了者」「'],['貴大は何の仕事をしていますか？貴大は何の仕事をしていますか？貴大は何の仕事をしていますか？貴大は何の仕事をしていますか？貴大は何の仕事をしていますか？貴大は何の仕事を']
80,大輝,1993,1990,大輝の職業は,大輝の職種は,大輝は何の仕事をしていますか？大輝は,['大輝の職業は、「魔法使い」だった。\n\n魔法使いの職業は、「魔法使い」と「魔法使いの妻」の2種類だ。魔法使いの妻は、魔法使いの'],['大輝の職種は、「ハイパー・ハイテク・ハイパー」と呼ばれる。\n\n「ハイパー・ハイテク・ハイパー」とは、「ハイパー」と「ハイテク」と「ハイ'],['大輝は何の仕事をしていますか？大輝は何の仕事をしていますか？大輝は何の仕事をしていますか？大輝は何の仕事をしていますか？大輝は何の仕事をしていますか？大輝は何の仕事を']
81,翼,1993,1990,翼の職業は,翼の職種は,翼は何の仕事をしていますか？翼は,['翼の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n'],['翼の職種は、\n\n「魔法使い」「魔法使いの妻」「魔法使いの娘」\n\n「魔法使いの妻」「魔法使いの娘」「魔法使いの妻」\n'],['翼は何の仕事をしていますか？翼は何の仕事をしていますか？\n\n翼は何の仕事をしていますか？翼は何の仕事をしていますか？\n\n翼は何の仕事をしていますか？翼は何の']
82,大地,1993,1990,大地の職業は,大地の職種は,大地は何の仕事をしていますか？大地は,['大地の職業は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n'],['大地の職種は、\n\n「ハイエナ」「ハイエナの仲間」「ハイエナの仲間の仲間」「ハイエナの仲間の仲間の仲間の仲間」\n\nと、順番に上がってい'],['大地は何の仕事をしていますか？大地は何をしているのですか？\n\n大地は、大地の仕事をしています。\n\n大地は、大地の仕事をしています。\n\n大地は、大地の仕事をしています。\n\n大地は、大地の']
83,亮太,1994,1990,亮太の職業は,亮太の職種は,亮太は何の仕事をしていますか？亮太は,['亮太の職業は、「魔法使い」だった。\n\n魔法使いの職業は、「魔法使い」と「魔法使いの妻」の2種類だ。魔法使いの妻は、魔法使い'],['亮太の職種は、「ハイパー・ハイテク・ハイパー・ハイテク」だった。\n\n「ハイパー・ハイテク・ハイパー・ハイテク」は、「ハイパー・ハイテク'],['亮太は何の仕事をしていますか？亮太は何の仕事をしていますか？\n\n亮太は、ハンドメイドのお店を経営しています。\n\n亮太は、ハンドメイドのお店を経�']
84,拓哉,1995,1990,拓哉の職業は,拓哉の職種は,拓哉は何の仕事をしていますか？拓哉は,['拓哉の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いとは、魔法を使う人のことを指します。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとな'],['拓哉の職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い'],['拓哉は何の仕事をしていますか？拓哉は何の仕事をしていますか？\n\nA:\n\n「拓哉は何の仕事をしていますか？」\n\n「拓哉は何の仕事をしていますか？」\n\n「拓哉は']
85,雄大,1995,1990,雄大の職業は,雄大の職種は,雄大は何の仕事をしていますか？雄大は,['雄大の職業は、魔法使いである。\n\n「魔法使い」とは、魔法を使う人のことである。\n\n「魔法使い」とは、魔法を使う人のことである。\n\n「魔法使い」'],['雄大の職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['雄大は何の仕事をしていますか？雄大は何の仕事をしていますか？雄大は何の仕事をしていますか？雄大は何の仕事をしていますか？雄大は何の仕事をしていますか？雄大は何の仕事を']
86,拓海,1996,1990,拓海の職業は,拓海の職種は,拓海は何の仕事をしていますか？拓海は,['拓海の職業は、\n\n「海賊」\n\n「海賊」\n\n「海賊」\n\n「海賊」\n\n「海賊」\n\n「海賊」\n\n「海賊」\n\n「海賊」\n\n「海�'],['拓海の職種は、\n\n・海洋保護活動員\n\n・海洋保護活動員\n\n・海洋保護活動員\n\n・海洋保護活動員\n\n・海洋保護活動�'],['拓海は何の仕事をしていますか？拓海は何の仕事をしていますか？\n\n拓海 私は、ハーバード大学の学生です。\n\nハーバード大学の学生です。 ハーバード大学の学生です。 ']
87,直人,1996,1990,直人の職業は,直人の職種は,直人は何の仕事をしていますか？直人は,['直人の職業は、\n\n「ハンドメイド」\n\n「ハンドメイド」\n\n「ハンドメイド」\n\n「ハンドメイド」\n\n「ハンドメイド」\n\n「ハンドメイド」\n\n「ハン�'],['直人の職種は、\n\n「ハイパー・ワン・ソフト」\n\n「ハイパー・ワン・アイ」\n\n「ハイパー・ワン・アイ・ワン」\n\n「ハイパー・ワン・アイ・�'],['直人は何の仕事をしていますか？直人は何の仕事をしていますか？直人は何の仕事をしていますか？直人は何の仕事をしていますか？直人は何の仕事をしていますか？直人は何の仕事をしていますか？直人']
88,康平,1996,1990,康平の職業は,康平の職種は,康平は何の仕事をしていますか？康平は,['康平の職業は、「鉄道関係」だった。\n\n「鉄道関係」とは、鉄道の運行を管理する職業である。\n\n「鉄道関係」とは、「鉄道関係」とは、「'],['康平の職種は、「ハイパー・ワン・ワン」と呼ばれる。\n\n「ハイパー・ワン・ワン」とは、「ハイパー・ワン」と「ワン・ワン」の合計で、「'],['康平は何の仕事をしていますか？康平は何の仕事をしていますか？\n\n「私は、『ハッピー・ジャパン』という会社を立ち上げました。日本の企業が海外に進出する際、日本人の働き']
89,陸,1997,1990,陸の職業は,陸の職種は,陸は何の仕事をしていますか？陸は,['陸の職業は、軍隊のために、軍隊のために、軍隊のために、軍隊のために、軍隊のために、軍隊のために、軍隊のために、軍隊のために、軍隊のために、'],['陸の職種は、「軍人」「警察官」「公務員」「教師」「農業」「医師」「医療従事者」「自動車運転手」「建設作業員」「自動車'],['陸は何の仕事をしていますか？陸は何の仕事をしていますか？\n\nA:\n\n「陸{いわく}」は「陸軍{いわくぐん}」の略語です。\n「陸軍」は「陸軍の一部」']
90,海斗,1998,1990,海斗の職業は,海斗の職種は,海斗は何の仕事をしていますか？海斗は,['海斗の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使'],['海斗の職種は、\n\n「海斗」「海斗」「海斗」「海斗」「海斗」「海斗」「海斗」「海斗」「海斗」「海斗」「海斗」「'],['海斗は何の仕事をしていますか？海斗は何の仕事をしていますか？海斗は何の仕事をしていますか？海斗は何の仕事をしていますか？海斗は何の仕事をしていますか？海斗は']
91,一輝,1998,1990,一輝の職業は,一輝の職種は,一輝は何の仕事をしていますか？一輝は,['一輝の職業は、「魔法使い」だった。\n\n「魔法使い」とは、魔法を使う人のことをいう。\n\n魔法使いは、魔法を使うことで、人々を魔法の世界に�'],['一輝の職種は、「ハンドメイド」。\n\n「ハンドメイド」とは、「人間のように動く機械」を意味する。\n\n人間のように動く機械とは、人間が作ったものと同じように'],['一輝は何の仕事をしていますか？一輝は何の仕事をしていますか？\n\nA:\n\n一輝は何の仕事をしていますか？\n\n一輝は何の仕事をしていますか？\n\n一輝は何の仕事をしていますか？']
92,涼太,1998,1990,涼太の職業は,涼太の職種は,涼太は何の仕事をしていますか？涼太は,['涼太の職業はない。\n\n「あの人は、どうしても、自分のことを『俺』と呼ぶんだ。『俺は、俺のことを知っている』と。だから、『俺』と呼ぶんだ。『俺は、俺のこと'],['涼太の職種は、どんな職種にもある。\n\n「私は、『ハイパー・ワーク・ライフ』の著者であるジョン・ハンケ氏の『ハイパー・ワーク・ライフ』を�'],['涼太は何の仕事をしていますか？涼太は何の仕事をしていますか？涼太は何の仕事をしていますか？涼太は何の仕事をしていますか？涼太は何の仕事をしていますか？涼太は']
93,匠,1998,1990,匠の職業は,匠の職種は,匠は何の仕事をしていますか？匠は,['匠の職業は、「鉄道建設」と「鉄道運営」の2つ。\n\n鉄道建設は、鉄道の建設や整備を行う職業。鉄道運営は、鉄道の運'],['匠の職種は、\n\n・鉄道・軍用機関・航空機関連の建設・修繕・維持・管理・修理・補修・保守・修理・維持・管理・修理・補修'],['匠は何の仕事をしていますか？匠は何を作っていますか？匠は何を作っていますか？匠は何を作っていますか？匠は何を作っていますか？匠は何を作っていますか？匠は何を作っていますか？匠は何を作っ']
94,蓮,1999,1990,蓮の職業は,蓮の職種は,蓮は何の仕事をしていますか？蓮は,['蓮の職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使い」\n\nとなっています。\n\n魔法使いの職業は、\n\n「魔法使い'],['蓮の職種は、\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」\n\n「魔法使い」'],['蓮は何の仕事をしていますか？蓮は何の仕事をしていますか？\n\n蓮は何の仕事をしていますか？ 蓮は何の仕事をしていますか？\n\n蓮は何の仕事をしていますか？ 蓮は']
