,men_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
39,修,1945,1940,修の職業は,修の職種は,修は何の仕事をしていますか？修は,['修の職業は、お客様のご希望に添えるように、お客様のご希望に添えるように、お客様のご希望に添えるように、お客様のご希望に添えるように、お客様のご希望に添えるように、お客様のご希望に添えるように、お客様のご希望に添える'],['修の職種は、お客様のご希望に添えるように、お客様のご希望に添えるように、お客様のご希望に添えるように、お客様のご希望に添えるように、お客様のご希望に添えるように、お客様のご希望に添えるように、お客様のご希望に添'],['修は何の仕事をしていますか？修は、何の仕事をしていますか？ 修は、何の仕事をしていますか？ 修は、何の仕事をしていますか？ 修は、何の仕事をしていますか？ 修は、何の仕事をしていますか？ 修は、何']
40,豊,1946,1940,豊の職業は,豊の職種は,豊は何の仕事をしていますか？豊は,['豊の職業は、その職業の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の'],['豊の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただきます'],['豊は何の仕事をしていますか？豊は何をしていますか？ 豊は何をしていますか？ 豊は何をしていますか？ 豊は何をしていますか？ 豊は何をしていますか？ 豊は何をしていますか？ 豊は何をしていますか？']
41,誠,1949,1940,誠の職業は,誠の職種は,誠は何の仕事をしていますか？誠は,['誠の職業は、その人の人生を豊かにする仕事です。 私は、この仕事に興味を持っています。 私は、この仕事に興味を持っています。 私は、この仕事に興味を持っています。 私は、この仕事に興味を持っています。 私は、この仕事に興味を持っています。'],['誠の職種は、お客様のご要望に合わせたお仕事内容をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事内容をご提案させていただきます。 ・お客様のご要望に合わせたお仕事内容をご提案させていた'],['誠は何の仕事をしていますか？誠は何の仕事をしていますか？誠は何の仕事をしていますか？誠は何の仕事をしていますか？誠は何の仕事をしていますか？誠は何の仕事をしていますか？誠は何の仕事をしていますか？誠は何']
42,浩,1957,1950,浩の職業は,浩の職種は,浩は何の仕事をしていますか？浩は,['浩の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち'],['浩の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただきます'],['浩は何の仕事をしていますか？浩は何をしていますか？ 浩は何をしていますか？ 浩は何をしていますか？ 浩は何をしていますか？ 浩は何をしていますか？ 浩は何をしていますか？ 浩は何をしていますか？']
43,徹,1958,1950,徹の職業は,徹の職種は,徹は何の仕事をしていますか？徹は,['徹の職業は、その仕事の内容や仕事の内容を、その仕事の内容や仕事の内容を、その仕事の内容や仕事の内容を、その仕事の内容や仕事の内容を、その仕事の内容や仕事の内容を、その仕事の内容や仕事の内容を、その仕事の内容や仕事の内容を、その仕事の内容や'],['徹の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただきます'],['徹は何の仕事をしていますか？徹は何の仕事をしていますか？徹は何の仕事をしていますか？徹は何の仕事をしていますか？徹は何の仕事をしていますか？徹は何の仕事をしていますか？徹は何の仕事をしていますか？徹は何']
44,浩一,1960,1960,浩一の職業は,浩一の職種は,浩一は何の仕事をしていますか？浩一は,['浩一の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お'],['浩一の職種は、\n「お客様の声」を大切に、\n「お客様の声」を大切に、\n「お客様の声」を大切に、\n「お客様の声」を大切に、\n「お客様の声」を大切に、\n「お客様の声」を'],['浩一は何の仕事をしていますか？浩一は何をしていますか？ 浩一は何をしていますか？ 浩一は何をしていますか？ 浩一は何をしていますか？ 浩一は何をしていますか？ 浩一は何をしていますか？ 浩一']
45,浩二,1960,1960,浩二の職業は,浩二の職種は,浩二は何の仕事をしていますか？浩二は,['浩二の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「'],['浩二の職種は、その中でも特に人気の高い「営業」です。\n営業の仕事は、営業の仕事は、営業の仕事は、営業の仕事は、営業の仕事は、営業の仕事は、営業の仕事は、営業の仕事は、営業の仕事は、営業の仕事は、営業の仕事は、営業の仕事は、'],['浩二は何の仕事をしていますか？浩二は何の仕事をしていますか？浩二は何の仕事をしていますか？浩二は何の仕事をしていますか？浩二は何の仕事をしていますか？浩二は何の仕事をしていますか？浩二は何の仕事をして']
46,浩之,1960,1960,浩之の職業は,浩之の職種は,浩之は何の仕事をしていますか？浩之は,['浩之の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「'],['浩之の職種は、その職種に合った仕事内容を選ぶことが大切です。 また、仕事内容によっては、その職種に合った仕事内容を選ぶことができない場合もあるので、 その場合は、その職種に合った仕事内容を選ぶことが大切です。 また、仕事内容によっては、その職種に合った仕事'],['浩之は何の仕事をしていますか？浩之は何をしていますか？ 浩之は何をしていますか？ 浩之は何をしていますか？ 浩之は何をしていますか？ 浩之は何をしていますか？ 浩之は何をしていますか？ 浩之']
47,聡,1960,1960,聡の職業は,聡の職種は,聡は何の仕事をしていますか？聡は,['聡の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「'],['聡の職種は、お客様のご要望に合わせたお仕事内容をご提案します。 【具体的には】 ◆お客様のご要望に合わせたお仕事内容をご提案します。 ◆お客様のご要望に合わせたお仕事内容をご提案します。 ◆'],['聡は何の仕事をしていますか？聡は、何をしていますか？ 【１】 １０００円のゲームをやっています。 【２】 １０００円のゲームをやっています。 【３】']
48,剛,1961,1960,剛の職業は,剛の職種は,剛は何の仕事をしていますか？剛は,['剛の職業は、その職業の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の'],['剛の職種は、お客様のご要望に合わせたお仕事内容をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事内容をご提案させていただきます。 ・お客様のご要望に合わせたお仕事内容をご提案させていた'],['剛は何の仕事をしていますか？剛は何をしていますか？ 剛は何をしていますか？ 剛は何をしていますか？ 剛は何をしていますか？ 剛は何をしていますか？ 剛は何をしていますか？ 剛は何をしていますか？']
49,和彦,1961,1960,和彦の職業は,和彦の職種は,和彦は何の仕事をしていますか？和彦は,['和彦の職業は、\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージ'],['和彦の職種は、その仕事の内容や仕事のやりがい、仕事の進め方、仕事のやりがい、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の'],['和彦は何の仕事をしていますか？和彦は、何の仕事をしていますか？ 和彦は、何の仕事をしていますか？ 和彦は、何の仕事をしていますか？ 和彦は、何の仕事をしていますか？ 和彦は、何の仕事をしていますか']
50,秀樹,1962,1960,秀樹の職業は,秀樹の職種は,秀樹は何の仕事をしていますか？秀樹は,['秀樹の職業は、 １９９７年１２月１５日、 １９９８年１２月１５日、 １９９９年１２月１５日、 １９９９年�'],['秀樹の職種は、 ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ '],['秀樹は何の仕事をしていますか？秀樹は何の仕事をしていますか？秀樹は何の仕事をしていますか？秀樹は何の仕事をしていますか？秀樹は何の仕事をしていますか？秀樹は何の仕事をしていますか？秀樹は何の仕事をして']
51,哲也,1963,1960,哲也の職業は,哲也の職種は,哲也は何の仕事をしていますか？哲也は,['哲也の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金'],['哲也の職種は、その人によって違う。\n「あなたは、あなたの仕事のやり方を理解していますか？」\n「あなたは、あなたの仕事のやり方を理解していますか？」\n「あなたは、あなたの仕事のやり方を理解していますか'],['哲也は何の仕事をしていますか？哲也は、何の仕事をしていますか？ 哲也は、何の仕事をしていますか？ 哲也は、何の仕事をしていますか？ 哲也は、何の仕事をしていますか？ 哲也は、何の仕事をしていますか']
52,直樹,1963,1960,直樹の職業は,直樹の職種は,直樹は何の仕事をしていますか？直樹は,['直樹の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「'],['直樹の職種は、その仕事の内容や仕事のやりがい、仕事の進め方、仕事のやりがい、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の'],['直樹は何の仕事をしていますか？直樹は、何の仕事をしていますか？ 直樹は、何の仕事をしていますか？ 直樹は、何の仕事をしていますか？ 直樹は、何の仕事をしていますか？ 直樹は、何の仕事をしていますか']
53,達也,1964,1960,達也の職業は,達也の職種は,達也は何の仕事をしていますか？達也は,['達也の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」の職業は、\n「お金持ち」の職業は、\n「お金持ち」の職業は、\n「お金持ち」の職業は、\n「お金持ち」の職業は、\n「お金持ち」の職業'],['達也の職種は、その職種に合った求人情報を、求人情報の検索結果を表示しています。\n「株式会社 日本パーソナルビジネス 求人」の他にも、 株式会社 日本パーソナルビジネス 求人 に関する求人情報を検索してみよう。あなたにピッタリの仕事を'],['達也は何の仕事をしていますか？達也は、何の仕事をしていますか？ 達也は、何の仕事をしていますか？ 達也は、何の仕事をしていますか？ 達也は、何の仕事をしていますか？ 達也は、何の仕事をしていますか']
54,学,1965,1960,学の職業は,学の職種は,学は何の仕事をしていますか？学は,['学の職業は、その職業の専門家である。\n概要.\n歴史.\n職業の起源.\n職業の起源は、古代ギリシアの社会学者のアリストテレス（紀元前4世紀）に始まる。彼は、労働者の労働条件を改善するために、労働者の労働条件を改善するために、労働者の労働条件を改善するために、労働者の労働条件を改善するために'],['学の職種は、その職種に適した職種を選ぶことが大切です。 また、求人情報の掲載は、求人情報の掲載が可能な企業の情報を掲載するものです。 求人情報の掲載は、求人情報の掲載が可能な企業の情報を掲載するものです。 求人情報の掲載は、求'],['学は何の仕事をしていますか？学は何の資格を取得していますか？ 学は何の資格を取得していますか？ 学は何の資格を取得していますか？ 学は何の資格を取得していますか？ 学は何の資格を取得していますか？ 学は何の資格を取得しています']
55,健一,1966,1960,健一の職業は,健一の職種は,健一は何の仕事をしていますか？健一は,['健一の職業は、お金持ちの方です。\nお金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの'],['健一の職種は、お客様のご要望に合わせたお仕事内容をご提案いたします。 【具体的には】 ◆お客様のご要望に合わせたお仕事内容をご提案いたします。 ・お客様のご要望に合わせたお仕事内容のご提案 ・お客様の'],['健一は何の仕事をしていますか？健一は、何をしていますか？ 健一は、何をしていますか？ 健一は、何をしていますか？ 健一は、何をしていますか？ 健一は、何をしていますか？ 健一は、何をしてい']
56,淳,1968,1960,淳の職業は,淳の職種は,淳は何の仕事をしていますか？淳は,['淳の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お'],['淳の職種は、お客様のご要望に合わせたお仕事内容をご提案いたします。 【具体的には】 ◆お客様のご要望に合わせたお仕事内容をご提案いたします。 ・お客様のご要望に合わせたお仕事内容のご提案 ・お客様の'],['淳は何の仕事をしていますか？淳は、何の仕事をしていますか？淳は、何の仕事をしていますか？淳は、何の仕事をしていますか？淳は、何の仕事をしていますか？淳は、何の仕事をしていますか？淳は、何の仕事をしてい']
57,健,1969,1960,健の職業は,健の職種は,健は何の仕事をしていますか？健は,['健の職業は、その人の人生の目的や目標を明確にすること。 その目的や目標を明確にすること。 その目的や目標を明確にすること。 その目的や目標を明確にすること。 その目的や目標を明確にすること。 その目的や目標を明確にすること。 その目的や目標を明確にすること。 その目的'],['健の職種は、お客様のご要望に合わせて、お客様のご希望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご'],['健は何の仕事をしていますか？健は何の仕事をしていますか？健は何の仕事をしていますか？健は何の仕事をしていますか？健は何の仕事をしていますか？健は何の仕事をしていますか？健は何の仕事をしていますか？健は何']
58,博之,1970,1970,博之の職業は,博之の職種は,博之は何の仕事をしていますか？博之は,['博之の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「'],['博之の職種は、お客様のご要望に合わせた商品をご提案させていただきます。 【お仕事内容】 ・お客様のご要望に合わせた商品をご提案 ・お客様のご要望に合わせた商品のご提案 ・お客様のご要望に合わせた商品'],['博之は何の仕事をしていますか？博之は、何の仕事をしていますか？ 博之は、何の仕事をしていますか？ 博之は、何の仕事をしていますか？ 博之は、何の仕事をしていますか？ 博之は、何の仕事をしていますか']
59,英樹,1970,1970,英樹の職業は,英樹の職種は,英樹は何の仕事をしていますか？英樹は,['英樹の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「'],['英樹の職種は、 ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ '],['英樹は何の仕事をしていますか？英樹は、何の仕事をしていますか？ 英樹は、何の仕事をしていますか？ 英樹は、何の仕事をしていますか？ 英樹は、何の仕事をしていますか？ 英樹は、何の仕事をしていますか']
60,崇,1971,1970,崇の職業は,崇の職種は,崇は何の仕事をしていますか？崇は,['崇の職業は、その職業の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の'],['崇の職種は、お客様のご要望に合わせた、お客様のご希望に合った、お客様のご希望に合った、お客様のご希望に合った、お客様のご希望に合った、お客様のご希望に合った、お客様のご希望に合った、お客様'],['崇は何の仕事をしていますか？崇は何の仕事をしていますか？崇は何の仕事をしていますか？崇は何の仕事をしていますか？崇は何の仕事をしていますか？崇は何の仕事をしていますか？崇は何の仕事をしていますか？崇は何']
61,大輔,1973,1970,大輔の職業は,大輔の職種は,大輔は何の仕事をしていますか？大輔は,['大輔の職業は、\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージ'],['大輔の職種は、その職種に合った仕事内容を選ぶことが大切です。 また、仕事内容によっては、その職種に合った仕事内容を選ぶことができない場合もあるので、 その場合は、その職種に合った仕事内容を選ぶことが大切です。 また、仕事内容によっては、その職種に合った仕事'],['大輔は何の仕事をしていますか？大輔は、何の仕事をしていますか？ 大輔は、何の仕事をしていますか？ 大輔は、何の仕事をしていますか？ 大輔は、何の仕事をしていますか？ 大輔は、何の仕事をしていますか']
62,大介,1974,1970,大介の職業は,大介の職種は,大介は何の仕事をしていますか？大介は,['大介の職業は、その人柄が、その人柄が、その人柄が、その人柄が、その人柄が、その人柄が、その人柄が、その人柄が、その人柄が、その人柄が、その人柄が、その人柄が、その人柄が、その人柄が、その人柄が'],['大介の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただき'],['大介は何の仕事をしていますか？大介は、２０１７年１２月１５日、２０１８年１２月１５日、２０１９年１２月１５日、２０']
63,亮,1975,1970,亮の職業は,亮の職種は,亮は何の仕事をしていますか？亮は,['亮の職業は、その職業の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の'],['亮の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただきます'],['亮は何の仕事をしていますか？亮は何の仕事をしていますか？亮は何の仕事をしていますか？亮は何の仕事をしていますか？亮は何の仕事をしていますか？亮は何の仕事をしていますか？亮は何の仕事をしていますか？亮は何']
64,竜也,1976,1970,竜也の職業は,竜也の職種は,竜也は何の仕事をしていますか？竜也は,['竜也の職業は、\n「お前は何をやってるんだ？」\n「お前は何をやってるんだ？」\n「お前は何をやってるんだ？」\n「お前は何をやってるんだ？」\n「お前は何をやってるんだ？」\n「お前は何をやって'],['竜也の職種は「お金持ち」です。\n「お金持ち」の意味は、\n「お金持ち」の意味は、\n「お金持ち」の意味は、\n「お金持ち」の意味は、\n「お金持ち」の意味は、\n「お金持ち」の意味は、\n「お金持ち」の'],['竜也は何の仕事をしていますか？竜也は何の仕事をしていますか？ 竜也は何の仕事をしていますか？ 竜也は何の仕事をしていますか？ 竜也は何の仕事をしていますか？ 竜也は何の仕事をしていますか？ 竜也は']
65,健太郎,1977,1970,健太郎の職業は,健太郎の職種は,健太郎は何の仕事をしていますか？健太郎は,['健太郎の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金'],['健太郎の職種は、 ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ '],['健太郎は何の仕事をしていますか？健太郎は、何の仕事をしていますか？ 健太郎は、何の仕事をしていますか？ 健太郎は、何の仕事をしていますか？ 健太郎は、何の仕事をしていますか？ 健太郎は、何の仕事をしていますか']
66,洋平,1977,1970,洋平の職業は,洋平の職種は,洋平は何の仕事をしていますか？洋平は,['洋平の職業は、その職業の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」'],['洋平の職種は、その中でも特に「不動産 査定」の仕事は、不動産 査定の不動産 査定は不動産 査定に不動産 査定しています。\n不動産 査定の不動産 査定は、不動産 査定の不動産 査定は、不動産 査'],['洋平は何の仕事をしていますか？洋平は、何の仕事をしていますか？ 洋平は、何の仕事をしていますか？ 洋平は、何の仕事をしていますか？ 洋平は、何の仕事をしていますか？ 洋平は、何の仕事をしていますか']
67,健太,1981,1980,健太の職業は,健太の職種は,健太は何の仕事をしていますか？健太は,['健太の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金'],['健太の職種は、 ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ '],['健太は何の仕事をしていますか？健太は、何の仕事をしていますか？ 健太は、何の仕事をしていますか？ 健太は、何の仕事をしていますか？ 健太は、何の仕事をしていますか？ 健太は、何の仕事をしていますか']
68,和也,1982,1980,和也の職業は,和也の職種は,和也は何の仕事をしていますか？和也は,['和也の職業は、その職業の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」'],['和也の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただき'],['和也は何の仕事をしていますか？和也は、今、何をしているのですか？\n和也： 今、私は、私の会社に、私の会社に、私の会社に、私の会社に、私の会社に、私の会社に、私の会社に、私の会社に、私の会社に、私']
69,翔,1982,1980,翔の職業は,翔の職種は,翔は何の仕事をしていますか？翔は,['翔の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お'],['翔の職種は、お客様のご要望に合わせたお仕事内容をご提案いたします。 【具体的には】 ◆お客様のご要望に合わせたお仕事内容をご提案いたします。 ・お客様のご要望に合わせたお仕事内容のご提案 ・お客様の'],['翔は何の仕事をしていますか？翔は何をしていますか？翔は何をしていますか？翔は何をしていますか？翔は何をしていますか？翔は何をしていますか？翔は何をしていますか？翔は何をしていますか？翔は何をしてい']
70,拓也,1983,1980,拓也の職業は,拓也の職種は,拓也は何の仕事をしていますか？拓也は,['拓也の職業は、\n「お金持ち」という言葉が、\n「お金持ち」という言葉に、\n「お金持ち」という言葉が、\n「お金持ち」という言葉に、\n「お金持ち」という言葉に、\n「お金持ち」という言葉に、\n「お金持ち」という言葉に、\n「お金'],['拓也の職種は、その仕事の内容や仕事のやりがい、仕事の進め方、仕事のやりがい、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の'],['拓也は何の仕事をしていますか？拓也は、今年１０月１５日に、２０１６年１０月１５日に、２０１７年１０月１５日に、２０１８年１']
71,祐介,1984,1980,祐介の職業は,祐介の職種は,祐介は何の仕事をしていますか？祐介は,['祐介の職業は、\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージ'],['祐介の職種は、その仕事の内容や仕事のやりがい、仕事の進め方、仕事のやりがい、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の'],['祐介は何の仕事をしていますか？祐介は、２０１７年１２月１５日、２０１７年１２月１６日、２０１７年１２月１７日、２０']
72,雄太,1984,1980,雄太の職業は,雄太の職種は,雄太は何の仕事をしていますか？雄太は,['雄太の職業は、お金持ちの父。\n「お金持ちの父」の意味は、\n「お金持ちの父」の意味は、\n「お金持ちの父」の意味は、\n「お金持ちの父」の意味は、\n「お金持ちの父」の意味は、\n「お金持ちの父」'],['雄太の職種は、お客様のご要望に合わせた、お客様のご希望に合った、お客様のご希望に合った、お客様のご希望に合った、お客様のご希望に合った、お客様のご希望に合った、お客様のご希望に合った、お客'],['雄太は何の仕事をしていますか？雄太は何をしていますか？ 雄太は何をしていますか？ 雄太は何をしていますか？ 雄太は何をしていますか？ 雄太は何をしていますか？ 雄太は何をしていますか？ 雄太']
73,優,1984,1980,優の職業は,優の職種は,優は何の仕事をしていますか？優は,['優の職業は、お金がかかる。\nお金を借りる 即日 ブラック 即日融資 ブラックでも借りれる、お金を借りる 即日 ブラック 即日融資 ブラックでも借りれるは、お金を借りる 即日 ブラック 即日融資 ブラックでも借りれるはお'],['優の職種は、お客様のご希望に添えることができます。 【仕事内容】 ・お客様のご要望に添える ・お客様のご要望に添える ・お客様のご要望に添える ・お客様のご要望に添える ・お客様の'],['優は何の仕事をしていますか？優は何の仕事をしていますか？優は何の仕事をしていますか？優は何の仕事をしていますか？優は何の仕事をしていますか？優は何の仕事をしていますか？優は何の仕事をしていますか？優は何']
74,翔太,1986,1980,翔太の職業は,翔太の職種は,翔太は何の仕事をしていますか？翔太は,['翔太の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金'],['翔太の職種は、 ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ '],['翔太は何の仕事をしていますか？翔太は、何の仕事をしていますか？ 翔太は、何の仕事をしていますか？ 翔太は、何の仕事をしていますか？ 翔太は、何の仕事をしていますか？ 翔太は、何の仕事をしていますか']
75,大樹,1987,1980,大樹の職業は,大樹の職種は,大樹は何の仕事をしていますか？大樹は,['大樹の職業は、その職業の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」'],['大樹の職種は、お客様のご要望に合わせた、お客様のご希望に合った、お客様のご希望に合った、お客様のご希望に合った、お客様のご希望に合った、お客様のご希望に合った、お客様のご希望に合った、お客'],['大樹は何の仕事をしていますか？大樹は何の仕事をしていますか？ 大樹は何の仕事をしていますか？ 大樹は何の仕事をしていますか？ 大樹は何の仕事をしていますか？ 大樹は何の仕事をしていますか？ 大樹は']
76,翔平,1989,1980,翔平の職業は,翔平の職種は,翔平は何の仕事をしていますか？翔平は,['翔平の職業は、\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージ'],['翔平の職種は、その仕事の内容や仕事のやりがい、仕事の進め方、仕事のやりがい、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の進め方、仕事の'],['翔平は何の仕事をしていますか？翔平は、何の仕事をしていますか？ 翔平は、何の仕事をしていますか？ 翔平は、何の仕事をしていますか？ 翔平は、何の仕事をしていますか？ 翔平は、何の仕事をしていますか']
