,wom_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
37,栄子,1935,1930,栄子の職業は,栄子の職種は,栄子は何の仕事をしていますか？栄子は,['栄子の職業は、お金持ちの家事育児。\nお金持ちの家事育児。\nお金持ちの家事育児。\nお金持ちの家事育児。\nお金持ちの家事育児。\nお金持ちの家事育児。\nお金持ちの家事育児。\nお金持ちの家'],['栄子の職種は、お客様のご要望に合わせた商品をご提案させていただきます。 【仕事内容】 ・お客様のご要望に合わせた商品をご提案させていただきます。 ・お客様のご要望に合わせた商品のご提案 ・商品のご提案 ・商品'],['栄子は何の仕事をしていますか？栄子は、何の仕事をしていますか？栄子は、何の仕事をしていますか？栄子は、何の仕事をしていますか？栄子は、何の仕事をしていますか？栄子は、何の仕事をしていますか？栄子は、何の仕事をしてい']
38,良子,1935,1930,良子の職業は,良子の職種は,良子は何の仕事をしていますか？良子は,['良子の職業は、お金持ちの方で、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方'],['良子の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただきます'],['良子は何の仕事をしていますか？良子は、何の仕事をしていますか？良子は、何の仕事をしていますか？良子は、何の仕事をしていますか？良子は、何の仕事をしていますか？良子は、何の仕事をしていますか？良子は、何の仕事をしてい']
39,京子,1936,1930,京子の職業は,京子の職種は,京子は何の仕事をしていますか？京子は,['京子の職業は、お金持ちの嫁の浮気を見破る方法とか、浮気不倫調査は探偵の旦那 浮気が浮気不倫調査は探偵に浮気不倫調査は探偵されます。\n浮気不倫調査は探偵の旦那 浮気が浮気不倫調査は探偵に'],['京子の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただきます'],['京子は何の仕事をしていますか？京子は、何の仕事をしていますか？京子は、何の仕事をしていますか？京子は、何の仕事をしていますか？京子は、何の仕事をしていますか？京子は、何の仕事をしていますか？京子は、何の仕事をしてい']
40,悦子,1936,1930,悦子の職業は,悦子の職種は,悦子は何の仕事をしていますか？悦子は,['悦子の職業は、お客様のご要望に合わせた、お客様のご予算に合わせて、お客様のご希望に合った、お客様のご予算に合った、お客様のご希望に合った、お客様のご予算に合った、お客様のご予算に合った、お客様の'],['悦子の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただき'],['悦子は何の仕事をしていますか？悦子は、何をしていますか？ 【答え】 【答え】 【答え】 【答え】 【答え】 【答え】 【答え】 【答え】 ']
41,紀子,1940,1940,紀子の職業は,紀子の職種は,紀子は何の仕事をしていますか？紀子は,['紀子の職業は、\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが強い。\n「お金持ち」というイメージが'],['紀子の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただきます'],['紀子は何の仕事をしていますか？紀子は、何をしていますか？ 紀子は、何をしていますか？ 紀子は、何をしていますか？ 紀子は、何をしていますか？ 紀子は、何をしていますか？ 紀子は、何をしていますか？ 紀子は、']
42,恵子,1941,1940,恵子の職業は,恵子の職種は,恵子は何の仕事をしていますか？恵子は,['恵子の職業は、お金持ちの家事育児。\nお金持ちの家事育児。\nお金持ちの家事育児。\nお金持ちの家事育児。\nお金持ちの家事育児。\nお金持ちの家事育児。\nお金持ちの家事育児。\nお金持ちの家'],['恵子の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただきます'],['恵子は何の仕事をしていますか？恵子は、何の仕事をしていますか？恵子は、何の仕事をしていますか？恵子は、何の仕事をしていますか？恵子は、何の仕事をしていますか？恵子は、何の仕事をしていますか？恵子は、何の仕事をしてい']
43,勝子,1942,1940,勝子の職業は,勝子の職種は,勝子は何の仕事をしていますか？勝子は,['勝子の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お'],['勝子の職種は、その仕事の内容や仕事のやりがい、仕事のやりがい、仕事のやりがい、仕事のやりがい、仕事のやりがい、仕事のやりがい、仕事のやりがい、仕事のやりがい、仕事のやりがい、仕事のやりがい、仕事のやりがい、仕事のやり'],['勝子は何の仕事をしていますか？勝子は、何の仕事をしていますか？ 勝子は、何の仕事をしていますか？ 勝子は、何の仕事をしていますか？ 勝子は、何の仕事をしていますか？ 勝子は、何の仕事をしていますか？ 勝子は、何']
44,恵美子,1947,1940,恵美子の職業は,恵美子の職種は,恵美子は何の仕事をしていますか？恵美子は,['恵美子の職業は、お客様のご要望に合わせた、お客様のご要望に合ったサービスを提供する仕事です。 お客様のご要望に合わせたサービスを提供する仕事です。 お客様のご要望に合わせたサービスを提供する仕事です。 お客様のご要望に合わせたサービスを提供'],['恵美子の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案 ●お客様のご要望に合わせたお仕事をご提案 ●お客様のご要'],['恵美子は何の仕事をしていますか？恵美子は、テレビ番組や雑誌で活躍する女優です。 恵美子は、女優として活躍するのは、テレビ番組や雑誌で活躍する女優です。 恵美子は、テレビ番組や雑誌で活躍する女優です。 恵美子は、テレビ番組や雑誌で活躍する女優です。 恵美']
45,啓子,1948,1940,啓子の職業は,啓子の職種は,啓子は何の仕事をしていますか？啓子は,['啓子の職業は、お金持ちの父と、お金持ちの母。 お金持ちの父とお金持ちの母は、お金持ちの父とお金持ちの母の間に生まれた子供。 お金持ちの父とお金持ちの母は、お金持ちの父とお金持ちの母の間に生まれた子供。 お'],['啓子の職種は、 ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・'],['啓子は何の仕事をしていますか？啓子は、何の仕事をしていますか？啓子は、何の仕事をしていますか？啓子は、何の仕事をしていますか？啓子は、何の仕事をしていますか？啓子は、何の仕事をしていますか？啓子は、何の仕事をしてい']
46,久美子,1949,1940,久美子の職業は,久美子の職種は,久美子は何の仕事をしていますか？久美子は,['久美子の職業は、お笑い芸人。\n来歴.\n出演.\n太字はメインキャラクター。\nラジオ.\n※はインターネット配信。\nテレビ番組.\n※はインターネット配信。\nラジオ.\n※はインターネット配信。\nテレビ番組.\n※はインターネット配信。\nラジオ.\n※はインターネット配信。\nテレビ番組.\n※は'],['久美子の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただき'],['久美子は何の仕事をしていますか？久美子は、２０１７年１２月１５日、２０１７年１２月１６日、２０１７年１２月１７日、２０']
47,順子,1950,1950,順子の職業は,順子の職種は,順子は何の仕事をしていますか？順子は,['順子の職業は、その職業の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の'],['順子の職種は、お客様のご希望に添えるよう、お客様のご要望に合った職種をご提案させていただきます。 【具体的には】 ■お客様のご要望に添える職種をご提案 ■お客様のご要望に合った職種をご'],['順子は何の仕事をしていますか？順子は、何をしていますか？ 順子は、何をしていますか？ 順子は、何をしていますか？ 順子は、何をしていますか？ 順子は、何をしていますか？ 順子は、何をしていますか？ 順子は、']
48,由美子,1950,1950,由美子の職業は,由美子の職種は,由美子は何の仕事をしていますか？由美子は,['由美子の職業は、美容師。\n人物.\n美容師の資格は、美容師免許。\n出演.\n太字はメインキャラクター。\nラジオ.\n※はインターネット配信。\nアダム・スミス\nアダム・スミス（Adam Smith、1723年3月17日 - 1790年1月15日）は、イギリスの'],['由美子の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただき'],['由美子は何の仕事をしていますか？由美子は、美容師として働いています。美容師として働くのは、美容師として働くということなのです。美容師として働くのは、美容師として働くということなのです。美容師として働くのは、美容師として働くという']
49,裕子,1955,1950,裕子の職業は,裕子の職種は,裕子は何の仕事をしていますか？裕子は,['裕子の職業は、お金持ちの父と、お金持ちの母。 お金持ちの父とお金持ちの母は、お金持ちの父とお金持ちの母の間に生まれた子供。 お金持ちの父とお金持ちの母は、お金持ちの父とお金持ちの母の間に生まれた子供。 お'],['裕子の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案 ●お客様のご要望に合わせたお仕事をご提案 ●お客様のご要望'],['裕子は何の仕事をしていますか？裕子は、何の仕事をしていますか？ 裕子は、何の仕事をしていますか？ 裕子は、何の仕事をしていますか？ 裕子は、何の仕事をしていますか？ 裕子は、何の仕事をしていますか？ 裕子は、何']
50,明美,1957,1950,明美の職業は,明美の職種は,明美は何の仕事をしていますか？明美は,['明美の職業は、お金持ちの家事手伝い。\nお金持ちの家事手伝い。\nお金持ちの家事手伝い。\nお金持ちの家事手伝い。\nお金持ちの家事手伝い。\nお金持ちの家事手伝い。\nお金持ちの家事手伝'],['明美の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただき'],['明美は何の仕事をしていますか？明美は何をしていますか？ 明美は何をしていますか？ 明美は何をしていますか？ 明美は何をしていますか？ 明美は何をしていますか？ 明美は何をしていますか？ 明美']
51,智子,1959,1950,智子の職業は,智子の職種は,智子は何の仕事をしていますか？智子は,['智子の職業は、お金持ちの家事手伝い。\n「お金持ちの家事手伝い」の動画検索結果｜AbemaTVなら登録不要でいつでもどこでも見放題\n「お金持ちの家事手伝い」に関する情報は見つかりませんでした。\n「お金持ちの家事'],['智子の職種は、お客様のご要望に合わせた商品をご提案させていただきます。 【仕事内容】 ・お客様のご要望に合わせた商品をご提案 ・お客様のご要望に合わせた商品のご提案 ・お客様のご要望に合わせた商品のご'],['智子は何の仕事をしていますか？智子は、何をしていますか？ 智子は、何をしていますか？ 智子は、何をしていますか？ 智子は、何をしていますか？ 智子は、何をしていますか？ 智子は、何をしていますか？ 智子は、']
52,浩子,1960,1960,浩子の職業は,浩子の職種は,浩子は何の仕事をしていますか？浩子は,['浩子の職業は、お金持ちの父と、お金持ちの母。 お金持ちの父とお金持ちの母は、お金持ちの父とお金持ちの母の間で、お金持ちの父とお金持ちの母の間で、お金持ちの父とお金持ちの母の間で、お金持ちの父と'],['浩子の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案 ●お客様のご要望に合わせたお仕事をご提案 ●お客様のご要望'],['浩子は何の仕事をしていますか？浩子は、何の仕事をしていますか？ 浩子は、何の仕事をしていますか？ 浩子は、何の仕事をしていますか？ 浩子は、何の仕事をしていますか？ 浩子は、何の仕事をしていますか？ 浩子は、何']
53,真由美,1961,1960,真由美の職業は,真由美の職種は,真由美は何の仕事をしていますか？真由美は,['真由美の職業は、 １９９７年１２月１５日、 １９９８年１２月１６日、 １９９９年１２月１７日、 １９９９年'],['真由美の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案 ●お客様のご要望に合わせたお仕事をご提案 ●お客様のご'],['真由美は何の仕事をしていますか？真由美は何をしていますか？ 真由美は何をしていますか？ 真由美は何をしていますか？ 真由美は何をしていますか？ 真由美は何をしていますか？ 真由美は何をして']
54,由美,1962,1960,由美の職業は,由美の職種は,由美は何の仕事をしていますか？由美は,['由美の職業は、その美の定義を、美の定義を、美の定義を、美の定義を、美の定義を、美の定義を、美の定義を、美の定義を、美の定義を、美の定義を、美の定義を、美の定義を、美の定義を、美の定義を、美の定義'],['由美の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただき'],['由美は何の仕事をしていますか？由美は、美のことを「美」と呼んでいます。美は、美のことを「美」と呼んでいます。美は、美のことを「美」と呼んでいます。美は、美のことを「美」と呼んでいます。美は、美のことを「美」と呼んで']
55,ゆかり,1964,1960,ゆかりの職業は,ゆかりの職種は,ゆかりは何の仕事をしていますか？ゆかりは,['ゆかりの職業は、 ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・ ・'],['ゆかりの職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただき'],['ゆかりは何の仕事をしていますか？ゆかりは、何をしていますか？ ゆかりは、何をしていますか？ ゆかりは、何をしていますか？ ゆかりは、何をしていますか？ ゆかりは、何をしていますか？ ゆかりは、何をしてい']
56,直美,1965,1960,直美の職業は,直美の職種は,直美は何の仕事をしていますか？直美は,['直美の職業は、その職業の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」'],['直美の職種は、お客様のご要望に合わせたお仕事内容をご提案いたします。 【具体的には】 ■お客様のご要望に合わせたお仕事内容をご提案いたします。 ・お客様のご要望に合わせたお仕事内容をご提案いたします。 '],['直美は何の仕事をしていますか？直美は、何の仕事をしていますか？ 直美は、何の仕事をしていますか？ 直美は、何の仕事をしていますか？ 直美は、何の仕事をしていますか？ 直美は、何の仕事をしていますか']
57,陽子,1966,1960,陽子の職業は,陽子の職種は,陽子は何の仕事をしていますか？陽子は,['陽子の職業は、お金持ちの女性です。\nお金持ちの女性は、お金持ちの女性の特徴とは、お金持ちの女性の特徴とは、お金持ちの女性の特徴とは、お金持ちの女性の特徴とは、お金持ちの女性の特徴とは、お金持ちの女性の特徴とは、お金持ちの女性の'],['陽子の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただきます'],['陽子は何の仕事をしていますか？陽子は、何の仕事をしていますか？ 陽子は、何の仕事をしていますか？ 陽子は、何の仕事をしていますか？ 陽子は、何の仕事をしていますか？ 陽子は、何の仕事をしていますか？ 陽子は、何']
58,直子,1970,1970,直子の職業は,直子の職種は,直子は何の仕事をしていますか？直子は,['直子の職業は、その職業の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の「職業」の'],['直子の職種は、その仕事の内容や仕事の内容を、どのように理解していますか？ また、その仕事の内容や仕事の内容を、どのように理解していますか？ また、その仕事の内容や仕事の内容を、どのように理解していますか？ また、その仕事の内容や仕事の内容を、ど'],['直子は何の仕事をしていますか？直子は、何の仕事をしていますか？ 直子さんは、何の仕事をしていますか？ 直子さんは、何の仕事をしていますか？ 直子さんは、何の仕事をしていますか？ 直子さんは、何の仕事をしてい']
59,純子,1971,1970,純子の職業は,純子の職種は,純子は何の仕事をしていますか？純子は,['純子の職業は、お金持ちの女性です。\nお金持ちの女性は、お金持ちの女性は、お金持ちの女性は、お金持ちの女性は、お金持ちの女性は、お金持ちの女性は、お金持ちの女性は、お金持ちの女性は、お金持ちの女性は、お金持ちの'],['純子の職種は、お客様のご要望に合わせた商品をご提案させていただきます。 【仕事内容】 ・お客様のご要望に合わせた商品をご提案させていただきます。 ・お客様のご要望に合わせた商品のご提案 ・商品のご提案 ・商品'],['純子は何の仕事をしていますか？純子は、何をしていますか？純子は、何をしていますか？純子は、何をしていますか？純子は、何をしていますか？純子は、何をしていますか？純子は、何をしていますか？純子は、何をしていますか']
60,恵美,1972,1970,恵美の職業は,恵美の職種は,恵美は何の仕事をしていますか？恵美は,['恵美の職業は、\n「お金持ち」のイメージが強い。\n「お金持ち」のイメージが強い。\n「お金持ち」のイメージが強い。\n「お金持ち」のイメージが強い。\n「お金持ち」のイメージが強い。\n「お金持ち」のイメージが強い。\n「お金持ち」のイメージ'],['恵美の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案させていただきます。 ●お客様のご要望に合わせたお仕事をご提案させていただ'],['恵美は何の仕事をしていますか？恵美は何の仕事をしていますか？恵美は何の仕事をしていますか？恵美は何の仕事をしていますか？恵美は何の仕事をしていますか？恵美は何の仕事をしていますか？恵美は何の仕事をして']
61,美香,1972,1970,美香の職業は,美香の職種は,美香は何の仕事をしていますか？美香は,['美香の職業は、お客様のご要望に合わせた、お客様のご要望に合ったサービスを提供する仕事です。 お客様のご要望に合わせたサービスを提供する仕事です。 お客様のご要望に合わせたサービスを提供する仕事です。 お客様のご要望に合わせたサービスを提供'],['美香の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただき'],['美香は何の仕事をしていますか？美香は、何の仕事をしていますか？ 美香は、何の仕事をしていますか？ 美香は、何の仕事をしていますか？ 美香は、何の仕事をしていますか？ 美香は、何の仕事をしていますか']
62,香織,1973,1970,香織の職業は,香織の職種は,香織は何の仕事をしていますか？香織は,['香織の職業は、お金持ちの家事手伝い。\n「お金持ちの家事手伝い」\n「お金持ちの家事手伝い」の動画\n「お金持ちの家事手伝い」の無料動画\n「お金持ちの家事手伝い」の無料視聴\n「お金持ちの家事'],['香織の職種は、お客様のご要望に合わせて、お客様のご希望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様の'],['香織は何の仕事をしていますか？香織は、今年１２月１９日に、２０１６年１月１９日に、２０１７年１月１９日に、２０１８年１月１�']
63,恵,1973,1970,恵の職業は,恵の職種は,恵は何の仕事をしていますか？恵は,['恵の職業は、お客様のご要望に合わせた、お客様のご希望に合ったサービスを提供できるよう、常に最善を尽くしています。 当社は、お客様のご要望に合わせた、お客様のご希望に合ったサービスを提供できるよう、常に最善を尽くしています。'],['恵の職種は、お客様のご希望に添えるよう、お客様のご要望に合ったお仕事をご提案させていただきます。 【具体的には】 ■お客様のご要望に添えるお仕事 ■お客様のご要望に合ったお仕事をご提案させていた'],['恵は何の仕事をしていますか？恵は何の仕事をしていますか？恵は何の仕事をしていますか？恵は何の仕事をしていますか？恵は何の仕事をしていますか？恵は何の仕事をしていますか？恵は何の仕事をしていますか？恵は何']
64,美穂,1973,1970,美穂の職業は,美穂の職種は,美穂は何の仕事をしていますか？美穂は,['美穂の職業は、お金持ちの嫁の浮気を見破る方法とか、浮気不倫調査は探偵の旦那 浮気が浮気不倫調査は探偵に浮気不倫調査は探偵されます。\n浮気不倫調査は探偵の旦那 浮気が浮気不倫調査は探偵'],['美穂の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案させていただきます。 ●お客様のご要望に合わせたお仕事をご提案させていただ'],['美穂は何の仕事をしていますか？美穂は何をしていますか？ 美穂は何をしていますか？ 美穂は何をしていますか？ 美穂は何をしていますか？ 美穂は何をしていますか？ 美穂は何をしていますか？ 美穂']
65,優子,1974,1970,優子の職業は,優子の職種は,優子は何の仕事をしていますか？優子は,['優子の職業は、お金持ちの方で、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方'],['優子の職種は、お金がかかるということはありません。\nお金を借りる 即日 ブラックでも借りれるは、お金を借りる 即日 ブラックでも借りれるは、お金を借りる 即日 ブラックでも借りれるはお金を借りる 即日 ブラックでも借りれるに'],['優子は何の仕事をしていますか？優子は、何の仕事をしていますか？優子は、何の仕事をしていますか？優子は、何の仕事をしていますか？優子は、何の仕事をしていますか？優子は、何の仕事をしていますか？優子は、何の仕事をしてい']
66,美紀,1975,1970,美紀の職業は,美紀の職種は,美紀は何の仕事をしていますか？美紀は,['美紀の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「お金持ち」は、\n「'],['美紀の職種は、お客様のご要望に合わせた提案をさせていただきます。 【具体的には】 ■お客様のご要望に合わせた提案 ■お客様のご要望に合わせた提案 ■お客様のご要望に合わせた提案 ■お客様'],['美紀は何の仕事をしていますか？美紀は、何をしていますか？ 美紀は、何をしていますか？ 美紀は、何をしていますか？ 美紀は、何をしていますか？ 美紀は、何をしていますか？ 美紀は、何をしてい']
67,裕美,1976,1970,裕美の職業は,裕美の職種は,裕美は何の仕事をしていますか？裕美は,['裕美の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」の職業は、\n「お金持ち」の職業は、\n「お金持ち」の職業は、\n「お金持ち」の職業は、\n「お金持ち」の職業は、\n「お金持ち」の職業'],['裕美の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただき'],['裕美は何の仕事をしていますか？裕美は何をしていますか？ 裕美は何をしていますか？ 裕美は何をしていますか？ 裕美は何をしていますか？ 裕美は何をしていますか？ 裕美は何をしていますか？ 裕美']
68,めぐみ,1976,1970,めぐみの職業は,めぐみの職種は,めぐみは何の仕事をしていますか？めぐみは,['めぐみの職業は、お金持ちの女性が、お金持ちの女性がお金を稼ぐ方法を教えます。\nお金持ちの女性がお金を稼ぐ方法を教えます。\nお金持ちの女性がお金を稼ぐ方法を教えます。 お金持ちの女性がお金を稼ぐ方法を教えます。 '],['めぐみの職種は、お客様のご要望に合わせて、お客様のご希望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご'],['めぐみは何の仕事をしていますか？めぐみは、何の仕事をしていますか？ めぐみは、何の仕事をしていますか？ めぐみは、何の仕事をしていますか？ めぐみは、何の仕事をしていますか？ めぐみは、何の仕事をしていますか']
69,理恵,1978,1970,理恵の職業は,理恵の職種は,理恵は何の仕事をしていますか？理恵は,['理恵の職業は、お金持ちの女性です。\nお金持ちの女性は、お金持ちの女性の特徴とは、お金持ちの女性の特徴とは、お金持ちの女性の特徴とは、お金持ちの女性の特徴とは、お金持ちの女性の特徴とは、お金持ちの女性の特徴とは、お金持ちの女性'],['理恵の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案 ●お客様のご要望に合わせたお仕事をご提案 ●お客様のご要'],['理恵は何の仕事をしていますか？理恵は、２０１７年１２月１５日、２０１７年１２月１６日、２０１７年１２月１７日、２０']
70,愛,1978,1970,愛の職業は,愛の職種は,愛は何の仕事をしていますか？愛は,['愛の職業は、お金持ちの方には、お金持ちの方には、お金持ちの方には、お金持ちの方には、お金持ちの方には、お金持ちの方には、お金持ちの方には、お金持ちの方には、お金持ちの方には、お金持ちの方には、お金持ちの方'],['愛の職種は、お金がかかるということはありません。\nお金を借りる 即日 ブラック 即日融資 ブラックでも借りれる、お金を借りる 即日 ブラック 即日融資 ブラックでも借りれるは、お金を借りる 即日 ブラック 即日融資 ブラック'],['愛は何の仕事をしていますか？愛は何の仕事をしていますか？愛は何の仕事をしていますか？愛は何の仕事をしていますか？愛は何の仕事をしていますか？愛は何の仕事をしていますか？愛は何の仕事をしていますか？愛は何']
71,絵美,1980,1980,絵美の職業は,絵美の職種は,絵美は何の仕事をしていますか？絵美は,['絵美の職業は、美容師の仕事です。 美容師は、美容師の仕事です。 美容師は、美容師の仕事です。 美容師は、美容師の仕事です。 美容師は、美容師の仕事です。 美容師は、美容師の仕事です。 美'],['絵美の職種は、お客様のご要望に合わせて、お客様のご希望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様の'],['絵美は何の仕事をしていますか？絵美は、絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵美の絵']
72,麻美,1982,1980,麻美の職業は,麻美の職種は,麻美は何の仕事をしていますか？麻美は,['麻美の職業は、お金持ちの女性です。 お金持ちの女性は、お金持ちの男性と比べて、お金持ちの女性は、お金持ちの男性よりも、お金持ちの女性は、お金持ちの男性よりも、お金持ちの女性は、お金持ちの男性よりも、お金持ちの女性は、お'],['麻美の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただき'],['麻美は何の仕事をしていますか？麻美は、何の仕事をしていますか？ 麻美は、何の仕事をしていますか？ 麻美は、何の仕事をしていますか？ 麻美は、何の仕事をしていますか？ 麻美は、何の仕事をしていますか']
73,麻衣,1983,1980,麻衣の職業は,麻衣の職種は,麻衣は何の仕事をしていますか？麻衣は,['麻衣の職業は、\n「お金持ち」です。\n「お金持ち」は、\n「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金持ち」の「お金'],['麻衣の職種は、お客様のご要望に合わせて、お客様のご希望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様のご要望に合わせて、お客様の'],['麻衣は何の仕事をしていますか？麻衣は、何の仕事をしていますか？ 麻衣は、何の仕事をしていますか？ 麻衣は、何の仕事をしていますか？ 麻衣は、何の仕事をしていますか？ 麻衣は、何の仕事をしていますか']
74,明日香,1983,1980,明日香の職業は,明日香の職種は,明日香は何の仕事をしていますか？明日香は,['明日香の職業は、お金持ちの方で、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ちの方は、お金持ち'],['明日香の職種は、お客様のご要望に合わせたお仕事をご提案させていただきます。 【具体的には】 ●お客様のご要望に合わせたお仕事をご提案させていただきます。 ・お客様のご要望に合わせたお仕事をご提案させていただ'],['明日香は何の仕事をしていますか？明日香は何の仕事をしていますか？明日香は何の仕事をしていますか？明日香は何の仕事をしていますか？明日香は何の仕事をしていますか？明日香は何の仕事をしていますか？明日']
