職業,総数,男,女,正一の職種は,清の職種は,正雄の職種は,正の職種は,茂の職種は,武雄の職種は,正治の職種は,三郎の職種は,正夫の職種は,一郎の職種は,正二の職種は,義雄の職種は,正男の職種は,正三の職種は,勇の職種は,実の職種は,秀雄の職種は,辰雄の職種は,辰男の職種は,博の職種は,弘の職種は,進の職種は,武の職種は,一男の職種は,昭二の職種は,昭の職種は,和夫の職種は,昭一の職種は,昭三の職種は,幸雄の職種は,稔の職種は,明の職種は,昇の職種は,隆の職種は,勉の職種は,勝の職種は,勲の職種は,功の職種は,勝利の職種は,修の職種は,豊の職種は,誠の職種は,浩の職種は,徹の職種は,浩一の職種は,浩二の職種は,浩之の職種は,聡の職種は,剛の職種は,和彦の職種は,秀樹の職種は,哲也の職種は,直樹の職種は,達也の職種は,学の職種は,健一の職種は,淳の職種は,健の職種は,博之の職種は,英樹の職種は,崇の職種は,大輔の職種は,大介の職種は,亮の職種は,竜也の職種は,健太郎の職種は,洋平の職種は,健太の職種は,和也の職種は,翔の職種は,拓也の職種は,祐介の職種は,雄太の職種は,優の職種は,翔太の職種は,大樹の職種は,翔平の職種は,駿の職種は,大貴の職種は,貴大の職種は,大輝の職種は,翼の職種は,大地の職種は,亮太の職種は,拓哉の職種は,雄大の職種は,拓海の職種は,直人の職種は,康平の職種は,陸の職種は,海斗の職種は,一輝の職種は,涼太の職種は,匠の職種は,蓮の職種は,優斗の職種は,優太の職種は,颯太の職種は,大翔の職種は,太陽の職種は,悠斗の職種は,颯の職種は,輝の職種は,大和の職種は,空の職種は,陽向の職種は,悠人の職種は,悠太の職種は,瑛太の職種は,悠真の職種は,陽斗の職種は,颯真の職種は,歩夢の職種は,蒼空の職種は,大雅の職種は,樹の職種は,陽翔の職種は,陸斗の職種は,太一の職種は,海翔の職種は,湊の職種は,龍生の職種は,陽太の職種は,朝陽の職種は,悠の職種は,新の職種は,蒼の職種は,陽大の職種は,律の職種は,凪の職種は,碧の職種は
飲食物給仕・身の回り世話従事者,887020,199290,687730,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
接客社交従事者,18460,2370,16090,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
娯楽場等接客員,408310,180540,227770,-5.700590133666992,-5.279669284820557,-5.575656414031982,-5.8459882736206055,-5.700629711151123,-5.717859268188477,-5.7237348556518555,-5.603281497955322,-5.822293758392334,-5.526036739349365,-5.6894121170043945,-5.553555488586426,-5.7975006103515625,-5.416261672973633,-5.665850639343262,-5.727396488189697,-5.679838180541992,-5.556455135345459,-5.7213287353515625,-5.683134078979492,-5.6560516357421875,-5.784270286560059,-5.706309795379639,-5.7001776695251465,-5.663631916046143,-5.621981620788574,-5.645292282104492,-5.719207286834717,-5.639006614685059,-5.519376277923584,-5.607076644897461,-5.60714864730835,-5.776991367340088,-5.674678802490234,-5.642672538757324,-5.569828033447266,-5.665251731872559,-5.6640424728393555,-5.736213207244873,-5.740398406982422,-5.590922832489014,-5.6515021324157715,-5.584896087646484,-5.622849464416504,-5.519812107086182,-5.6085944175720215,-5.656341552734375,-5.60919189453125,-5.654001712799072,-5.635927200317383,-5.584639549255371,-5.685727119445801,-5.598891258239746,-5.710115909576416,-5.813481330871582,-5.610724449157715,-5.672327041625977,-5.63529109954834,-5.604188919067383,-5.654908657073975,-5.631856441497803,-5.651742935180664,-5.558688163757324,-5.666016578674316,-5.6974310874938965,-5.650577545166016,-5.679291725158691,-5.6938700675964355,-5.584312438964844,-5.683722972869873,-5.682513236999512,-5.691108703613281,-5.664092540740967,-5.629398345947266,-5.550627708435059,-5.752725601196289,-5.705121040344238,-5.649933338165283,-5.84186315536499,-5.627744197845459,-5.758386611938477,-5.711396217346191,-5.764460563659668,-5.645304203033447,-5.697850227355957,-5.639962673187256,-5.6684370040893555,-5.674956798553467,-5.700710296630859,-5.699623107910156,-5.597310543060303,-5.629256248474121,-5.625127792358398,-5.686830520629883,-5.6569318771362305,-5.65580415725708,-5.625463008880615,-5.771150588989258,-5.595990180969238,-5.715742111206055,-5.717798709869385,-5.723450660705566,-5.672839641571045,-5.75079345703125,-5.752749443054199,-5.640004634857178,-5.691440105438232,-5.744765758514404,-5.7008957862854,-5.680004119873047,-5.688967704772949,-5.715680122375488,-5.669096946716309,-5.796030044555664,-5.591517448425293,-5.741547584533691,-5.634348392486572,-5.648162841796875,-5.689576625823975,-5.59625244140625,-5.65321683883667,-5.901228904724121,-5.674422740936279,-5.638137340545654,-5.671372413635254,-5.84536075592041,-5.871565341949463,-5.619879722595215,-5.629489421844482,-5.772994041442871,-5.788051128387451
居住施設・ビル等管理人,239760,179250,60510,-9.063928604125977,-9.051227569580078,-9.049163818359375,-9.206806182861328,-9.158074378967285,-9.189279556274414,-9.02686595916748,-9.285503387451172,-9.02932071685791,-9.255718231201172,-9.040592193603516,-9.104125022888184,-9.008525848388672,-8.934226989746094,-9.184444427490234,-9.17306900024414,-9.169605255126953,-9.269142150878906,-9.218424797058105,-9.143867492675781,-9.154373168945312,-9.105671882629395,-9.150304794311523,-9.287528038024902,-9.155573844909668,-9.157835960388184,-9.148391723632812,-9.115621566772461,-9.129219055175781,-9.230365753173828,-9.193193435668945,-9.209817886352539,-9.228164672851562,-9.228075981140137,-9.137694358825684,-9.164694786071777,-9.147427558898926,-9.142269134521484,-9.221192359924316,-9.071781158447266,-8.922639846801758,-9.189104080200195,-9.133225440979004,-9.194801330566406,-9.118375778198242,-9.212686538696289,-9.20195198059082,-9.248563766479492,-9.201923370361328,-9.154861450195312,-9.227458953857422,-9.149023056030273,-9.155716896057129,-9.162981033325195,-9.151596069335938,-9.174394607543945,-9.165374755859375,-9.194583892822266,-9.161714553833008,-9.255569458007812,-9.199019432067871,-9.251145362854004,-9.207104682922363,-9.17404556274414,-9.175869941711426,-9.154043197631836,-9.139749526977539,-9.231324195861816,-9.127086639404297,-9.15701961517334,-9.253808975219727,-9.121316909790039,-9.198671340942383,-9.161405563354492,-9.183691024780273,-9.236213684082031,-9.128663063049316,-9.115545272827148,-8.96725082397461,-9.237998962402344,-9.021486282348633,-9.250171661376953,-9.1898193359375,-9.203444480895996,-9.289928436279297,-9.18657112121582,-9.20157241821289,-9.131805419921875,-9.213512420654297,-9.132888793945312,-9.174456596374512,-9.29948902130127,-9.255695343017578,-9.230812072753906,-9.167486190795898,-9.14154052734375,-9.229351043701172,-9.298678398132324,-9.043384552001953,-9.278018951416016,-9.267143249511719,-9.271503448486328,-9.216140747070312,-9.225916862487793,-9.229510307312012,-9.257635116577148,-9.278228759765625,-9.344991683959961,-9.15814208984375,-9.257356643676758,-9.229202270507812,-9.204161643981934,-9.172113418579102,-9.247039794921875,-9.001230239868164,-9.251977920532227,-9.21927261352539,-9.110868453979492,-9.139358520507812,-9.168917655944824,-9.228507995605469,-9.111862182617188,-9.237990379333496,-9.277198791503906,-9.311423301696777,-9.058222770690918,-9.276480674743652,-9.211061477661133,-9.100990295410156,-9.237689018249512,-9.230419158935547
マンション・アパート・下宿・寄宿舎・寮管理人,146920,101240,45680,-3.7248809337615967,-3.709506034851074,-3.766023635864258,-3.7684731483459473,-3.8700039386749268,-3.949925422668457,-3.807187080383301,-3.8547632694244385,-3.7443201541900635,-3.9003264904022217,-3.7583694458007812,-3.905931234359741,-3.7911229133605957,-3.714254379272461,-3.8678829669952393,-3.8321094512939453,-3.946561336517334,-3.8705639839172363,-3.804548501968384,-3.89473295211792,-3.9770305156707764,-3.894503593444824,-3.6498191356658936,-3.809168815612793,-3.9555399417877197,-3.931457757949829,-3.9081335067749023,-3.9533889293670654,-3.9372200965881348,-3.857243061065674,-3.894014835357666,-3.902414321899414,-3.8960278034210205,-3.919611930847168,-3.9605884552001953,-3.8736560344696045,-3.9115686416625977,-3.924795627593994,-3.8675355911254883,-3.8615024089813232,-3.796311616897583,-3.8882479667663574,-3.94064998626709,-3.8705637454986572,-3.877704620361328,-3.969062089920044,-3.909165143966675,-3.9570038318634033,-3.931271553039551,-3.9393043518066406,-3.965707778930664,-3.901188373565674,-3.9601287841796875,-3.966738224029541,-3.855868339538574,-3.8918848037719727,-3.8726258277893066,-3.864375591278076,-3.957381248474121,-3.9193668365478516,-3.9081032276153564,-3.893184185028076,-3.868248462677002,-3.8932902812957764,-3.861950159072876,-3.9358468055725098,-3.8329052925109863,-3.8999083042144775,-3.9199225902557373,-3.938755750656128,-3.912132501602173,-3.907909631729126,-3.8342084884643555,-3.898000717163086,-3.9600985050201416,-3.9126365184783936,-3.9382071495056152,-3.963646411895752,-3.7508111000061035,-3.8861584663391113,-3.728506326675415,-3.8354666233062744,-3.884474515914917,-3.9426143169403076,-3.91825795173645,-3.8650121688842773,-3.939650058746338,-3.9257888793945312,-3.906059741973877,-3.786738395690918,-3.8396713733673096,-3.8175430297851562,-3.902094841003418,-3.8706438541412354,-3.908827781677246,-3.849663257598877,-3.8319132328033447,-3.8813908100128174,-3.7242400646209717,-3.8818159103393555,-3.820361614227295,-3.9221572875976562,-3.9017038345336914,-3.9792795181274414,-3.897526264190674,-3.8598732948303223,-3.89286470413208,-3.8543667793273926,-3.8665525913238525,-3.8716259002685547,-3.8733482360839844,-3.920799970626831,-3.9028477668762207,-3.891148805618286,-3.685173511505127,-3.88970947265625,-3.922342538833618,-3.7869503498077393,-3.8138890266418457,-3.9007956981658936,-3.9231948852539062,-3.7544217109680176,-3.8633997440338135,-3.9034128189086914,-3.8829543590545654,-5.236198425292969,-3.9119575023651123,-3.8978567123413086,-3.860257625579834,-3.917797088623047,-3.934677839279175
ビル管理人,42610,34440,8170,-8.0210599899292,-7.980007171630859,-7.930103778839111,-8.154926300048828,-8.238346099853516,-8.289511680603027,-8.287863731384277,-7.970428466796875,-8.234237670898438,-7.964137077331543,-8.105889320373535,-8.036808013916016,-8.207527160644531,-7.9768900871276855,-8.119056701660156,-8.177963256835938,-8.018465995788574,-8.14291000366211,-8.158834457397461,-8.206707000732422,-8.198596954345703,-8.227481842041016,-8.133441925048828,-8.261787414550781,-8.190398216247559,-8.231802940368652,-8.095414161682129,-8.141349792480469,-8.239092826843262,-8.163485527038574,-8.153724670410156,-8.126640319824219,-8.198676109313965,-8.235468864440918,-8.229667663574219,-8.292685508728027,-8.257864952087402,-8.334321975708008,-8.228107452392578,-8.192194938659668,-8.227069854736328,-8.225781440734863,-8.119659423828125,-8.205151557922363,-8.126330375671387,-8.134734153747559,-8.128500938415527,-8.17318344116211,-8.316749572753906,-8.164301872253418,-8.109519004821777,-8.189261436462402,-8.229876518249512,-8.24386215209961,-8.312213897705078,-8.106937408447266,-8.269439697265625,-8.272761344909668,-8.260841369628906,-8.206324577331543,-8.239927291870117,-8.137462615966797,-8.123480796813965,-8.279467582702637,-8.237334251403809,-8.242278099060059,-8.279674530029297,-8.123920440673828,-8.193869590759277,-8.2056303024292,-8.13100814819336,-8.152827262878418,-8.249500274658203,-8.148200035095215,-8.209991455078125,-8.124156951904297,-8.284038543701172,-8.075668334960938,-8.223550796508789,-8.138449668884277,-8.14697265625,-8.304938316345215,-8.237506866455078,-8.221473693847656,-8.332842826843262,-8.224959373474121,-8.262545585632324,-8.185050964355469,-8.23475170135498,-8.224337577819824,-8.239307403564453,-8.180335998535156,-8.279403686523438,-8.286415100097656,-8.209896087646484,-8.278488159179688,-8.234092712402344,-8.280792236328125,-8.204524993896484,-8.171637535095215,-8.31475830078125,-8.220191955566406,-8.194087028503418,-8.189273834228516,-8.006400108337402,-8.270584106445312,-8.207514762878418,-8.365421295166016,-8.372520446777344,-8.252120971679688,-8.271906852722168,-8.323226928710938,-8.177584648132324,-8.082751274108887,-8.157405853271484,-8.418902397155762,-8.225844383239746,-8.345351219177246,-8.108807563781738,-8.180915832519531,-8.325424194335938,-8.12757396697998,-8.2318115234375,-8.172405242919922,-8.17780590057373,-8.072855949401855,-8.278223991394043,-8.153383255004883,-8.226987838745117,-8.237140655517578,-8.250797271728516
駐車場管理人,50230,43560,6670,-4.911510467529297,-4.725348472595215,-4.806281089782715,-4.739195823669434,-4.71726131439209,-4.789057731628418,-4.92643404006958,-4.749129772186279,-4.995875358581543,-4.708399772644043,-4.9705119132995605,-4.562194347381592,-5.044609069824219,-4.88199520111084,-4.795328617095947,-4.776987552642822,-4.710227012634277,-4.781326770782471,-4.7327375411987305,-4.658324718475342,-4.738749980926514,-4.775073528289795,-4.759762287139893,-4.774200439453125,-4.7668538093566895,-4.685966491699219,-4.723368167877197,-4.7297773361206055,-4.723762035369873,-4.713435173034668,-4.707988262176514,-4.561926364898682,-4.757507801055908,-4.714499473571777,-4.6996989250183105,-4.717395305633545,-4.699675559997559,-4.745882987976074,-4.855854034423828,-4.689621448516846,-4.849699974060059,-4.686141014099121,-4.646143913269043,-4.652858734130859,-4.735385894775391,-4.694144248962402,-4.673895359039307,-4.650370121002197,-4.716419219970703,-4.721632957458496,-4.763538837432861,-4.750423908233643,-4.688398838043213,-4.675141334533691,-4.759326934814453,-4.754607200622559,-4.754855155944824,-4.7236480712890625,-4.826529502868652,-4.7297821044921875,-4.774779319763184,-4.658066272735596,-4.719304084777832,-4.690301418304443,-4.738204002380371,-4.696529388427734,-4.664053916931152,-4.681705474853516,-4.660392761230469,-4.695166110992432,-4.658602714538574,-4.696272850036621,-4.746371746063232,-4.661117076873779,-4.765380859375,-4.676397800445557,-4.721956253051758,-4.6952385902404785,-4.84108304977417,-4.722262382507324,-4.812228679656982,-4.767963409423828,-4.712714195251465,-4.669898509979248,-4.715540885925293,-4.757594585418701,-4.697924613952637,-4.739214897155762,-4.765125274658203,-4.697321891784668,-4.742419242858887,-4.769762992858887,-4.6970109939575195,-4.7548136711120605,-4.605598449707031,-4.73378324508667,-4.693164825439453,-4.749659538269043,-4.944552898406982,-4.631373405456543,-4.736175537109375,-4.684959411621094,-4.665317058563232,-4.763899803161621,-4.615103721618652,-4.756878852844238,-4.6220269203186035,-4.716545581817627,-4.796038627624512,-4.660720348358154,-4.7784576416015625,-4.702049255371094,-4.761355400085449,-4.535347938537598,-4.952064037322998,-4.78256893157959,-4.741523742675781,-4.8021392822265625,-4.735235214233398,-4.767307281494141,-4.820065021514893,-4.838615417480469,-4.725067615509033,-4.778090953826904,-4.680362701416016,-4.779775619506836,-4.592093467712402,-4.757523059844971,-4.753222465515137,-4.654245376586914,-4.676913738250732
旅行・観光案内人,15860,7390,8470,-9.256121635437012,-9.124690055847168,-9.243403434753418,-9.195732116699219,-9.191070556640625,-9.23328685760498,-9.20997142791748,-9.205424308776855,-9.166010856628418,-9.264193534851074,-9.25819206237793,-9.114169120788574,-9.222174644470215,-9.246912956237793,-9.161398887634277,-9.16717529296875,-9.26675033569336,-9.185361862182617,-9.272119522094727,-9.189501762390137,-9.25977611541748,-9.190088272094727,-9.148725509643555,-9.215038299560547,-9.19320011138916,-9.248714447021484,-9.202469825744629,-9.200939178466797,-9.158143997192383,-9.17012882232666,-9.180259704589844,-9.208308219909668,-9.149063110351562,-9.205645561218262,-9.210970878601074,-9.22784423828125,-9.255142211914062,-9.223930358886719,-9.116131782531738,-9.166337013244629,-9.249789237976074,-9.133827209472656,-9.271479606628418,-9.2180757522583,-9.205428123474121,-9.246804237365723,-9.233059883117676,-9.269967079162598,-9.235838890075684,-9.235617637634277,-9.20654582977295,-9.28140926361084,-9.233394622802734,-9.210243225097656,-9.181632041931152,-9.251509666442871,-9.214054107666016,-9.21595287322998,-9.25593090057373,-9.332710266113281,-9.216821670532227,-9.192184448242188,-9.272913932800293,-9.222891807556152,-9.240562438964844,-9.24027156829834,-9.191757202148438,-9.216105461120605,-9.214910507202148,-9.211539268493652,-9.240885734558105,-9.239974975585938,-9.234207153320312,-9.039250373840332,-9.21652889251709,-9.208463668823242,-9.183707237243652,-9.233019828796387,-9.187246322631836,-9.17897891998291,-9.228156089782715,-9.19543170928955,-9.244531631469727,-9.264918327331543,-9.246940612792969,-9.22787094116211,-9.212822914123535,-9.229846954345703,-9.19338321685791,-9.204861640930176,-9.169909477233887,-9.221739768981934,-9.220335960388184,-9.072437286376953,-9.157876014709473,-9.176470756530762,-9.159252166748047,-9.25579833984375,-9.13958740234375,-9.058259963989258,-9.223445892333984,-9.196563720703125,-9.26743221282959,-9.2633638381958,-9.158245086669922,-9.22722053527832,-9.186519622802734,-9.273452758789062,-9.228476524353027,-9.248159408569336,-9.173544883728027,-9.227283477783203,-9.089866638183594,-9.17941665649414,-9.15280532836914,-9.238296508789062,-9.17560863494873,-9.226107597351074,-9.123668670654297,-9.186297416687012,-9.198946952819824,-9.17215633392334,-9.216452598571777,-9.11255931854248,-9.191817283630371,-8.903864860534668,-9.124255180358887,-9.17994499206543,-9.226645469665527,-9.172479629516602,-9.251246452331543
物品一時預り人,910,360,550,-10.343378067016602,-10.11147689819336,-10.189905166625977,-10.304133415222168,-10.107194900512695,-10.17255687713623,-10.305048942565918,-10.316670417785645,-10.118544578552246,-10.24927806854248,-10.086551666259766,-10.077692031860352,-10.359223365783691,-10.201404571533203,-10.110777854919434,-10.080740928649902,-10.199932098388672,-10.122903823852539,-10.097618103027344,-10.119383811950684,-10.049970626831055,-10.18479061126709,-10.35529613494873,-10.200604438781738,-10.135451316833496,-10.162238121032715,-10.083922386169434,-10.219793319702148,-10.253089904785156,-10.216986656188965,-10.065890312194824,-10.03891658782959,-10.086878776550293,-10.129593849182129,-10.1444730758667,-10.054886817932129,-10.06270694732666,-10.310818672180176,-10.068380355834961,-10.149806022644043,-10.189763069152832,-9.983489036560059,-10.093371391296387,-10.187871932983398,-10.107561111450195,-10.129389762878418,-10.241425514221191,-10.106112480163574,-10.198684692382812,-10.183372497558594,-10.08474349975586,-10.044687271118164,-10.022500038146973,-9.979310035705566,-10.229609489440918,-10.118895530700684,-10.164778709411621,-10.121811866760254,-10.034940719604492,-10.053584098815918,-10.026141166687012,-10.029048919677734,-10.112048149108887,-10.159418106079102,-10.204437255859375,-9.954984664916992,-10.236336708068848,-10.0071439743042,-10.047961235046387,-9.986729621887207,-9.89523983001709,-9.993465423583984,-10.1456937789917,-10.015724182128906,-9.832159996032715,-10.200900077819824,-10.089250564575195,-10.197375297546387,-10.213892936706543,-10.248006820678711,-10.217961311340332,-10.148131370544434,-10.20363998413086,-9.889670372009277,-10.132696151733398,-10.219914436340332,-9.947604179382324,-10.10566234588623,-10.214327812194824,-10.180510520935059,-9.973742485046387,-10.249950408935547,-10.138266563415527,-10.16281509399414,-10.087145805358887,-9.93195629119873,-10.002891540527344,-10.043802261352539,-9.93099594116211,-10.187549591064453,-10.0616455078125,-9.93122386932373,-10.1325101852417,-10.062392234802246,-10.11574935913086,-10.126105308532715,-10.009345054626465,-10.200759887695312,-10.108776092529297,-9.977502822875977,-10.110309600830078,-9.88203239440918,-10.063733100891113,-9.950668334960938,-10.207934379577637,-10.242095947265625,-10.012006759643555,-10.077042579650879,-10.177908897399902,-9.89432430267334,-10.148076057434082,-10.177145957946777,-10.158218383789062,-10.133940696716309,-10.148000717163086,-10.303252220153809,-9.96734619140625,-10.163520812988281,-10.006342887878418,-10.153019905090332,-10.084739685058594
物品賃貸人,63760,36140,27630,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
広告宣伝員,26890,9360,17530,-10.159603118896484,-9.539301872253418,-10.472818374633789,-10.016009330749512,-9.978339195251465,-9.874561309814453,-10.280129432678223,-10.084522247314453,-10.320826530456543,-10.002348899841309,-10.296473503112793,-9.966032981872559,-10.131884574890137,-10.356432914733887,-9.890958786010742,-10.016581535339355,-9.98073673248291,-10.197063446044922,-10.255228042602539,-9.773543357849121,-9.972472190856934,-9.998526573181152,-9.575342178344727,-10.171507835388184,-10.029291152954102,-9.771427154541016,-9.922805786132812,-9.915976524353027,-9.987902641296387,-9.963380813598633,-9.948241233825684,-9.523521423339844,-9.926860809326172,-10.001349449157715,-9.881749153137207,-10.09882640838623,-9.835403442382812,-9.91221809387207,-9.903579711914062,-9.800884246826172,-9.924769401550293,-9.968994140625,-9.953948020935059,-9.752973556518555,-9.885363578796387,-9.91113567352295,-9.895862579345703,-9.941763877868652,-9.930965423583984,-9.874663352966309,-9.789175987243652,-9.840563774108887,-9.899965286254883,-9.806526184082031,-9.978914260864258,-10.107601165771484,-9.789390563964844,-10.136423110961914,-10.065021514892578,-9.803699493408203,-9.947397232055664,-9.861491203308105,-9.876460075378418,-9.875910758972168,-9.936614036560059,-9.884031295776367,-9.929238319396973,-9.834437370300293,-9.760995864868164,-9.790521621704102,-9.97382640838623,-9.869396209716797,-10.147271156311035,-9.85766887664795,-9.873698234558105,-9.76702880859375,-9.923685073852539,-9.905661582946777,-10.347952842712402,-9.911360740661621,-10.09867000579834,-9.7659912109375,-10.059725761413574,-9.885650634765625,-10.090582847595215,-10.038748741149902,-9.992952346801758,-9.939901351928711,-9.960291862487793,-9.942061424255371,-9.951502799987793,-9.836395263671875,-9.917925834655762,-9.737178802490234,-10.0429105758667,-9.975085258483887,-9.93470287322998,-9.998821258544922,-10.065340995788574,-9.656370162963867,-10.050402641296387,-9.96133804321289,-9.963679313659668,-9.837640762329102,-9.853838920593262,-10.067572593688965,-9.802701950073242,-10.004922866821289,-9.76966381072998,-9.984820365905762,-9.986429214477539,-10.00611400604248,-9.941041946411133,-9.967216491699219,-10.201017379760742,-10.139547348022461,-9.806746482849121,-9.93193244934082,-9.879064559936523,-9.811285972595215,-10.120682716369629,-10.282402038574219,-9.885268211364746,-9.911209106445312,-9.945117950439453,-10.101877212524414,-10.053184509277344,-9.939142227172852,-9.80408000946045,-10.0501127243042,-9.947535514831543
葬儀師，火葬作業員,49200,26300,22900,-6.121989727020264,-5.84344482421875,-6.009016990661621,-6.075595378875732,-5.830478668212891,-5.792574882507324,-6.0601301193237305,-5.898471355438232,-6.2717509269714355,-5.793475151062012,-6.145198822021484,-5.801014423370361,-6.136707305908203,-6.030253887176514,-5.797637462615967,-5.8858819007873535,-5.805530548095703,-5.858207702636719,-5.838294982910156,-5.826945781707764,-5.859050273895264,-5.895094871520996,-5.835688591003418,-5.877375602722168,-5.801150321960449,-5.729255676269531,-5.855136871337891,-5.792616844177246,-5.730780601501465,-5.8710246086120605,-5.86763334274292,-5.7761945724487305,-5.805798053741455,-5.824976921081543,-5.761668682098389,-5.7958903312683105,-5.803558349609375,-5.860109806060791,-5.801731109619141,-5.782607078552246,-5.984496593475342,-5.861186504364014,-5.6865034103393555,-5.801471710205078,-5.846790313720703,-5.841334342956543,-5.715743064880371,-5.8322553634643555,-5.843296051025391,-5.803951263427734,-5.764540195465088,-5.762839317321777,-5.841620445251465,-5.8213114738464355,-5.853931427001953,-5.814818859100342,-5.782907962799072,-5.856093883514404,-5.834033489227295,-5.884029388427734,-5.8239359855651855,-5.8745646476745605,-5.849586486816406,-5.840320587158203,-5.8427958488464355,-5.820479869842529,-5.895896911621094,-5.833621025085449,-5.814635753631592,-5.775443077087402,-5.8305888175964355,-5.8589935302734375,-5.868923187255859,-5.877169609069824,-5.7715678215026855,-5.756159782409668,-5.846316337585449,-5.737857341766357,-6.042967796325684,-5.8828229904174805,-6.032958507537842,-5.831977844238281,-5.882874011993408,-5.823005676269531,-5.818037986755371,-5.768119812011719,-5.8918681144714355,-5.89735746383667,-5.875740051269531,-5.787688732147217,-5.898372650146484,-5.831480979919434,-5.7915568351745605,-5.870841026306152,-5.710868835449219,-5.910953044891357,-5.852073669433594,-5.913600921630859,-5.902602195739746,-5.659336566925049,-5.874014854431152,-5.930378437042236,-5.9304962158203125,-5.843867301940918,-5.728466510772705,-5.9209442138671875,-5.842616558074951,-5.856731414794922,-5.772968769073486,-5.805567264556885,-5.930180072784424,-5.876499652862549,-5.7729291915893555,-5.781863689422607,-6.051173210144043,-5.774649620056152,-5.856760501861572,-5.901980400085449,-5.859068870544434,-5.899162292480469,-5.925461292266846,-6.047798156738281,-5.860015392303467,-5.906001567840576,-5.817152976989746,-6.089312553405762,-5.732840538024902,-5.870368003845215,-5.825313568115234,-5.836223125457764,-5.885097026824951
