職業,総数,男,女,正一の職業は,清の職業は,正雄の職業は,正の職業は,茂の職業は,武雄の職業は,正治の職業は,三郎の職業は,正夫の職業は,一郎の職業は,正二の職業は,義雄の職業は,正男の職業は,正三の職業は,勇の職業は,実の職業は,秀雄の職業は,辰雄の職業は,辰男の職業は,博の職業は,弘の職業は,進の職業は,武の職業は,一男の職業は,昭二の職業は,昭の職業は,和夫の職業は,昭一の職業は,昭三の職業は,幸雄の職業は,稔の職業は,明の職業は,昇の職業は,隆の職業は,勉の職業は,勝の職業は,勲の職業は,功の職業は,勝利の職業は,修の職業は,豊の職業は,誠の職業は,浩の職業は,徹の職業は,浩一の職業は,浩二の職業は,浩之の職業は,聡の職業は,剛の職業は,和彦の職業は,秀樹の職業は,哲也の職業は,直樹の職業は,達也の職業は,学の職業は,健一の職業は,淳の職業は,健の職業は,博之の職業は,英樹の職業は,崇の職業は,大輔の職業は,大介の職業は,亮の職業は,竜也の職業は,健太郎の職業は,洋平の職業は,健太の職業は,和也の職業は,翔の職業は,拓也の職業は,祐介の職業は,雄太の職業は,優の職業は,翔太の職業は,大樹の職業は,翔平の職業は,駿の職業は,大貴の職業は,貴大の職業は,大輝の職業は,翼の職業は,大地の職業は,亮太の職業は,拓哉の職業は,雄大の職業は,拓海の職業は,直人の職業は,康平の職業は,陸の職業は,海斗の職業は,一輝の職業は,涼太の職業は,匠の職業は,蓮の職業は,優斗の職業は,優太の職業は,颯太の職業は,大翔の職業は,太陽の職業は,悠斗の職業は,颯の職業は,輝の職業は,大和の職業は,空の職業は,陽向の職業は,悠人の職業は,悠太の職業は,瑛太の職業は,悠真の職業は,陽斗の職業は,颯真の職業は,歩夢の職業は,蒼空の職業は,大雅の職業は,樹の職業は,陽翔の職業は,陸斗の職業は,太一の職業は,海翔の職業は,湊の職業は,龍生の職業は,陽太の職業は,朝陽の職業は,悠の職業は,新の職業は,蒼の職業は,陽大の職業は,律の職業は,凪の職業は,碧の職業は
消防員,148580,144230,4350,-6.100918292999268,-7.0777506828308105,-7.1966552734375,-6.046905517578125,-6.122047424316406,-6.142860412597656,-6.090396881103516,-6.069807052612305,-6.1315484046936035,-6.143735408782959,-6.10139799118042,-6.026540756225586,-6.1303558349609375,-12.484684944152832,-6.140428066253662,-6.078119277954102,-6.143371105194092,-6.05632209777832,-6.089160442352295,-6.172916412353516,-6.185947418212891,-6.1291046142578125,-5.940562725067139,-6.118331432342529,-6.10127067565918,-6.112800598144531,-6.182884216308594,-6.132024765014648,-6.098041534423828,-6.128429412841797,-6.172185897827148,-6.123580455780029,-6.157196044921875,-6.1708197593688965,-6.156776428222656,-6.131214141845703,-6.121849060058594,-6.124480724334717,-6.056552886962891,-6.166755199432373,-6.0783843994140625,-6.135902404785156,-6.147632598876953,-6.137233734130859,-6.077692031860352,-6.182674407958984,-6.12457275390625,-6.185128688812256,-6.1417012214660645,-6.188910961151123,-6.152795314788818,-6.224164962768555,-6.124168395996094,-6.12181282043457,-6.091344356536865,-6.133230209350586,-6.164226531982422,-6.154181957244873,-6.197629928588867,-6.190834045410156,-6.109647750854492,-6.116939067840576,-6.1326212882995605,-6.173945903778076,-6.160259246826172,-6.2133331298828125,-6.122833251953125,-6.11787748336792,-6.129695415496826,-6.1544342041015625,-6.13414192199707,-6.169746398925781,-6.138298034667969,-6.139131546020508,-6.163627624511719,-6.0712432861328125,-6.133811950683594,-6.085416793823242,-6.195506572723389,-6.123820781707764,-6.207279205322266,-6.0756402015686035,-6.073450088500977,-6.185637950897217,-6.114356994628906,-6.14282751083374,-6.193610668182373,-6.118688583374023,-6.140353679656982,-6.064157009124756,-6.108131408691406,-6.092113018035889,-6.1423492431640625,-6.063823699951172,-6.127959728240967,-6.159780502319336,-6.165578842163086,-6.132787704467773,-6.17891263961792,-6.1562042236328125,-6.100713729858398,-6.143920421600342,-6.120521545410156,-6.164760589599609,-6.101909637451172,-6.136920928955078,-6.149272918701172,-6.126609802246094,-6.0586700439453125,-6.034835338592529,-6.11915922164917,-6.04353666305542,-6.047843933105469,-6.046802520751953,-6.200053691864014,-6.069841384887695,-6.13031005859375,-6.05036735534668,-6.133759021759033,-6.097957611083984,-6.089345932006836,-6.153764724731445,-6.139713287353516,-6.164982318878174,-6.124269485473633,-6.045060634613037,-6.091228485107422,-6.1179704666137695,-6.1803412437438965,-6.059700012207031,-6.096534729003906
警備員,374690,357250,17440,-9.39569091796875,-9.059971809387207,-9.213905334472656,-9.276799201965332,-9.076823234558105,-9.14400577545166,-9.467004776000977,-9.182968139648438,-9.508419036865234,-9.104945182800293,-9.360978126525879,-9.347804069519043,-9.368959426879883,-25.723249435424805,-8.971991539001465,-9.106021881103516,-9.207584381103516,-9.264164924621582,-9.18562126159668,-9.029038429260254,-9.13263988494873,-9.00927734375,-9.242254257202148,-9.160626411437988,-9.162032127380371,-9.128494262695312,-9.068284034729004,-9.166548728942871,-9.16247844696045,-9.174591064453125,-9.010665893554688,-9.089430809020996,-9.05695629119873,-9.032443046569824,-9.151028633117676,-9.031767845153809,-9.048011779785156,-9.047561645507812,-8.859257698059082,-9.09616756439209,-9.264518737792969,-9.054268836975098,-9.17187786102295,-9.094300270080566,-8.976927757263184,-9.077454566955566,-9.087862968444824,-9.01814079284668,-9.053409576416016,-9.048149108886719,-9.011040687561035,-9.046412467956543,-9.040179252624512,-9.083949089050293,-9.191656112670898,-9.099854469299316,-9.127463340759277,-9.102042198181152,-9.08128833770752,-9.08009147644043,-9.010725975036621,-9.018139839172363,-9.01051139831543,-9.11551570892334,-9.043978691101074,-9.104907035827637,-9.13830280303955,-9.089701652526855,-9.015957832336426,-9.05247974395752,-8.97176456451416,-9.078476905822754,-9.198408126831055,-9.01978588104248,-9.038290023803711,-9.071069717407227,-9.086605072021484,-9.150267601013184,-9.285087585449219,-9.086597442626953,-9.264328002929688,-8.973085403442383,-8.998201370239258,-8.98970890045166,-9.027896881103516,-9.08023452758789,-9.128339767456055,-9.009610176086426,-9.217967987060547,-9.092107772827148,-9.030736923217773,-9.022869110107422,-9.063943862915039,-9.073532104492188,-9.129082679748535,-9.026412010192871,-9.074390411376953,-9.089305877685547,-9.268147468566895,-9.164754867553711,-9.028729438781738,-9.134868621826172,-8.901511192321777,-9.056941986083984,-9.069594383239746,-9.171941757202148,-9.077278137207031,-9.065625190734863,-9.09970474243164,-9.046954154968262,-9.049426078796387,-9.108036041259766,-9.095687866210938,-9.139549255371094,-9.35558032989502,-9.132272720336914,-9.030988693237305,-9.092318534851074,-9.195900917053223,-9.029633522033691,-9.05865478515625,-9.158266067504883,-9.055387496948242,-9.057076454162598,-8.994275093078613,-9.048768997192383,-9.092171669006348,-9.03581428527832,-9.091442108154297,-9.009696960449219,-9.11630916595459
他に分類されない保安職業従事者,84720,73910,10810,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
農林漁業従事者,1898800,1205200,693600,-11.809898376464844,-10.29050064086914,-10.467467308044434,-11.955900192260742,-11.988146781921387,-11.720385551452637,-11.808748245239258,-11.688103675842285,-11.727444648742676,-11.810770988464355,-11.723633766174316,-11.88048267364502,-11.871119499206543,-21.65116310119629,-11.91710376739502,-11.918184280395508,-11.628329277038574,-11.755388259887695,-11.677521705627441,-11.883567810058594,-11.832560539245605,-11.816420555114746,-11.791434288024902,-11.712944984436035,-11.705931663513184,-11.83975887298584,-11.763886451721191,-11.67721939086914,-11.733061790466309,-11.905092239379883,-11.859023094177246,-11.766218185424805,-11.868584632873535,-11.843240737915039,-11.74739933013916,-11.803689002990723,-11.882086753845215,-11.753697395324707,-12.003190040588379,-11.869512557983398,-11.806633949279785,-11.87304973602295,-11.806387901306152,-11.803020477294922,-11.895909309387207,-11.759269714355469,-11.75243854522705,-11.895323753356934,-11.920717239379883,-11.803812026977539,-11.803364753723145,-11.750210762023926,-11.804234504699707,-11.770974159240723,-11.812678337097168,-11.904853820800781,-12.00287914276123,-11.863234519958496,-11.8426513671875,-11.77220344543457,-11.936161994934082,-11.880369186401367,-11.824828147888184,-11.859103202819824,-11.81307315826416,-11.836750030517578,-11.94204330444336,-11.867851257324219,-11.796294212341309,-11.748568534851074,-11.818815231323242,-11.815093040466309,-11.984763145446777,-11.924445152282715,-11.803893089294434,-11.905896186828613,-11.759112358093262,-11.823266983032227,-11.975539207458496,-11.830010414123535,-11.818001747131348,-11.836833000183105,-11.832185745239258,-11.809727668762207,-11.807622909545898,-11.85681438446045,-11.790294647216797,-11.77548885345459,-11.864751815795898,-11.834172248840332,-11.906123161315918,-11.7354736328125,-11.955649375915527,-12.01893138885498,-11.824417114257812,-11.862065315246582,-11.953454971313477,-11.881186485290527,-11.800484657287598,-11.77634048461914,-11.807278633117676,-11.861973762512207,-11.749217987060547,-11.853411674499512,-11.923584938049316,-11.914006233215332,-11.78616714477539,-11.864306449890137,-12.01717472076416,-11.8339262008667,-11.904025077819824,-11.863030433654785,-11.784772872924805,-11.950005531311035,-11.909815788269043,-11.780062675476074,-11.815272331237793,-11.896513938903809,-11.8018159866333,-11.832444190979004,-11.883469581604004,-11.903244972229004,-11.914741516113281,-12.006000518798828,-11.81538200378418,-12.033400535583496,-11.913065910339355,-11.889967918395996,-11.950433731079102,-11.853997230529785,-11.922017097473145
農業従事者,1735160,1067910,667250,-9.337007522583008,-9.236698150634766,-9.350805282592773,-9.359793663024902,-9.391451835632324,-9.365314483642578,-9.366767883300781,-9.36617660522461,-9.37370491027832,-9.367317199707031,-9.322671890258789,-9.392448425292969,-9.367026329040527,-22.75672721862793,-9.360407829284668,-9.397490501403809,-9.41851806640625,-9.399374961853027,-9.394264221191406,-9.360411643981934,-9.39633560180664,-9.325224876403809,-9.472689628601074,-9.346396446228027,-9.327739715576172,-9.339213371276855,-9.338927268981934,-9.350753784179688,-9.339716911315918,-9.357948303222656,-9.341407775878906,-9.346698760986328,-9.320830345153809,-9.37155818939209,-9.334115982055664,-9.417525291442871,-9.378569602966309,-9.356562614440918,-9.359292984008789,-9.357436180114746,-9.42602825164795,-9.352853775024414,-9.37473201751709,-9.33362865447998,-9.355278015136719,-9.35642147064209,-9.389639854431152,-9.320364952087402,-9.346961975097656,-9.38562297821045,-9.401667594909668,-9.374824523925781,-9.39975357055664,-9.396434783935547,-9.305305480957031,-9.389026641845703,-9.327526092529297,-9.35962963104248,-9.391841888427734,-9.398703575134277,-9.356932640075684,-9.367835998535156,-9.362741470336914,-9.356098175048828,-9.358542442321777,-9.396822929382324,-9.35819149017334,-9.347946166992188,-9.342937469482422,-9.379721641540527,-9.333197593688965,-9.3761625289917,-9.343729972839355,-9.376082420349121,-9.385153770446777,-9.378527641296387,-9.361940383911133,-9.376570701599121,-9.393973350524902,-9.323084831237793,-9.362167358398438,-9.354567527770996,-9.353981018066406,-9.373943328857422,-9.374754905700684,-9.327064514160156,-9.350024223327637,-9.35059642791748,-9.380633354187012,-9.367655754089355,-9.395930290222168,-9.374374389648438,-9.346345901489258,-9.368258476257324,-9.366724014282227,-9.351054191589355,-9.362518310546875,-9.389460563659668,-9.447501182556152,-9.391802787780762,-9.352127075195312,-9.388724327087402,-9.37122631072998,-9.350168228149414,-9.392577171325684,-9.373538970947266,-9.41480541229248,-9.359138488769531,-9.382163047790527,-9.380901336669922,-9.341315269470215,-9.375961303710938,-9.377506256103516,-9.390410423278809,-9.450896263122559,-9.372859954833984,-9.362884521484375,-9.349857330322266,-9.336002349853516,-9.404582023620605,-9.385211944580078,-9.495100975036621,-9.339275360107422,-9.363001823425293,-9.401366233825684,-9.469992637634277,-9.374186515808105,-9.360426902770996,-9.339166641235352,-9.406192779541016,-9.398347854614258
農耕従事者,1452780,850400,602380,-8.922961235046387,-9.024344444274902,-9.27481746673584,-8.924525260925293,-8.854449272155762,-8.868325233459473,-8.890253067016602,-8.896720886230469,-9.0067777633667,-8.904775619506836,-8.938383102416992,-8.892661094665527,-8.968157768249512,-19.004852294921875,-8.825254440307617,-8.948347091674805,-8.911737442016602,-8.973895072937012,-9.005388259887695,-8.86616325378418,-8.883749961853027,-8.80652141571045,-8.87065315246582,-8.8639554977417,-8.91064167022705,-8.911935806274414,-8.814955711364746,-8.977407455444336,-8.890745162963867,-8.900872230529785,-8.873274803161621,-8.877138137817383,-8.904946327209473,-8.839386940002441,-8.902300834655762,-8.823999404907227,-8.787985801696777,-8.835740089416504,-8.902700424194336,-8.82468318939209,-8.933215141296387,-8.85494327545166,-8.871313095092773,-8.764711380004883,-8.897722244262695,-8.880656242370605,-8.850119590759277,-8.860597610473633,-8.938873291015625,-8.906681060791016,-9.035663604736328,-8.883574485778809,-8.986018180847168,-8.96964168548584,-8.818890571594238,-8.879326820373535,-8.803842544555664,-8.890129089355469,-8.952086448669434,-8.968706130981445,-8.889620780944824,-8.935903549194336,-8.973548889160156,-8.862545013427734,-8.92216682434082,-8.94657039642334,-8.85388469696045,-8.857271194458008,-8.951082229614258,-8.92439079284668,-8.965968132019043,-8.91899299621582,-8.927762031555176,-8.881758689880371,-8.946284294128418,-8.908987045288086,-8.913714408874512,-8.844219207763672,-8.989129066467285,-8.87346363067627,-8.85749626159668,-8.86534309387207,-8.805602073669434,-8.856645584106445,-8.998160362243652,-8.9242582321167,-9.01318359375,-8.927345275878906,-8.883614540100098,-8.772955894470215,-8.918522834777832,-8.897785186767578,-8.957663536071777,-8.837438583374023,-8.82491397857666,-8.908835411071777,-8.848295211791992,-8.98044490814209,-8.909685134887695,-8.979220390319824,-8.959769248962402,-8.9495267868042,-8.863831520080566,-8.883800506591797,-8.93872356414795,-8.80180549621582,-8.946235656738281,-8.908449172973633,-8.937606811523438,-8.870562553405762,-8.931966781616211,-8.8806791305542,-8.971357345581055,-8.997836112976074,-8.891103744506836,-8.8646240234375,-8.945606231689453,-8.900572776794434,-8.77978801727295,-8.906243324279785,-8.88166618347168,-8.919961929321289,-8.863213539123535,-8.947371482849121,-8.881139755249023,-8.880324363708496,-8.835527420043945,-8.862791061401367,-8.883832931518555,-8.92335319519043,-8.914213180541992
養畜従事者,154470,99790,54670,-7.133232116699219,-6.497614860534668,-6.550563812255859,-7.1674652099609375,-7.239836692810059,-7.207822322845459,-7.076565265655518,-7.158299922943115,-7.123526573181152,-7.15525484085083,-7.155528545379639,-7.225772857666016,-7.124392032623291,-14.729999542236328,-7.206607341766357,-7.2515974044799805,-7.095249176025391,-7.21331787109375,-7.202044486999512,-7.278655529022217,-7.256289958953857,-7.249660491943359,-7.0218505859375,-7.1824259757995605,-7.2289276123046875,-7.304740905761719,-7.284262657165527,-7.319633483886719,-7.247504711151123,-7.1381940841674805,-7.238554954528809,-7.308383464813232,-7.368267059326172,-7.284994602203369,-7.321574687957764,-7.2492828369140625,-7.286879539489746,-7.268954277038574,-7.1300811767578125,-7.27390193939209,-7.151461601257324,-7.108150482177734,-7.2399702072143555,-7.242384433746338,-7.242027282714844,-7.3138837814331055,-7.093013286590576,-7.243414878845215,-7.242377758026123,-7.138374328613281,-7.26663875579834,-7.2075581550598145,-7.095378875732422,-7.182265758514404,-7.222289562225342,-7.264488220214844,-7.20531702041626,-7.254619121551514,-7.248835563659668,-7.283797740936279,-7.258338928222656,-7.180708885192871,-7.342377185821533,-7.27608060836792,-7.1184210777282715,-7.215183258056641,-7.4136152267456055,-7.155364513397217,-7.211879253387451,-7.2321882247924805,-7.243239879608154,-7.175056457519531,-7.273188591003418,-7.224280834197998,-7.209731101989746,-7.098846435546875,-7.320339202880859,-7.25711727142334,-7.089775085449219,-7.158381938934326,-7.117678642272949,-7.32159423828125,-7.089052200317383,-7.246242046356201,-7.275814056396484,-7.215579509735107,-7.246523857116699,-7.079638481140137,-7.304835319519043,-7.185847282409668,-7.064283847808838,-7.227619647979736,-7.319464683532715,-7.174911975860596,-7.188075065612793,-7.105315208435059,-7.235224723815918,-7.2526655197143555,-7.140445232391357,-7.299556255340576,-7.161635875701904,-7.231459617614746,-7.261729717254639,-7.2555952072143555,-7.2432355880737305,-7.163139343261719,-7.358501434326172,-7.321784019470215,-7.292316436767578,-7.210681915283203,-7.096911430358887,-7.111606121063232,-7.196455001831055,-7.148547172546387,-7.097740173339844,-7.257946014404297,-7.227764129638672,-7.135470390319824,-7.296453475952148,-7.232963562011719,-7.250016212463379,-6.9825758934021,-7.338382244110107,-7.191138744354248,-7.304945945739746,-7.113467693328857,-7.234148979187012,-7.333666801452637,-7.27896785736084,-7.214839935302734,-7.220195770263672
植木職，造園師,122810,113350,9460,-3.6478846073150635,-7.939201354980469,-7.642753601074219,-3.6916046142578125,-4.238489151000977,-4.04835319519043,-3.7257330417633057,-4.173703670501709,-3.7821784019470215,-4.342263698577881,-3.7966527938842773,-4.12465238571167,-3.7546446323394775,-18.979209899902344,-4.286413192749023,-4.119246006011963,-4.554506301879883,-4.244871139526367,-4.199888706207275,-4.228586673736572,-4.308374881744385,-4.3321356773376465,-3.857252597808838,-3.9607365131378174,-4.3418145179748535,-4.398654460906982,-4.150412559509277,-4.218878269195557,-4.306108474731445,-4.128665447235107,-4.332168102264404,-4.156179428100586,-4.20997428894043,-4.269517421722412,-4.253838539123535,-4.412679195404053,-4.446016788482666,-4.324068069458008,-4.304574012756348,-4.4490227699279785,-3.8168702125549316,-4.2010178565979,-4.292964935302734,-4.268026351928711,-4.345403671264648,-4.359350204467773,-4.2757182121276855,-4.3818864822387695,-4.358606815338135,-4.395066738128662,-4.282315731048584,-4.149046421051025,-4.424066543579102,-4.241065979003906,-4.200746536254883,-4.468664169311523,-4.231130599975586,-4.173761367797852,-4.27739143371582,-4.122559070587158,-4.242398738861084,-4.334632396697998,-4.413437366485596,-4.373990535736084,-4.285348892211914,-4.1773858070373535,-4.177380561828613,-4.091284275054932,-4.1860575675964355,-4.321789741516113,-4.259109973907471,-4.309512615203857,-4.116662979125977,-4.407677173614502,-4.178274631500244,-4.293337821960449,-4.176662445068359,-4.229326248168945,-3.683138370513916,-4.235893726348877,-3.814182996749878,-4.324625015258789,-4.196993350982666,-4.38450813293457,-4.313860893249512,-4.183058261871338,-4.310140609741211,-4.276148319244385,-4.269559860229492,-4.069582462310791,-4.187286853790283,-4.058627605438232,-4.195512294769287,-4.2808518409729,-4.217139720916748,-4.319661617279053,-4.233912467956543,-4.02560567855835,-3.8885297775268555,-4.25249719619751,-4.099703311920166,-4.166772842407227,-4.274293899536133,-4.172156810760498,-4.077446460723877,-3.8861825466156006,-4.175557613372803,-4.095380783081055,-4.019636631011963,-3.861964702606201,-4.137815952301025,-3.805234909057617,-4.266051292419434,-3.9987587928771973,-3.7965493202209473,-4.274305820465088,-4.054403305053711,-4.16457462310791,-4.138044834136963,-4.332325458526611,-4.203644752502441,-3.6815505027770996,-4.029848098754883,-4.066183090209961,-4.274994373321533,-3.6681177616119385,-4.240112781524658,-4.092203617095947,-4.361449241638184,-4.042969703674316,-4.257601737976074
林業従事者,43710,40980,2730,-7.510180950164795,-7.277244567871094,-7.433709144592285,-7.542226791381836,-7.517500400543213,-7.469503879547119,-7.592631816864014,-7.4989800453186035,-7.546024322509766,-7.503586292266846,-7.529463768005371,-7.51399564743042,-7.631896495819092,-18.596939086914062,-7.4375410079956055,-7.4699859619140625,-7.512595176696777,-7.482794761657715,-7.464275360107422,-7.430168628692627,-7.520116806030273,-7.438697814941406,-7.551549911499023,-7.38707971572876,-7.4788923263549805,-7.462165832519531,-7.431349754333496,-7.4490885734558105,-7.490641117095947,-7.434599876403809,-7.4912590980529785,-7.398174285888672,-7.465106964111328,-7.479042053222656,-7.462786674499512,-7.496479034423828,-7.491272449493408,-7.466521263122559,-7.511747360229492,-7.478367328643799,-7.562267303466797,-7.4533185958862305,-7.399734020233154,-7.421332359313965,-7.4463653564453125,-7.521999359130859,-7.419009685516357,-7.429479598999023,-7.507430076599121,-7.5098419189453125,-7.572756767272949,-7.4963860511779785,-7.503642559051514,-7.50609827041626,-7.503561973571777,-7.48028564453125,-7.491308212280273,-7.43180513381958,-7.487346649169922,-7.500227928161621,-7.434996604919434,-7.493285179138184,-7.5347771644592285,-7.473510265350342,-7.550623416900635,-7.476466655731201,-7.4428324699401855,-7.455275535583496,-7.457365989685059,-7.487364292144775,-7.485322952270508,-7.50607967376709,-7.425551891326904,-7.462139129638672,-7.522483825683594,-7.43389892578125,-7.440816879272461,-7.421024322509766,-7.6194939613342285,-7.387744426727295,-7.507995128631592,-7.5451579093933105,-7.497271537780762,-7.5110626220703125,-7.553717613220215,-7.430675983428955,-7.422541618347168,-7.4947733879089355,-7.507269382476807,-7.499423503875732,-7.494528770446777,-7.359004497528076,-7.449721336364746,-7.462957859039307,-7.532034397125244,-7.4486083984375,-7.4501519203186035,-7.445263385772705,-7.640674114227295,-7.437517166137695,-7.439464569091797,-7.450701713562012,-7.4287028312683105,-7.454494476318359,-7.5057172775268555,-7.508933067321777,-7.414058685302734,-7.437999725341797,-7.502829551696777,-7.392614364624023,-7.512621879577637,-7.4072723388671875,-7.398305892944336,-7.488490104675293,-7.562396049499512,-7.518816947937012,-7.514953136444092,-7.485739231109619,-7.405024528503418,-7.491972923278809,-7.523529052734375,-7.711546897888184,-7.4852776527404785,-7.580191135406494,-7.454566955566406,-7.558913707733154,-7.445521831512451,-7.50197172164917,-7.4481682777404785,-7.510395050048828,-7.479526519775391
育林従事者,17480,16160,1320,-8.181018829345703,-7.797386169433594,-8.173441886901855,-8.154175758361816,-8.140275955200195,-8.2255277633667,-8.126012802124023,-8.192899703979492,-8.152356147766113,-8.247901916503906,-8.17941665649414,-8.345139503479004,-8.15235710144043,-12.069781303405762,-8.249703407287598,-8.149449348449707,-8.186544418334961,-8.360228538513184,-8.307241439819336,-8.213348388671875,-8.26418685913086,-8.176974296569824,-8.039015769958496,-8.24812126159668,-8.351627349853516,-8.199912071228027,-8.175253868103027,-8.31364917755127,-8.306109428405762,-8.37221908569336,-8.151623725891113,-8.115199089050293,-8.151054382324219,-8.20263957977295,-8.248250007629395,-8.16686725616455,-8.24063777923584,-8.201492309570312,-8.21732234954834,-8.1425142288208,-8.113810539245605,-8.262197494506836,-8.300463676452637,-8.200346946716309,-8.28487491607666,-8.24259090423584,-8.262956619262695,-8.234637260437012,-8.282968521118164,-8.269335746765137,-8.376969337463379,-8.252881050109863,-8.296446800231934,-8.13906192779541,-8.2438325881958,-8.254023551940918,-8.232001304626465,-8.182671546936035,-8.30827522277832,-8.240203857421875,-8.151606559753418,-8.257591247558594,-8.319626808166504,-8.32225513458252,-8.258737564086914,-8.180392265319824,-8.287820816040039,-8.249163627624512,-8.256101608276367,-8.18581771850586,-8.240363121032715,-8.21423625946045,-8.235102653503418,-8.241252899169922,-8.20190715789795,-8.061890602111816,-8.219399452209473,-8.14653491973877,-8.138846397399902,-8.21349811553955,-8.188796043395996,-8.264823913574219,-8.239311218261719,-8.228856086730957,-8.239405632019043,-8.340723991394043,-8.262420654296875,-8.22946834564209,-8.251782417297363,-8.175129890441895,-8.263272285461426,-8.219756126403809,-8.216047286987305,-8.289732933044434,-8.08785343170166,-8.260923385620117,-8.193970680236816,-8.155646324157715,-8.136222839355469,-8.192957878112793,-8.28355884552002,-8.197705268859863,-8.198324203491211,-8.172852516174316,-8.24756908416748,-8.22264289855957,-8.234426498413086,-8.230890274047852,-8.187125205993652,-8.268193244934082,-8.27297306060791,-8.229900360107422,-8.204638481140137,-8.307085990905762,-8.062784194946289,-8.1244535446167,-8.279943466186523,-8.243697166442871,-8.205562591552734,-8.250895500183105,-8.277506828308105,-8.24518871307373,-8.18465518951416,-8.237452507019043,-8.252638816833496,-8.195725440979004,-8.216349601745605,-8.299487113952637,-8.222715377807617,-8.24431324005127,-8.247931480407715
伐木・造材・集材従事者,20480,19990,490,-6.105229377746582,-6.29425048828125,-6.400768280029297,-6.146821975708008,-5.723397731781006,-5.805156230926514,-6.1127848625183105,-5.6998724937438965,-6.211535930633545,-5.781341075897217,-6.120078086853027,-5.74959135055542,-6.212584972381592,-13.613500595092773,-5.893773078918457,-5.712682247161865,-5.877490997314453,-5.8860392570495605,-5.926830291748047,-5.81213903427124,-5.826910972595215,-5.835566520690918,-6.091441631317139,-5.858802795410156,-5.841296672821045,-5.7681684494018555,-5.867388725280762,-5.837124824523926,-5.800660133361816,-5.792968273162842,-5.855063438415527,-5.811360836029053,-5.905991554260254,-5.802285671234131,-5.769582271575928,-5.869866847991943,-5.850345134735107,-5.802341461181641,-5.784524917602539,-5.838698863983154,-6.1514716148376465,-5.825081825256348,-5.722119331359863,-5.850147247314453,-5.92245626449585,-5.846755027770996,-5.766055107116699,-5.8726630210876465,-5.775041103363037,-5.808418273925781,-5.75961971282959,-5.809126853942871,-5.766784191131592,-5.762233734130859,-5.863234996795654,-5.801751136779785,-5.791114330291748,-5.879935264587402,-5.789671897888184,-5.743559837341309,-5.821978569030762,-5.819267272949219,-5.913642406463623,-5.854983329772949,-5.761319160461426,-5.784996032714844,-5.872359752655029,-5.826253414154053,-5.7530341148376465,-5.836254119873047,-5.816653728485107,-5.791590690612793,-5.9024271965026855,-5.855517387390137,-5.824088096618652,-5.821375846862793,-5.8619513511657715,-5.798670768737793,-6.076877117156982,-5.834479808807373,-6.019070625305176,-5.840476036071777,-5.8473124504089355,-5.764012813568115,-5.767073631286621,-5.847896099090576,-5.783730983734131,-5.803958892822266,-5.856338024139404,-5.804244518280029,-5.815825939178467,-5.841494083404541,-5.8530497550964355,-5.848487377166748,-5.745210647583008,-5.817122936248779,-5.916411876678467,-5.945956707000732,-6.09633207321167,-5.848984718322754,-5.822531700134277,-5.851357936859131,-5.83935546875,-5.908129692077637,-5.8583784103393555,-5.788358211517334,-5.881077766418457,-5.911683559417725,-5.853028297424316,-5.832009792327881,-5.833941459655762,-5.838691711425781,-5.8391642570495605,-5.941908836364746,-6.01796293258667,-5.706172466278076,-5.898959636688232,-5.761530876159668,-5.812877178192139,-5.925407409667969,-5.82551908493042,-6.184737682342529,-5.914260387420654,-5.82545804977417,-5.824473857879639,-6.113837242126465,-5.902024745941162,-5.858981609344482,-5.738768577575684,-5.809262752532959,-5.816178798675537
